MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	±¸×¢
575			1	1	4												HËu tr­êng liªn ®Êu (6)
576			1	1	4												HËu tr­êng liªn ®Êu (7)
577			1	1	4												HËu tr­êng liªn ®Êu (8)
578			1	1	4												HËu tr­êng liªn ®Êu (9)
579			1	1	4												HËu tr­êng liªn ®Êu (10)
580			2	1	4												ChiÕn tr­êng phe Tèng
581			1	1	4												ChiÕn tr­êng phe Kim
582			2	1	3												Hang Gi¸ng Sinh_Khu vùc chuÈn bÞ
583			2	1	3												Hang Gi¸ng Sinh
584			2	1	3												N¬i chuÈn bÞ nh÷ng ho¹t ®éng dÞp xu©n
585			2	1	3												Khu vùc ho¹t ®éng dÞp xu©n
587			1	1	1												Khu vùc bang héi S¬n Thµnh
588			2	1	2												Khu vùc bang héi Miªu C­¬ng
589			2	1	3												Khu vùc bang héi Sa M¹c
590			3	1	2												Khu vùc bang héi Kinh S­
591			3	1	3												Khu vùc bang héi Biªn Tr¹i
593			1	1	2												Khu vùc bang héi Giang Nam
594			1	1	3												Khu vùc bang héi TuyÕt L·nh
605			2	1	2												ChiÕn tr­êng MËt L©m
606			3	1	3												ChiÕn tr­êng MËt L©m
607			1	1	2												ChiÕn tr­êng MËt L©m
608			2	1	2												Khu vùc chuÈn bÞ
609			2	1	2												Khu vùc chuÈn bÞ
610			3	1	3												Khu vùc chuÈn bÞ
611			3	1	3												Khu vùc chuÈn bÞ
612			1	1	2												Khu vùc chuÈn bÞ
613			1	1	2												Khu vùc chuÈn bÞ
825			2	1	3												Khu vùc chuÈn bÞ - TÕt §oan Ngä
826			2	1	3												Khu vùc TÕt §oan Ngä
829			1	1	1												Tr­êng Ca M«n cÊm ®Þa
830			2	1	2												Tr­êng Ca M«n cÊm ®Þa
831			2	1	3												Tr­êng Ca M«n cÊm ®Þa
832			3	1	2												Tr­êng Ca M«n cÊm ®Þa
833			3	1	3												Tr­êng Ca M«n cÊm ®Þa
834			2	1	3												Tr­êng Ca M«n cÊm ®Þa
841			3	1	3												L«i ®µi hµo kiÖt 1
842			3	1	3												L«i ®µi hµo kiÖt 2
843			3	1	3												L«i ®µi hµo kiÖt 3
844			3	1	3												L«i ®µi hµo kiÖt 4
845			3	1	3												L«i ®µi hµo kiÖt 5
846			3	1	3												L«i ®µi hµo kiÖt 6
847			3	1	3												L«i ®µi hµo kiÖt 7
848			3	1	3												L«i ®µi hµo kiÖt 8
851			3	1	4												§Êu tr­êng chuÈn bÞ Viªm §Õ B¶o Tµng
853			3	1	4												B¶o tµng Viªm §Õ (1)
854			3	1	4												B¶o tµng Viªm §Õ (2)
855			3	1	4												B¶o tµng Viªm §Õ (3)
856			3	1	4												B¶o tµng Viªm §Õ (4)
857			3	1	4												B¶o tµng Viªm §Õ (5)
858			3	1	4												B¶o tµng Viªm §Õ (6)
859			3	1	4												B¶o tµng Viªm §Õ (7)
860			3	1	4												B¶o tµng Viªm §Õ (8)
861			3	1	4												B¶o tµng Viªm §Õ (9)
862			3	1	4												B¶o tµng Viªm §Õ (10)
863			2	1	3												Khu vùc ch¹y ®ua cña lÔ gi¶i phãng
868			1	1	4												ChiÕn tr­êng Hoang M¹c (s¬)
869			1	1	4												ChiÕn tr­êng Hoang M¹c (trung)
870			1	1	4												ChiÕn tr­êng Hoang M¹c (cao)
876			1	1	4												Cæ thµnh (s¬ cÊp)
877			1	1	4												Cæ thµnh (trung cÊp)
878			1	1	4												Cæ thµnh (cao cÊp)
895			3	1	3												Ho¹t ®éng Boss §Êu Ng­u
896			3	1	3												Lo¹n ChiÕn Cöu Ch©u Cèc
897			3	1	3												Danh nh©n ®­êng
898			1	1	4												Quèc chiÕn Giíi KiÒu chiÕn
899			1	1	4												Quèc chiÕn MËt L©m chiÕn
900			1	1	4												Quèc chiÕn Hoµng Sa L©m
902			1	1	4												ChiÕn tr­êng tïng l©m (s¬)
903			1	1	4												ChiÕn tr­êng tïng l©m (trung)
904			1	1	4												ChiÕn tr­êng tïng l©m (cao)
917			3	1	3												TÝch HuyÕt Cèc
918			3	1	3												¸c Nh©n Cèc
919			1	1	2												Thùc Cèt Nhai
920			2	1	3												H¾c Méc Nhai
921			1	1	1												Thiªn Phô S¬n
922			3	1	2												Bµn Long S¬n
923			2	1	2												§Þa MÉu S¬n
924			3	1	3												UyÓn Phông S¬n
926			1	1	4												ChiÕn tr­êng C«ng Thµnh ChiÕn Thµnh §«
927			3	1	4												ChiÕn tr­êng C«ng Thµnh ChiÕn BiÖn Kinh
928			1	1	4												ChiÕn tr­êng C«ng Thµnh ChiÕn §¹i Lý
929			3	1	4												ChiÕn tr­êng C«ng Thµnh ChiÕn Ph­îng T­êng
930			3	1	4												ChiÕn tr­êng C«ng Thµnh ChiÕn L©m An
931			2	1	4												ChiÕn tr­êng C«ng Thµnh ChiÕn T­¬ng D­¬ng
932			2	1	4												ChiÕn tr­êng C«ng Thµnh ChiÕn D­¬ng Ch©u
934			2	1	2												tianchimijing1
935			2	1	2												tianchimijing2
936			2	1	2												tianchimijing3
937			2	1	2												tianchimijing3
938			2	1	2												tianchimijing3
939			2	1	2												tianchimijing3
940			2	1	2												tianchimijing3
941			2	1	2												tianchimijing3
942			2	1	2												tianchimijing3
943			2	1	2												tianchimijing3
944			2	1	2												tianchimijing3
945			2	1	2												tianchimijing3
946			2	1	2												tianchimijing3
947			2	1	2												tianchimijing4
949			2	1	3												ThÝ KiÕm Cèc
950			1	1	1												¸c Lang Cèc Thµnh §«
951			3	1	3												¸c Lang Cèc Ph­îng T­êng
952			3	1	2												¸c Lang Cèc BiÖn Kinh
953			3	1	3												¸c Lang Cèc L©m An
954			1	1	2												¸c Lang Cèc §¹i Lý
955			2	1	2												¸c Lang Cèc T­¬ng D­¬ng
956			2	1	3												¸c Lang Cèc D­¬ng Ch©u
957			2	1	3												MËt Phßng cöa ¶i
959			1	1	2												ChiÕn Long §éng
960			3	1	3												L«i §µi Hoµng Thµnh T­
961			3	1	3												§Êu tr­êng chuÈn bÞ ho¹t ®éng Méc Nh©n
968			2	1	3												NguyÖt Ca §¶o
969			2	1	3												NguyÖt Ca MËt Cèc
972			2	1	1												§iÓm b¸o danh Tèng Kim liªn server (s¬)
973			1	1	3												§iÓm b¸o danh Tèng Kim liªn server (trung)
974			3	1	2												§iÓm b¸o danh Tèng Kim liªn server (cao)
967			2	1	1												V« Danh MËt C¶nh
875			3	1	3												H¾c Sa ®éng
849			1	1	1												ADD
850			1	1	1												ADD
872			1	1	1												ADD
871			1	1	1												ADD
874			1	1	1												ADD
873			1	1	1												ADD
882			1	1	1												ADD
962			1	1	1												ADD
963			1	1	1												ADD
964			1	1	1												ADD
965			1	1	1												ADD
966			1	1	1												ADD
948			1	1	1												ADD
586			1	1	1												KVB
587			1	1	1												KVB
588			1	1	1												KVB
589			1	1	1												KVB
590			1	1	1												KVB
591			1	1	1												KVB
592			1	1	1												KVB
593			1	1	1												KVB
594			1	1	1												KVB
595			1	1	1												KVB
596			1	1	1												KVB
597			1	1	1												KVB
598			1	1	1												KVB
599			1	1	1												KVB
600			1	1	1												KVB
601			1	1	1												KVB
602			1	1	1												KVB
603			1	1	1												KVB
604			1	1	1												KVB
989			1	1	4												ChiÕn Long §éng - S¬
990			1	1	4												ChiÕn Long §éng - Trung
991			1	1	4												ChiÕn Long §éng - Cao
879			1	1	4												Kim Th¹ch s¬n (s¬ cÊp)
880			1	1	4												Kim Th¹ch s¬n (trung cÊp)
881			1	1	4												Kim Th¹ch s¬n (cao cÊp)
883			1	1	4												ChiÕn tr­êng Th¸p tiÔn (S¬ cÊp)
884			1	1	4												ChiÕn tr­êng Th¸p tiÔn (Trung cÊp)
885			1	1	4												ChiÕn tr­êng Th¸p tiÔn (Cao cÊp)
970			1	1	4												ChiÕn tr­êng liªn kÕt MËt L©m
971			1	1	4												ChiÕn tr­êng liªn kÕt Hoµng Sa L©m
864			1	1	4												L«i ®µi Hoa S¬n (Trung cÊp)
865			1	1	4												L«i ®µi Hoa S¬n (Cao cÊp)
866			1	1	4												Ch©n nói Hoa S¬n (Trung cÊp)
867			1	1	4												Ch©n nói Hoa S¬n (Cao cÊp)
992			1	1	4												Tiªu Bang ChiÕn
