0:0	Account: kaiba3	 Name: Vabsdw	 Level: 81	 IP Address: 171.255.43.124 : 44677
7:46	Account: samsimon3	 Name: ÙSamÙYuta	 Level: 80	 IP Address: 115.78.195.38 : 49326
7:47	Account: minsimon	 Name: ÙKiruya	 Level: 80	 IP Address: 115.78.195.38 : 49329
7:47	Account: minsimon	 Name: RIsePOO	 Level: 80	 IP Address: 115.78.195.38 : 49331
7:49	Account: samsimon3	 Name: ZudoSIr	 Level: 80	 IP Address: 115.78.195.38 : 49335
7:52	Account: minsimon1	 Name: ÙJunÙKiri	 Level: 101	 IP Address: 115.78.195.38 : 49340
7:53	Account: nonhantn	 Name: HµnÙL©mÙNhi	 Level: 88	 IP Address: 1.52.253.89 : 51290
7:53	Account: samsimon3	 Name: ZudoSIr	 Level: 80	 IP Address: 115.78.195.38 : 49343
7:55	Account: samsimon	 Name: ÙIurtya	 Level: 99	 IP Address: 115.78.195.38 : 49347
7:56	Account: minsimon	 Name: ÙMyaÙRen	 Level: 101	 IP Address: 115.78.195.38 : 49350
7:57	Account: tumap3000	 Name: ÙUriÙJoe	 Level: 100	 IP Address: 115.78.195.38 : 49353
7:58	Account: tumap3000	 Name: ÙUriÙJoe	 Level: 100	 IP Address: 115.78.195.38 : 49356
8:3	Account: tranhoangcham	 Name: KeVoDanh	 Level: 85	 IP Address: 123.22.55.45 : 50714
8:6	Account: kingvl1	 Name: HáaLongCaCa	 Level: 84	 IP Address: 58.187.67.213 : 7460
8:7	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 100	 IP Address: 117.4.153.2 : 49282
8:8	Account: thaocanh113	 Name: ThienÙNha	 Level: 90	 IP Address: 117.4.153.2 : 49286
8:8	Account: kingvl2	 Name: HDÙSÇuThiªnThu	 Level: 82	 IP Address: 58.187.67.213 : 22720
8:10	Account: kingvl3	 Name: HDÙNgòÙ§écÙAnhCÈ	 Level: 82	 IP Address: 58.187.67.213 : 54759
8:11	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 90	 IP Address: 117.4.153.2 : 49293
8:12	Account: kingvl4	 Name: HDÙbuff	 Level: 82	 IP Address: 58.187.67.213 : 24145
8:14	Account: kingvl5	 Name: HDÙTh¶o	 Level: 82	 IP Address: 58.187.67.213 : 7484
8:15	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 81	 IP Address: 58.187.67.213 : 1698
8:16	Account: thaocanh116	 Name: S­ThÇyÙXuèngNói	 Level: 84	 IP Address: 117.4.153.2 : 49302
8:17	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 98	 IP Address: 117.4.153.2 : 49305
8:18	Account: sarin1990	 Name: DocDep	 Level: 82	 IP Address: 27.69.147.127 : 49412
8:20	Account: th114	 Name: ¡nÙMµyÙLµÙTao	 Level: 90	 IP Address: 117.4.153.2 : 49311
8:22	Account: samsimon3	 Name: ÙAKrnh3q	 Level: 80	 IP Address: 115.78.195.38 : 49408
8:26	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 90	 IP Address: 117.4.153.2 : 49319
8:26	Account: bunia90	 Name: 5DocNhop	 Level: 83	 IP Address: 117.3.46.224 : 51305
8:29	Account: sarin	 Name: DocXinh6	 Level: 81	 IP Address: 27.69.147.127 : 49637
8:30	Account: sarin	 Name: DocXinh7	 Level: 80	 IP Address: 27.69.147.127 : 49641
8:30	Account: sarin	 Name: DocXinh8	 Level: 80	 IP Address: 27.69.147.127 : 49643
8:30	Account: sarin1	 Name: DocXinh9	 Level: 80	 IP Address: 27.69.147.127 : 49645
8:31	Account: sarin1990	 Name: DocDep	 Level: 82	 IP Address: 27.69.147.127 : 39553
8:31	Account: anhyeuem	 Name: NHulon	 Level: 80	 IP Address: 113.175.29.73 : 1263
8:31	Account: sarin2	 Name: DocXinh12	 Level: 81	 IP Address: 27.69.147.127 : 49657
8:32	Account: saluci	 Name: DocXinh4	 Level: 81	 IP Address: 27.69.147.127 : 49664
8:39	Account: sarin	 Name: DocXinh7	 Level: 80	 IP Address: 27.69.147.127 : 44340
8:39	Account: taodeohieu	 Name: ConLonDe1	 Level: 81	 IP Address: 113.175.29.73 : 1272
8:41	Account: tumap3000	 Name: Liutasso	 Level: 80	 IP Address: 115.78.195.38 : 49433
8:45	Account: qwqwqw3	 Name: TinhNhatPhai	 Level: 81	 IP Address: 171.252.21.117 : 63423
8:48	Account: bunia91	 Name: ThienNhanCui	 Level: 1	 IP Address: 117.3.46.224 : 20485
8:54	Account: longyen019	 Name: HTÙVip	 Level: 81	 IP Address: 14.187.184.92 : 49642
8:54	Account: longyen018	 Name: HTÙVip1	 Level: 81	 IP Address: 14.187.184.92 : 49644
8:55	Account: longyen017	 Name: HTÙVip2	 Level: 81	 IP Address: 14.187.184.92 : 49646
8:55	Account: anlonnhe	 Name: Kvedoc	 Level: 81	 IP Address: 113.175.29.73 : 1442
8:56	Account: longyen016	 Name: HTÙVip3	 Level: 81	 IP Address: 14.187.184.92 : 49649
8:57	Account: tumap3000	 Name: DoVipZo	 Level: 80	 IP Address: 115.78.195.38 : 49453
8:57	Account: longyen011	 Name: MrÙLong	 Level: 84	 IP Address: 14.187.184.92 : 49652
8:57	Account: tumap3000	 Name: Liutasso	 Level: 80	 IP Address: 115.78.195.38 : 49455
8:57	Account: samsimon3	 Name: ZudoSIr	 Level: 80	 IP Address: 115.78.195.38 : 49458
8:58	Account: longyen010	 Name: BXÙLong	 Level: 90	 IP Address: 14.187.184.92 : 49656
8:58	Account: samsimon3	 Name: ÙSamÙYuta	 Level: 80	 IP Address: 115.78.195.38 : 49461
8:59	Account: bunia91	 Name: ThieuLamCui	 Level: 1	 IP Address: 117.3.46.224 : 41865
8:59	Account: samsimon3	 Name: ÙAKrnh3q	 Level: 80	 IP Address: 115.78.195.38 : 49465
9:2	Account: ribi01	 Name: RiBi01	 Level: 95	 IP Address: 1.54.47.160 : 49198
9:3	Account: qwqwqw3	 Name: TinhNhatPhai	 Level: 81	 IP Address: 171.252.21.117 : 64779
9:6	Account: samsimon3	 Name: ÙSamÙYuta	 Level: 80	 IP Address: 115.78.195.38 : 49476
9:7	Account: luukt53	 Name: NgoalongVD	 Level: 104	 IP Address: 115.75.51.168 : 52828
9:9	Account: samsimon3	 Name: ÙAKrnh3q	 Level: 80	 IP Address: 115.78.195.38 : 49481
9:11	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 82	 IP Address: 58.187.67.213 : 11826
9:13	Account: phamtungdhv1	 Name: ZzTungpszZ	 Level: 87	 IP Address: 42.116.138.135 : 61925
9:13	Account: dm0001	 Name: dm0001	 Level: 80	 IP Address: 14.168.28.44 : 52517
9:13	Account: phamtungdhv5	 Name: ZzThaiSonzZ	 Level: 88	 IP Address: 42.116.138.135 : 61927
9:14	Account: phamtungdhv6	 Name: ZzYunazZ	 Level: 88	 IP Address: 42.116.138.135 : 61929
9:18	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 82	 IP Address: 58.187.67.213 : 60813
9:18	Account: ribi02	 Name: RIBI02	 Level: 90	 IP Address: 1.54.47.160 : 49478
9:18	Account: minsimon	 Name: ÙKiruya	 Level: 80	 IP Address: 115.78.195.38 : 49494
9:19	Account: thangvl5	 Name: 5TLSuco	 Level: 97	 IP Address: 183.81.86.145 : 50913
9:19	Account: minsimon	 Name: RIsePOO	 Level: 80	 IP Address: 115.78.195.38 : 49496
9:20	Account: samsimon2	 Name: ÙYuÙJira	 Level: 80	 IP Address: 115.78.195.38 : 49500
9:25	Account: bunia90	 Name: 5DocNhop	 Level: 83	 IP Address: 117.3.46.224 : 28078
9:25	Account: thangvl5	 Name: 5TLSuco	 Level: 97	 IP Address: 183.81.86.145 : 50932
9:26	Account: kingvl1	 Name: HáaLongCaCa	 Level: 84	 IP Address: 58.187.67.213 : 17902
9:26	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 101	 IP Address: 117.4.153.2 : 49272
9:27	Account: thaocanh113	 Name: ThienÙNha	 Level: 90	 IP Address: 117.4.153.2 : 49275
9:28	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 91	 IP Address: 117.4.153.2 : 49278
9:29	Account: thaocanh116	 Name: S­ThÇyÙXuèngNói	 Level: 90	 IP Address: 117.4.153.2 : 49282
9:29	Account: thaocanh118	 Name: HµngÙChÞÙNh·	 Level: 80	 IP Address: 117.4.153.2 : 49287
9:31	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 99	 IP Address: 117.4.153.2 : 49290
9:32	Account: th114	 Name: ¡nÙMµyÙLµÙTao	 Level: 90	 IP Address: 117.4.153.2 : 49293
9:33	Account: samsimon3	 Name: ÙSamÙYuta	 Level: 80	 IP Address: 115.78.195.38 : 49519
9:34	Account: samsimon3	 Name: ZudoSIr	 Level: 80	 IP Address: 115.78.195.38 : 49522
9:34	Account: samsimon3	 Name: ÙAKrnh3q	 Level: 80	 IP Address: 115.78.195.38 : 49526
9:35	Account: tumap3000	 Name: DoVipZo	 Level: 80	 IP Address: 115.78.195.38 : 49528
9:35	Account: kingvl2	 Name: HDÙSÇuThiªnThu	 Level: 82	 IP Address: 58.187.67.213 : 1141
9:36	Account: tumap3000	 Name: ÙUriÙJoe	 Level: 100	 IP Address: 115.78.195.38 : 49531
9:36	Account: tumap3000	 Name: Liutasso	 Level: 80	 IP Address: 115.78.195.38 : 49534
9:37	Account: minsimon1	 Name: Licusitr	 Level: 80	 IP Address: 115.78.195.38 : 49537
9:38	Account: minsimon1	 Name: ÙJunÙKiri	 Level: 101	 IP Address: 115.78.195.38 : 49540
9:38	Account: minsimon	 Name: ÙKiruya	 Level: 80	 IP Address: 115.78.195.38 : 49542
9:40	Account: minsimon	 Name: RIsePOO	 Level: 80	 IP Address: 115.78.195.38 : 49546
9:49	Account: samsimon3	 Name: ZudoSIr	 Level: 80	 IP Address: 115.78.195.38 : 49618
9:53	Account: samsimon3	 Name: ÙAKrnh3q	 Level: 80	 IP Address: 115.78.195.38 : 49628
9:54	Account: qwqwqw3	 Name: TinhNhatPhai	 Level: 81	 IP Address: 171.252.21.117 : 51626
9:54	Account: dm0001	 Name: dm0001	 Level: 80	 IP Address: 14.168.28.44 : 52747
9:54	Account: samsimon3	 Name: ZudoSIr	 Level: 80	 IP Address: 115.78.195.38 : 49631
9:58	Account: anhyeuem	 Name: NHulon	 Level: 80	 IP Address: 113.175.29.73 : 1562
9:59	Account: ribi01	 Name: RiBi01	 Level: 98	 IP Address: 1.54.47.160 : 49884
10:3	Account: thanhtuoi1	 Name: ÙÙÙÙÙÙÙÙÙ	 Level: 82	 IP Address: 113.182.212.138 : 49646
10:8	Account: kaiba1	 Name: ÙAÙTònÙ	 Level: 96	 IP Address: 171.255.148.205 : 47987
10:8	Account: samsimon3	 Name: ÙAKrnh3q	 Level: 80	 IP Address: 115.78.195.38 : 49654
10:9	Account: kaiba2	 Name: LuisLeoC©yMÝt	 Level: 84	 IP Address: 171.255.148.205 : 38550
10:16	Account: nonhantn	 Name: HµnÙL©mÙNhi	 Level: 88	 IP Address: 1.52.253.89 : 54795
10:16	Account: qwqwqw3	 Name: TinhNhatPhai	 Level: 81	 IP Address: 171.252.21.117 : 51635
10:18	Account: nonhantn	 Name: HµnÙL©mÙNhi	 Level: 88	 IP Address: 1.52.253.89 : 54828
10:23	Account: kingvl3	 Name: HDÙNgòÙ§écÙAnhCÈ	 Level: 82	 IP Address: 58.187.67.213 : 42175
10:25	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 98	 IP Address: 1.52.253.89 : 49718
10:28	Account: kingvl4	 Name: HDÙbuff	 Level: 82	 IP Address: 58.187.67.213 : 22568
10:30	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 88	 IP Address: 1.52.253.89 : 49733
10:30	Account: kingvl5	 Name: HDÙTh¶o	 Level: 82	 IP Address: 58.187.67.213 : 12659
10:34	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 81	 IP Address: 27.67.193.150 : 41317
10:41	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 98	 IP Address: 1.52.253.89 : 49767
10:42	Account: kaiba3	 Name: Vabsdw	 Level: 81	 IP Address: 171.255.148.205 : 40183
10:50	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 81	 IP Address: 14.233.233.93 : 61327
10:51	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 81	 IP Address: 14.233.233.93 : 61337
10:59	Account: bihulk01	 Name: Ng¹oÙLµÙGiÕt	 Level: 99	 IP Address: 42.115.143.113 : 61332
11:3	Account: minsimon2	 Name: MiuÙLoire	 Level: 1	 IP Address: 115.78.195.38 : 49735
11:4	Account: keoxe01	 Name: D©nÙ¡nÙC­ípÙ01	 Level: 81	 IP Address: 42.115.143.113 : 36951
11:6	Account: keoxe02	 Name: D©nÙ¡nÙC­ípÙ02	 Level: 81	 IP Address: 42.115.143.113 : 19255
11:6	Account: keoxe03	 Name: D©nÙ¡nÙC­ípÙ03	 Level: 81	 IP Address: 42.115.143.113 : 11822
11:6	Account: keoxe04	 Name: D©nÙ¡nÙC­ípÙ04Ù	 Level: 81	 IP Address: 42.115.143.113 : 53327
11:7	Account: tumap3001	 Name: ÙLureÙKiure	 Level: 1	 IP Address: 115.78.195.38 : 49743
11:8	Account: bihulk001	 Name: D©nÙ¡nÙC­ípÙ06	 Level: 81	 IP Address: 42.115.143.113 : 1352
11:9	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 98	 IP Address: 1.52.253.89 : 49759
11:13	Account: tranhoangcham	 Name: KeVoDanh	 Level: 86	 IP Address: 113.184.108.154 : 49178
11:16	Account: tumap3001	 Name: ÙLureÙKiure	 Level: 80	 IP Address: 115.78.195.38 : 49754
11:16	Account: tranhoangcham2	 Name: AuDuongPhong1	 Level: 80	 IP Address: 113.184.108.154 : 49185
11:16	Account: qwqwqw3	 Name: TinhNhatPhai	 Level: 81	 IP Address: 171.252.21.117 : 51661
11:16	Account: tranhoangcham1	 Name: Duonggia	 Level: 80	 IP Address: 113.184.108.154 : 49187
11:18	Account: tranhoangcham2	 Name: AuDuongPhong1	 Level: 80	 IP Address: 113.184.108.154 : 49191
11:21	Account: luukt51	 Name: NgoaLongTN	 Level: 85	 IP Address: 123.25.218.214 : 47204
11:22	Account: luukt52	 Name: NgoalongTN	 Level: 86	 IP Address: 123.25.218.214 : 47276
11:22	Account: luukt53	 Name: NgoalongVD	 Level: 104	 IP Address: 123.25.218.214 : 47283
11:23	Account: luukt54	 Name: NgoalongNM	 Level: 87	 IP Address: 123.25.218.214 : 47325
11:23	Account: luukt55	 Name: NgoalongCB	 Level: 88	 IP Address: 123.25.218.214 : 47368
11:24	Account: usd001	 Name: USD001	 Level: 85	 IP Address: 1.54.47.160 : 50684
11:25	Account: luukt56	 Name: NgoalongND	 Level: 91	 IP Address: 123.25.218.214 : 47437
11:28	Account: building1987bmt	 Name: ÙTayÙCh¬iÙBèÙGiµ	 Level: 100	 IP Address: 116.105.101.64 : 59756
11:29	Account: building1987bmt	 Name: ÙTayÙCh¬iÙBèÙGiµ	 Level: 100	 IP Address: 116.105.101.64 : 59761
11:30	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 101	 IP Address: 117.4.153.2 : 49423
11:31	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 101	 IP Address: 117.4.153.2 : 49426
11:35	Account: thoakhungs2	 Name: FZ1200	 Level: 80	 IP Address: 116.99.167.107 : 50042
11:35	Account: vuduymanhhp	 Name: volamtruyenky123	 Level: 1	 IP Address: 27.67.182.224 : 28490
11:35	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 116.99.167.107 : 50044
11:35	Account: thoakhungs1	 Name: Boss03	 Level: 80	 IP Address: 116.99.167.107 : 50047
11:35	Account: thoakhungs1	 Name: Boss02	 Level: 80	 IP Address: 116.99.167.107 : 50049
11:35	Account: qwqwqw3	 Name: TinhNhatPhai	 Level: 81	 IP Address: 171.252.21.117 : 54283
11:36	Account: thoakhungs3	 Name: Boss04	 Level: 80	 IP Address: 116.99.167.107 : 50051
11:36	Account: vuduymanhhp2	 Name: volamtru111111	 Level: 1	 IP Address: 27.67.182.224 : 31480
11:36	Account: quocbaobp	 Name: §¹iÙThiÕuÙGia	 Level: 102	 IP Address: 115.75.51.168 : 38993
11:37	Account: vuduymanhhp3	 Name: eeeeeeeeeeeeeeee	 Level: 1	 IP Address: 27.67.182.224 : 9728
11:38	Account: vuduymanhhp4	 Name: dddddddddddddddd	 Level: 1	 IP Address: 27.67.182.224 : 34555
11:38	Account: ribi04	 Name: RiBi04	 Level: 80	 IP Address: 1.54.47.160 : 50774
11:39	Account: phuong626	 Name: EIBphuong	 Level: 81	 IP Address: 123.25.218.214 : 42349
11:40	Account: tranhoangcham1	 Name: Duonggia	 Level: 80	 IP Address: 113.184.108.154 : 49455
11:40	Account: tranhoangcham2	 Name: AuDuongPhong1	 Level: 80	 IP Address: 113.184.108.154 : 49457
11:41	Account: tranhoangcham3	 Name: CaITheAnhung	 Level: 80	 IP Address: 113.184.108.154 : 49459
11:42	Account: tranhoangcham4	 Name: 11111111111	 Level: 1	 IP Address: 113.184.108.154 : 49590
11:42	Account: phuong1	 Name: eibphuongnm	 Level: 81	 IP Address: 123.25.218.214 : 42355
11:44	Account: tranhoangcham2	 Name: AuDuongPhong1	 Level: 80	 IP Address: 113.184.108.154 : 49718
11:44	Account: qwqwqw3	 Name: TinhNhatPhai	 Level: 81	 IP Address: 171.252.21.117 : 54349
11:44	Account: phuong2	 Name: EIBphuongCB	 Level: 1	 IP Address: 123.25.218.214 : 42361
11:45	Account: taodeohieu	 Name: ConLonDe1	 Level: 81	 IP Address: 113.175.29.73 : 1090
11:46	Account: qwqwqw3	 Name: TinhNhatPhai	 Level: 81	 IP Address: 171.252.21.117 : 49200
11:47	Account: anhyeuem	 Name: NHulon	 Level: 80	 IP Address: 113.175.29.73 : 1119
11:47	Account: qwqwqw3	 Name: TinhNhatPhai	 Level: 81	 IP Address: 171.252.21.117 : 54362
11:48	Account: kaiba2	 Name: Achiasn	 Level: 81	 IP Address: 171.255.148.205 : 47946
11:51	Account: werooo26	 Name: 1243242542	 Level: 1	 IP Address: 113.169.112.183 : 37840
11:51	Account: anlonnhe	 Name: Kvedoc	 Level: 81	 IP Address: 113.175.29.73 : 1139
11:52	Account: anlonnhe	 Name: DanCay	 Level: 80	 IP Address: 113.175.29.73 : 1142
11:52	Account: werooo27	 Name: dmeeeemmmmm	 Level: 1	 IP Address: 113.169.112.183 : 37870
11:52	Account: tranhoangcham2	 Name: AuDuongPhong1	 Level: 80	 IP Address: 113.184.108.154 : 50317
11:52	Account: phuong3	 Name: EIBphuongTN	 Level: 1	 IP Address: 123.25.218.214 : 42434
11:53	Account: sarin1990	 Name: DocDep	 Level: 82	 IP Address: 101.99.52.43 : 53345
11:53	Account: qwqwqw3	 Name: TinhNhatPhai	 Level: 81	 IP Address: 171.252.21.117 : 54504
11:54	Account: asdzxcdsa1	 Name: LinhÙNhi	 Level: 83	 IP Address: 171.252.21.117 : 54513
11:54	Account: asdzxcdsa	 Name: ThÈmÙV¹nÙTamÙ	 Level: 87	 IP Address: 171.252.21.117 : 54517
11:55	Account: qwqwqw	 Name: Tr¶ÙGãpÙ9x	 Level: 82	 IP Address: 171.252.21.117 : 54531
11:55	Account: phuong4	 Name: EIBphuongVD	 Level: 1	 IP Address: 123.25.218.214 : 42471
11:56	Account: qwqwqw1	 Name: CLGTÙmÑ	 Level: 82	 IP Address: 171.252.21.117 : 54539
11:56	Account: qwqwqw2	 Name: §©mÙDaÙLµÙG×	 Level: 82	 IP Address: 171.252.21.117 : 54547
11:57	Account: werooo28	 Name: sadasfdafsaf	 Level: 1	 IP Address: 113.169.112.183 : 37899
11:57	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 101	 IP Address: 117.4.153.2 : 49457
11:57	Account: thaocanh113	 Name: ThienÙNha	 Level: 91	 IP Address: 117.4.153.2 : 49460
11:58	Account: phuong5	 Name: EIBphuongCL	 Level: 1	 IP Address: 123.25.218.214 : 42484
11:59	Account: werooo29	 Name: dfhggfdhfg	 Level: 1	 IP Address: 113.169.112.183 : 37906
11:59	Account: phuong5	 Name: EIBphuongND	 Level: 1	 IP Address: 123.25.218.214 : 42488
12:0	Account: minsimon1	 Name: ÙJunÙKiri	 Level: 101	 IP Address: 115.78.195.38 : 49813
12:0	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 91	 IP Address: 117.4.153.2 : 49464
12:2	Account: kaiba3	 Name: Vabsdw	 Level: 81	 IP Address: 171.255.148.205 : 42984
12:2	Account: werooo30	 Name: dgbfdgdfg	 Level: 1	 IP Address: 113.169.112.183 : 37938
12:3	Account: sarin	 Name: DocXinh6	 Level: 81	 IP Address: 101.99.52.43 : 40097
12:3	Account: thaocanh116	 Name: S­ThÇyÙXuèngNói	 Level: 90	 IP Address: 117.4.153.2 : 49472
12:4	Account: kaiba3	 Name: Vabsdw	 Level: 81	 IP Address: 171.255.148.205 : 35793
12:5	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 99	 IP Address: 117.4.153.2 : 49476
12:5	Account: kaiba3	 Name: Vabsdw	 Level: 81	 IP Address: 171.255.148.205 : 36726
12:6	Account: tranhoangcham	 Name: KeVoDanh	 Level: 86	 IP Address: 113.184.108.154 : 50684
12:6	Account: werooo27	 Name: dmeeeemmmmm	 Level: 80	 IP Address: 113.169.112.183 : 37949
12:7	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 81	 IP Address: 14.233.222.27 : 62071
12:7	Account: kaiba1	 Name: ÙAÙTònÙ	 Level: 97	 IP Address: 171.255.148.205 : 36511
12:7	Account: quocbaobp	 Name: §¹iÙThiÕuÙGia	 Level: 102	 IP Address: 123.25.218.214 : 39118
12:7	Account: kaiba3	 Name: Vabsdw	 Level: 81	 IP Address: 171.255.148.205 : 36489
12:7	Account: thonhi3	 Name: ChuPhanThiet	 Level: 83	 IP Address: 42.116.77.180 : 10580
12:7	Account: thonhi2	 Name: ChaPhanThiet	 Level: 84	 IP Address: 42.116.77.180 : 5143
12:8	Account: thonhi	 Name: TiPhanThiet	 Level: 82	 IP Address: 42.116.77.180 : 24784
12:8	Account: thonhi1	 Name: NhiPhanThiet	 Level: 81	 IP Address: 42.116.77.180 : 63541
12:8	Account: th114	 Name: ¡nÙMµyÙLµÙTao	 Level: 90	 IP Address: 117.4.153.2 : 49482
12:8	Account: kaiba3	 Name: ÙÙÙGi¸pÙÙÙ	 Level: 82	 IP Address: 171.255.148.205 : 47805
12:8	Account: kaiba3	 Name: Vabsdw	 Level: 81	 IP Address: 171.255.148.205 : 43395
12:9	Account: ngocminhthu7	 Name: HÕtÙKÌo	 Level: 1	 IP Address: 113.169.112.183 : 34695
12:9	Account: thonhi6	 Name: kkkkkkkkkkl	 Level: 81	 IP Address: 42.116.77.180 : 26930
12:9	Account: quocbaobp	 Name: §¹iÙThiÕuÙGia	 Level: 102	 IP Address: 123.25.218.214 : 39151
12:10	Account: ngocminhthu7	 Name: HÕtÙSè	 Level: 1	 IP Address: 113.169.112.183 : 34705
12:10	Account: werooo31	 Name: ngudocnbbbbbb	 Level: 1	 IP Address: 113.169.112.183 : 37985
12:11	Account: ngocminhthu8	 Name: HÕtÙS¸ch	 Level: 1	 IP Address: 113.169.112.183 : 34713
12:11	Account: minsimon	 Name: ÙMyaÙRen	 Level: 101	 IP Address: 115.78.195.38 : 49831
12:11	Account: minsimon	 Name: ÙKiruya	 Level: 80	 IP Address: 115.78.195.38 : 49833
12:12	Account: kaiba1	 Name: ÙAÙTònÙ	 Level: 97	 IP Address: 171.255.148.205 : 36089
12:12	Account: minsimon	 Name: RIsePOO	 Level: 80	 IP Address: 115.78.195.38 : 49836
12:12	Account: minsimon1	 Name: Licusitr	 Level: 80	 IP Address: 115.78.195.38 : 49838
12:13	Account: ngocminhthu9	 Name: HÕtÙCøc	 Level: 1	 IP Address: 113.169.112.183 : 34728
12:13	Account: samsimon	 Name: ÙIurtya	 Level: 99	 IP Address: 115.78.195.38 : 49841
12:13	Account: samsimon2	 Name: ÙYuÙJira	 Level: 80	 IP Address: 115.78.195.38 : 49844
12:13	Account: kingvl1	 Name: HáaLongCaCa	 Level: 85	 IP Address: 58.187.67.213 : 16422
12:13	Account: samsimon2	 Name: ÙRituÙJie	 Level: 83	 IP Address: 115.78.195.38 : 49846
12:14	Account: minsimon2	 Name: MiuÙLoire	 Level: 80	 IP Address: 115.78.195.38 : 49850
12:14	Account: tumap3001	 Name: ÙLureÙKiure	 Level: 80	 IP Address: 115.78.195.38 : 49852
12:15	Account: ngocminhthu10	 Name: HÕtÙÜa	 Level: 1	 IP Address: 113.169.112.183 : 34745
12:15	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 98	 IP Address: 1.52.253.89 : 49820
12:16	Account: thaocanh118	 Name: HµngÙChÞÙNh·	 Level: 80	 IP Address: 117.4.153.2 : 49493
12:16	Account: thonhi	 Name: TiPhanThiet	 Level: 82	 IP Address: 42.116.77.180 : 38366
12:16	Account: ngocminhthu11	 Name: HÕtÙMÑ	 Level: 1	 IP Address: 113.169.112.183 : 34755
12:16	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 88	 IP Address: 1.52.253.89 : 49823
12:16	Account: thonhi1	 Name: NhiPhanThiet	 Level: 81	 IP Address: 42.116.77.180 : 57165
12:17	Account: thonhi2	 Name: ChaPhanThiet	 Level: 84	 IP Address: 42.116.77.180 : 64851
12:17	Account: thonhi3	 Name: ChuPhanThiet	 Level: 83	 IP Address: 42.116.77.180 : 54139
12:17	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 101	 IP Address: 117.4.153.2 : 49496
12:18	Account: ngocminhthu12	 Name: HÕtÙChÝnh	 Level: 1	 IP Address: 113.169.112.183 : 34761
12:23	Account: samsimon3	 Name: ZudoSIr	 Level: 80	 IP Address: 115.78.195.38 : 49870
12:23	Account: samsimon3	 Name: ÙSamÙYuta	 Level: 80	 IP Address: 115.78.195.38 : 49873
12:24	Account: ngocminhthu7	 Name: HÕtÙSè	 Level: 80	 IP Address: 113.169.112.183 : 34802
12:25	Account: ngocminhthu8	 Name: HÕtÙS¸ch	 Level: 80	 IP Address: 113.169.112.183 : 34808
12:25	Account: minsimon1	 Name: ÙJunÙKiri	 Level: 101	 IP Address: 115.78.195.38 : 49876
12:25	Account: ngocminhthu9	 Name: HÕtÙCøc	 Level: 80	 IP Address: 113.169.112.183 : 34813
12:25	Account: ngocminhthu10	 Name: HÕtÙÜa	 Level: 80	 IP Address: 113.169.112.183 : 34815
12:26	Account: ngocminhthu11	 Name: HÕtÙMÑ	 Level: 80	 IP Address: 113.169.112.183 : 34817
12:26	Account: tumap3000	 Name: ÙUriÙJoe	 Level: 100	 IP Address: 115.78.195.38 : 49879
12:26	Account: ngocminhthu12	 Name: HÕtÙChÝnh	 Level: 80	 IP Address: 113.169.112.183 : 34822
12:29	Account: thangvn	 Name: BonusHp	 Level: 80	 IP Address: 1.53.53.10 : 47223
12:32	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 98	 IP Address: 1.52.253.89 : 49928
12:33	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 88	 IP Address: 1.52.253.89 : 49930
12:33	Account: quocbaobp1	 Name: ®«ccoc	 Level: 81	 IP Address: 123.25.218.214 : 39250
12:34	Account: ngocminhthu9	 Name: HÕtÙCøc	 Level: 80	 IP Address: 113.169.112.183 : 34838
