09:15:03	 Account: minhngo7989	Name: MrMinh	 DelItem: Tóc S­¬ng
19:48:37	 Account: nam92hd	Name: LµmTýLöaKh«ngEm	 DelItem: TrÝch Tinh hoµn
19:48:43	 Account: nam92hd	Name: LµmTýLöaKh«ngEm	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
19:50:44	 Account: sangtpbrvt	Name: SangTp	 DelItem: Tóc S­¬ng
19:52:10	 Account: nam92hd	Name: LµmTýLöaKh«ngEm	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
19:53:45	 Account: nam92hd	Name: LµmTýLöaKh«ngEm	 DelItem: Ma Hoµng Kim Gi¸p Kh«i
19:53:51	 Account: nam92hd	Name: LµmTýLöaKh«ngEm	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
19:53:57	 Account: nam92hd	Name: LµmTýLöaKh«ngEm	 DelItem: Kim Phong Lan §×nh Ngäc
19:55:12	 Account: nam92hd	Name: LµmTýLöaKh«ngEm	 DelItem: Tiªn Th¶o Lé 
19:56:32	 Account: sangtpbrvt2	Name: SangTp2	 DelItem: Kim Phong Kú L©n HuyÕt
19:56:32	 Account: sangtpbrvt2	Name: SangTp2	 DelItem: Kim Phong Lan §×nh Ngäc
19:56:32	 Account: sangtpbrvt2	Name: SangTp2	 DelItem: Kim Phong HËu NghÖ dÉn cung
19:56:32	 Account: sangtpbrvt2	Name: SangTp2	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
19:56:32	 Account: sangtpbrvt2	Name: SangTp2	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
20:01:25	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: Tinh Hång B¶o Th¹ch
20:01:25	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: Tinh Hång B¶o Th¹ch
20:01:25	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: Tinh Hång B¶o Th¹ch
20:01:25	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: Tinh Hång B¶o Th¹ch
20:01:25	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: Tinh Hång B¶o Th¹ch
20:01:25	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: Qu¶ Huy Hoµng (trung)
20:08:28	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: Tiªn Th¶o Lé ®Æc biÖt
20:08:28	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: Tinh Hång B¶o Th¹ch
20:08:28	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: LÖnh bµi Vi S¬n ®¶o
20:08:28	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: Tiªn Th¶o Lé 
20:11:36	 Account: huy1712	Name: ¡nÙMµyÙV­¬ngÙGia	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
20:12:58	 Account: huy1712	Name: ¡nÙMµyÙV­¬ngÙGia	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
20:13:32	 Account: huy1712	Name: ¡nÙMµyÙV­¬ngÙGia	 DelItem: Kim Phong Tr¹c Liªn Quang
20:17:05	 Account: thaocanh113	Name: ThiªnÙNh·	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
20:23:17	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: Lôc Thñy Tinh
20:23:17	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: Lôc Thñy Tinh
20:23:17	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: Lôc Thñy Tinh
20:23:17	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: Lôc Thñy Tinh
20:23:17	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: Lôc Thñy Tinh
20:27:19	 Account: thoakhungz3	Name: CånÙDaÙL¹p	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
20:29:42	 Account: thoakhungz3	Name: CånÙDaÙL¹p	 DelItem: Kim Phong Lan §×nh Ngäc
20:59:52	 Account: minhngo89	Name: MaiMai	 DelItem: Tóc S­¬ng
21:14:45	 Account: phamtungdhv4	Name: ZzTungpszZ	 DelItem: Kim Phong Lan §×nh Ngäc
21:24:11	 Account: khangbiker2018	Name: BéTr­ëngBéC«ngAn	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
21:24:11	 Account: khangbiker2018	Name: BéTr­ëngBéC«ngAn	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
21:24:11	 Account: khangbiker2018	Name: BéTr­ëngBéC«ngAn	 DelItem: Kim Phong HËu NghÖ dÉn cung
21:24:11	 Account: khangbiker2018	Name: BéTr­ëngBéC«ngAn	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
21:24:11	 Account: khangbiker2018	Name: BéTr­ëngBéC«ngAn	 DelItem: Kim Phong Lan §×nh Ngäc
21:24:11	 Account: khangbiker2018	Name: BéTr­ëngBéC«ngAn	 DelItem: Kim Phong Thanh D­¬ng Kh«i
21:24:11	 Account: khangbiker2018	Name: BéTr­ëngBéC«ngAn	 DelItem: Kim Phong Kú L©n HuyÕt
21:24:11	 Account: khangbiker2018	Name: BéTr­ëngBéC«ngAn	 DelItem: Kim Phong Tr¹c Liªn Quang
21:24:11	 Account: khangbiker2018	Name: BéTr­ëngBéC«ngAn	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
21:27:10	 Account: thaocanh113	Name: ThiªnÙNh·	 DelItem: Kim Phong HËu NghÖ dÉn cung
21:33:09	 Account: nam92hd	Name: LµmTýLöaKh«ngEm	 DelItem: BÝ quyÕt kü n¨ng cÊp 120
21:33:14	 Account: nam92hd	Name: LµmTýLöaKh«ngEm	 DelItem: Tiªn Th¶o Lé 
21:51:07	 Account: phamtungdhv4	Name: ZzTungpszZ	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
21:51:07	 Account: phamtungdhv4	Name: ZzTungpszZ	 DelItem: Kim Phong Thanh D­¬ng Kh«i
21:54:02	 Account: phamtungdhv4	Name: ZzTungpszZ	 DelItem: Kim Phong HËu NghÖ dÉn cung
22:02:12	 Account: phamtungdhv4	Name: ZzTungpszZ	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
22:02:12	 Account: phamtungdhv4	Name: ZzTungpszZ	 DelItem: Kim Phong Kú L©n HuyÕt
22:02:12	 Account: phamtungdhv4	Name: ZzTungpszZ	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
22:16:35	 Account: thaocanh113	Name: ThiªnÙNh·	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
22:26:56	 Account: minhvu25091990	Name: Kamikaze	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
22:26:56	 Account: minhvu25091990	Name: Kamikaze	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
22:26:56	 Account: minhvu25091990	Name: Kamikaze	 DelItem: Kim Phong HËu NghÖ dÉn cung
22:26:56	 Account: minhvu25091990	Name: Kamikaze	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
22:26:56	 Account: minhvu25091990	Name: Kamikaze	 DelItem: Kim Phong Kú L©n HuyÕt
22:26:56	 Account: minhvu25091990	Name: Kamikaze	 DelItem: Kim Phong Thanh D­¬ng Kh«i
22:26:56	 Account: minhvu25091990	Name: Kamikaze	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
22:26:56	 Account: minhvu25091990	Name: Kamikaze	 DelItem: Lôc PhØ Thóy Hé Th©n phï 
22:32:39	 Account: minhvu25091990	Name: Kamikaze	 DelItem: B¨ng Hµn NguyÖt ¶nh Ngoa
22:32:39	 Account: minhvu25091990	Name: Kamikaze	 DelItem: B¨ng Hµn HuyÒn Thiªn B¨ng Háa Béi
22:32:39	 Account: minhvu25091990	Name: Kamikaze	 DelItem: B¨ng Hµn T©m TiÔn Yªu KhÊu
22:32:39	 Account: minhvu25091990	Name: Kamikaze	 DelItem: B¨ng Hµn §¬n ChØ Phi §ao
22:32:39	 Account: minhvu25091990	Name: Kamikaze	 DelItem: B¨ng Hµn T©m TiÔn Yªu KhÊu
22:32:39	 Account: minhvu25091990	Name: Kamikaze	 DelItem: B¨ng Hµn NguyÖt ¶nh Ngoa
22:40:04	 Account: minhvu25091990	Name: Kamikaze	 DelItem: BÝ quyÕt kü n¨ng cÊp 120
22:40:04	 Account: minhvu25091990	Name: Kamikaze	 DelItem: Tiªn Th¶o Lé 
22:44:58	 Account: sarin1990	Name: DocXinh	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
22:44:58	 Account: sarin1990	Name: DocXinh	 DelItem: Kim Phong HËu NghÖ dÉn cung
22:44:58	 Account: sarin1990	Name: DocXinh	 DelItem: Kim Phong Lan §×nh Ngäc
22:44:58	 Account: sarin1990	Name: DocXinh	 DelItem: Kim Phong Thanh D­¬ng Kh«i
22:44:58	 Account: sarin1990	Name: DocXinh	 DelItem: Kim Phong Tr¹c Liªn Quang
22:44:58	 Account: sarin1990	Name: DocXinh	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
22:45:21	 Account: sarin1990	Name: DocXinh	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
22:45:21	 Account: sarin1990	Name: DocXinh	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
22:45:21	 Account: sarin1990	Name: DocXinh	 DelItem: Kim Phong Kú L©n HuyÕt
22:46:03	 Account: sarin1990	Name: DocXinh	 DelItem: U Lung MÆc Thï NhuyÔn Lý 
22:46:03	 Account: sarin1990	Name: DocXinh	 DelItem: U Lung Ng©n ThÒm Hé UyÓn
22:46:03	 Account: sarin1990	Name: DocXinh	 DelItem: U Lung Kim Xµ Ph¸t ®¸i
22:46:03	 Account: sarin1990	Name: DocXinh	 DelItem: Tóc S­¬ng
22:46:41	 Account: sarin1990	Name: DocXinh	 DelItem: [H¹n chÕ thêi gian] Minh Hoan Song Hoµn Xµ KhÊu
22:46:41	 Account: sarin1990	Name: DocXinh	 DelItem: Minh ¶o Song Hoµn Xµ Hµi
22:46:41	 Account: sarin1990	Name: DocXinh	 DelItem: Minh ¶o Hñ Cèt Hé uyÓn
22:46:41	 Account: sarin1990	Name: DocXinh	 DelItem: Minh ¶o U §éc ¸m Y
22:47:26	 Account: levannguyen194	Name: TienNuGianTran	 DelItem: §¹i Phong §ao
22:47:26	 Account: levannguyen194	Name: TienNuGianTran	 DelItem: §¹i Phong §ao
22:47:26	 Account: levannguyen194	Name: TienNuGianTran	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
22:47:26	 Account: levannguyen194	Name: TienNuGianTran	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
22:47:26	 Account: levannguyen194	Name: TienNuGianTran	 DelItem: Kim Phong HËu NghÖ dÉn cung
22:47:26	 Account: levannguyen194	Name: TienNuGianTran	 DelItem: Kim Phong Lan §×nh Ngäc
22:47:26	 Account: levannguyen194	Name: TienNuGianTran	 DelItem: Kim Phong Kú L©n HuyÕt
22:49:53	 Account: levannguyen194	Name: TienNuGianTran	 DelItem: [H¹n chÕ thêi gian] Thª Hoµng HuÖ T©m Tr­êng Sinh KhÊu
22:49:53	 Account: levannguyen194	Name: TienNuGianTran	 DelItem: Tª Hoµng Phong TuyÕt B¹ch V©n Thóc §¸i
22:49:53	 Account: levannguyen194	Name: TienNuGianTran	 DelItem: Tª Hoµng TuÖ T©m Khinh Sa Y
22:49:53	 Account: levannguyen194	Name: TienNuGianTran	 DelItem:  §å phæ Hoµng Kim - An Bang Kª HuyÕt Th¹ch Giíi ChØ 
22:49:53	 Account: levannguyen194	Name: TienNuGianTran	 DelItem:  §å phæ Hoµng Kim - An Bang §iÒn Hoµng Th¹ch Ngäc Béi
22:49:53	 Account: levannguyen194	Name: TienNuGianTran	 DelItem: Tª Hoµng B¨ng Tung CÈm uyÓn
22:49:53	 Account: levannguyen194	Name: TienNuGianTran	 DelItem: Tª Hoµng Phông Nghi ®ao
22:49:53	 Account: levannguyen194	Name: TienNuGianTran	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
22:49:53	 Account: levannguyen194	Name: TienNuGianTran	 DelItem: Kim Phong Tr¹c Liªn Quang
23:09:40	 Account: nonhandl	Name: V«ÙNhaiÙTö	 DelItem: Kim Phong Lan §×nh Ngäc
23:09:40	 Account: nonhandl	Name: V«ÙNhaiÙTö	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
23:09:40	 Account: nonhandl	Name: V«ÙNhaiÙTö	 DelItem: Kim Phong HËu NghÖ dÉn cung
23:09:40	 Account: nonhandl	Name: V«ÙNhaiÙTö	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
23:09:40	 Account: nonhandl	Name: V«ÙNhaiÙTö	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
23:20:09	 Account: phamtungdhv6	Name: ZzYunazZ	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
23:20:09	 Account: phamtungdhv6	Name: ZzYunazZ	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
23:20:09	 Account: phamtungdhv6	Name: ZzYunazZ	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
23:20:09	 Account: phamtungdhv6	Name: ZzYunazZ	 DelItem: Kim Phong Kú L©n HuyÕt
23:20:09	 Account: phamtungdhv6	Name: ZzYunazZ	 DelItem: Kim Phong Thanh D­¬ng Kh«i
23:26:20	 Account: nonhannd	Name: MécÙUyÓnÙThanh	 DelItem: TrÇm H­¬ng sam
23:26:20	 Account: nonhannd	Name: MécÙUyÓnÙThanh	 DelItem: Long Tiªu ®¹o y
23:26:20	 Account: nonhannd	Name: MécÙUyÓnÙThanh	 DelItem: Kim Phong Tr¹c Liªn Quang
23:26:20	 Account: nonhannd	Name: MécÙUyÓnÙThanh	 DelItem: Kim Phong Tr¹c Liªn Quang
23:41:52	 Account: nonhannd	Name: MécÙUyÓnÙThanh	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
23:41:52	 Account: nonhannd	Name: MécÙUyÓnÙThanh	 DelItem: Kim Phong Kú L©n HuyÕt
