0:0	Account: letutl79	 Name: LyAnAn	 Level: 1	 IP Address: 1.54.167.236 : 51439
11:9	Account: thoakhungzz1	 Name: NgäcKúL©n	 Level: 94	 IP Address: 171.251.230.114 : 49552
11:9	Account: thoakhungzz1	 Name: FZ1100	 Level: 80	 IP Address: 171.251.230.114 : 49554
11:9	Account: thoakhungzz2	 Name: FZ1313	 Level: 80	 IP Address: 171.251.230.114 : 49556
11:9	Account: thoakhungzz2	 Name: XeTiÒn2	 Level: 86	 IP Address: 171.251.230.114 : 49558
11:10	Account: thoakhungzz2	 Name: NM®Çubß	 Level: 89	 IP Address: 171.251.230.114 : 49560
11:10	Account: thoakhungzz3	 Name: Ho¶KúL©n	 Level: 96	 IP Address: 171.251.230.114 : 49562
11:10	Account: thoakhungzz3	 Name: XeTiÒn3	 Level: 86	 IP Address: 171.251.230.114 : 49564
11:12	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 106	 IP Address: 117.4.153.2 : 49500
11:13	Account: th115	 Name: S¨nÙBossÙ01	 Level: 82	 IP Address: 117.4.153.2 : 49502
11:13	Account: th113	 Name: S¨nÙBossÙ02	 Level: 82	 IP Address: 117.4.153.2 : 49505
11:14	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 103	 IP Address: 117.4.153.2 : 49508
11:14	Account: thangvl10	 Name: 10HáaCaCa	 Level: 100	 IP Address: 1.52.33.7 : 57940
11:14	Account: huynhtrongtri17	 Name: MayMAn	 Level: 80	 IP Address: 42.118.58.118 : 50602
11:16	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 116	 IP Address: 42.118.58.118 : 50604
11:16	Account: phamtungdhv6	 Name: ZzYunazZ	 Level: 99	 IP Address: 113.190.139.142 : 61914
11:16	Account: duycanh	 Name: ThÝchÙPK	 Level: 80	 IP Address: 125.214.58.50 : 24028
11:16	Account: th115	 Name: S¨nÙBossÙ01	 Level: 82	 IP Address: 117.4.153.2 : 49514
11:20	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 105	 IP Address: 59.153.242.29 : 23623
11:20	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 104	 IP Address: 59.153.242.29 : 2296
11:20	Account: thoakhungz4	 Name: ThöÙ§ôngÙTaoÙ§i	 Level: 107	 IP Address: 59.153.242.29 : 9601
11:20	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 111	 IP Address: 59.153.242.29 : 28100
11:20	Account: thoakhungz6	 Name: CùcÙKúÙBèÙL¸o	 Level: 102	 IP Address: 59.153.242.29 : 18511
11:20	Account: thoakhungzz6	 Name: KinhBáMÑ	 Level: 103	 IP Address: 59.153.242.29 : 24207
11:21	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 59.153.242.29 : 23558
11:22	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 104	 IP Address: 59.153.242.29 : 26179
11:22	Account: tranvinh04	 Name: B­ímÙEmÙCãÙ§éc	 Level: 101	 IP Address: 113.189.123.125 : 50279
11:24	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 93	 IP Address: 117.4.153.2 : 49524
11:28	Account: tranvinh04	 Name: B­ímÙEmÙCãÙ§éc	 Level: 101	 IP Address: 113.189.123.125 : 50301
11:28	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 171.251.230.114 : 59470
11:29	Account: thoakhungzz1	 Name: NgäcKúL©n	 Level: 94	 IP Address: 171.251.230.114 : 59517
11:29	Account: thaocanh118	 Name: HµngÙChÞÙNh·	 Level: 80	 IP Address: 117.4.153.2 : 49531
11:29	Account: vunguyen1987	 Name: 3333333333	 Level: 80	 IP Address: 27.75.46.206 : 52018
11:30	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 106	 IP Address: 117.4.153.2 : 49534
11:30	Account: thoakhungss1	 Name: khodo2	 Level: 80	 IP Address: 171.251.230.114 : 59554
11:30	Account: thoakhungss1	 Name: Khodo1	 Level: 80	 IP Address: 171.251.230.114 : 59560
11:30	Account: tranvinh01	 Name: Ù2SaoÙ1g¹ch	 Level: 103	 IP Address: 113.189.123.125 : 50303
11:30	Account: mapdl1	 Name: §¹tÙMa	 Level: 96	 IP Address: 14.237.150.66 : 50753
11:30	Account: thoakhungzz2	 Name: NM®Çubß	 Level: 89	 IP Address: 171.251.230.114 : 59590
11:31	Account: thaocanh119	 Name: HµngÙCñaÙNh·	 Level: 80	 IP Address: 117.4.153.2 : 49537
11:31	Account: mapdl2	 Name: TiªnÙTö	 Level: 93	 IP Address: 14.237.150.66 : 50777
11:31	Account: thoakhungzz3	 Name: Ho¶KúL©n	 Level: 96	 IP Address: 171.251.230.114 : 59661
11:32	Account: dm0001	 Name: dm0001	 Level: 84	 IP Address: 14.237.150.66 : 50785
11:32	Account: thaocanh120	 Name: ChuaÙDoÙ04	 Level: 80	 IP Address: 117.4.153.2 : 49540
11:32	Account: thoakhungzz4	 Name: H¾cKúL©n	 Level: 93	 IP Address: 171.251.230.114 : 59696
11:32	Account: th116	 Name: ChøaÙ§å	 Level: 80	 IP Address: 117.4.153.2 : 49542
11:32	Account: tranvinh02	 Name: HuúnhÙNi	 Level: 95	 IP Address: 113.189.123.125 : 50305
11:33	Account: tranvinh03	 Name: ItsÙMyLife	 Level: 96	 IP Address: 113.189.123.125 : 50307
11:34	Account: mapdl3	 Name: ThiªnÙNhÉn	 Level: 99	 IP Address: 14.237.150.66 : 50832
11:34	Account: tranvinh05	 Name: 75ÙNhíÙMétÙNg­êi	 Level: 96	 IP Address: 113.189.123.125 : 50309
11:35	Account: tranvinh06	 Name: ThiªnÙ§ÞaÙV«ÙCù	 Level: 96	 IP Address: 113.189.123.125 : 50311
11:35	Account: th117	 Name: ChøaÙ§åÙ01	 Level: 80	 IP Address: 117.4.153.2 : 49548
11:36	Account: mapdl4	 Name: §åÙThÇnÙS¸tÙQuû	 Level: 121	 IP Address: 14.237.150.66 : 50843
11:36	Account: thoakhungz4	 Name: ThöÙ§ôngÙTaoÙ§i	 Level: 107	 IP Address: 171.251.230.114 : 49671
11:36	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 111	 IP Address: 171.251.230.114 : 49675
11:36	Account: thoakhungzz6	 Name: KinhBáMÑ	 Level: 103	 IP Address: 171.251.230.114 : 49682
11:36	Account: thoakhungz6	 Name: CùcÙKúÙBèÙL¸o	 Level: 102	 IP Address: 171.251.230.114 : 49684
11:36	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 104	 IP Address: 171.251.230.114 : 49685
11:37	Account: th118	 Name: ChøaÙ§åÙ02	 Level: 80	 IP Address: 117.4.153.2 : 49552
11:40	Account: th113	 Name: S¨nÙBossÙ02	 Level: 82	 IP Address: 117.4.153.2 : 49556
11:42	Account: vubluish	 Name: truongchannhan	 Level: 92	 IP Address: 42.115.137.131 : 45763
11:43	Account: vubluish1	 Name: vipngamy	 Level: 88	 IP Address: 42.115.137.131 : 21210
11:43	Account: mapdl4	 Name: §åÙThÇnÙS¸tÙQuû	 Level: 121	 IP Address: 14.237.150.66 : 50871
11:44	Account: vubluish2	 Name: hoalongcaka	 Level: 88	 IP Address: 42.115.137.131 : 47804
11:44	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 104	 IP Address: 171.251.230.114 : 56067
11:46	Account: vunguyen1985	 Name: BinBin1	 Level: 80	 IP Address: 27.75.46.206 : 52275
11:46	Account: vunguyen1985	 Name: binbin3	 Level: 81	 IP Address: 27.75.46.206 : 52277
11:48	Account: sarin	 Name: DocXinh8	 Level: 81	 IP Address: 116.110.119.64 : 51814
11:48	Account: sarin	 Name: DocXinh7	 Level: 81	 IP Address: 116.110.119.64 : 57633
11:49	Account: sarin	 Name: DocXinh6	 Level: 81	 IP Address: 116.110.119.64 : 58144
11:49	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 111	 IP Address: 171.251.230.114 : 56084
11:49	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 105	 IP Address: 171.251.230.114 : 56086
11:50	Account: tranvinh01	 Name: Ù2SaoÙ1g¹ch	 Level: 103	 IP Address: 113.189.123.125 : 50622
11:50	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 104	 IP Address: 171.251.230.114 : 56089
11:50	Account: 83vunguyen	 Name: AnhThang	 Level: 80	 IP Address: 27.75.46.206 : 52556
11:50	Account: thoakhungz4	 Name: ThöÙ§ôngÙTaoÙ§i	 Level: 107	 IP Address: 171.251.230.114 : 56091
11:50	Account: 83vunguyen	 Name: TaLaThang	 Level: 80	 IP Address: 27.75.46.206 : 52558
11:50	Account: vubluish2	 Name: hoalongcaka	 Level: 88	 IP Address: 42.115.137.131 : 21638
11:51	Account: thoakhungzz6	 Name: KinhBáMÑ	 Level: 103	 IP Address: 171.251.230.114 : 56093
11:51	Account: thoakhungz6	 Name: CùcÙKúÙBèÙL¸o	 Level: 102	 IP Address: 171.251.230.114 : 56095
11:51	Account: tranvinh01	 Name: Ù2SaoÙ1g¹ch	 Level: 103	 IP Address: 113.189.123.125 : 50626
11:52	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 111	 IP Address: 171.251.230.114 : 56097
11:52	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 105	 IP Address: 171.251.230.114 : 56099
11:52	Account: 83vunguyen	 Name: AnhThang	 Level: 80	 IP Address: 27.75.46.206 : 52560
11:52	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 104	 IP Address: 171.251.230.114 : 56101
11:52	Account: 83vunguyen	 Name: ThangDepTrai	 Level: 80	 IP Address: 27.75.46.206 : 52562
11:52	Account: vubluish	 Name: truongchannhan	 Level: 92	 IP Address: 42.115.137.131 : 2367
11:52	Account: thoakhungz4	 Name: ThöÙ§ôngÙTaoÙ§i	 Level: 107	 IP Address: 171.251.230.114 : 56103
11:52	Account: thoakhungz6	 Name: CùcÙKúÙBèÙL¸o	 Level: 102	 IP Address: 171.251.230.114 : 56105
11:52	Account: thoakhungzz6	 Name: KinhBáMÑ	 Level: 103	 IP Address: 171.251.230.114 : 56107
11:54	Account: tranvinh02	 Name: HuúnhÙNi	 Level: 95	 IP Address: 113.189.123.125 : 50628
11:55	Account: phamtungdhv1	 Name: ZzTungpszZ	 Level: 92	 IP Address: 113.190.139.142 : 62088
11:56	Account: tank01	 Name: KiÕpÙVeÙSÇu	 Level: 1	 IP Address: 58.187.66.99 : 26318
11:57	Account: tranvinh03	 Name: ItsÙMyLife	 Level: 96	 IP Address: 113.189.123.125 : 50630
11:57	Account: tranvinh04	 Name: B­ímÙEmÙCãÙ§éc	 Level: 101	 IP Address: 113.189.123.125 : 50632
11:57	Account: vubluish1	 Name: vipngamy	 Level: 88	 IP Address: 42.115.137.131 : 43183
11:58	Account: tranvinh05	 Name: 75ÙNhíÙMétÙNg­êi	 Level: 96	 IP Address: 113.189.123.125 : 50634
11:59	Account: tranvinh06	 Name: ThiªnÙ§ÞaÙV«ÙCù	 Level: 96	 IP Address: 113.189.123.125 : 50639
11:59	Account: phamtungdhv2	 Name: ZzNgocCuxizZ	 Level: 90	 IP Address: 113.190.139.142 : 6707
12:0	Account: phamtungdhv3	 Name: ZzNhimXinhzZ	 Level: 94	 IP Address: 113.190.139.142 : 6711
12:0	Account: phamtungdhv4	 Name: ZzJindozZ	 Level: 90	 IP Address: 113.190.139.142 : 6717
12:2	Account: phamtungdhv5	 Name: ZzThaiSonzZ	 Level: 91	 IP Address: 113.190.139.142 : 62140
12:3	Account: tank01	 Name: KiÕpÙVeÙSÇu	 Level: 80	 IP Address: 58.187.66.99 : 34938
12:8	Account: vunguyen1987	 Name: 444444444	 Level: 80	 IP Address: 27.75.46.206 : 52819
12:8	Account: photocopy	 Name: LýThuTh¶o	 Level: 81	 IP Address: 27.2.129.233 : 27343
12:9	Account: loivan	 Name: sfklsdf	 Level: 80	 IP Address: 117.2.212.0 : 56434
12:9	Account: phamtungdhv4	 Name: ZzJindozZ	 Level: 90	 IP Address: 113.190.139.142 : 62172
12:11	Account: thangvl5	 Name: 5TLSuco	 Level: 105	 IP Address: 118.70.81.103 : 15896
12:12	Account: thangvl6	 Name: 6Vâ®ang	 Level: 100	 IP Address: 118.70.81.103 : 15898
12:12	Account: thangvl7	 Name: 7NgaMiBuffBuff	 Level: 98	 IP Address: 118.70.81.103 : 15902
12:12	Account: thangvl9	 Name: 9§écV«Biªn	 Level: 100	 IP Address: 118.70.81.103 : 15905
12:12	Account: huynhtrongtri17	 Name: maumetumlum	 Level: 80	 IP Address: 42.118.58.118 : 50606
12:13	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 117	 IP Address: 27.73.149.169 : 4563
12:13	Account: thangvl10	 Name: 10HáaCaCa	 Level: 100	 IP Address: 118.70.81.103 : 15924
12:13	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 123	 IP Address: 183.80.160.143 : 53599
12:13	Account: huynhtrongtri17	 Name: bombobmbobmbmb	 Level: 80	 IP Address: 42.118.58.118 : 50610
12:15	Account: thangvl8	 Name: 8ThóyYªnTû	 Level: 100	 IP Address: 118.70.81.103 : 15933
12:16	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 110	 IP Address: 42.118.58.118 : 50612
12:17	Account: tranhoangcham	 Name: KeVoDanh	 Level: 93	 IP Address: 123.22.156.63 : 1184
12:17	Account: banhang1	 Name: 0988207491t	 Level: 80	 IP Address: 27.73.149.169 : 49842
12:19	Account: tranhoangcham5	 Name: bando123	 Level: 80	 IP Address: 123.22.156.63 : 1237
12:19	Account: thoakhungs1	 Name: Boss02	 Level: 80	 IP Address: 171.251.230.114 : 56126
12:20	Account: thoakhungzz6	 Name: KinhBáMÑ	 Level: 103	 IP Address: 171.251.230.114 : 56129
12:20	Account: banhang1	 Name: 1234566789	 Level: 85	 IP Address: 27.73.149.169 : 49844
12:22	Account: hieuham1996	 Name: TriÖuÙTöÙLong	 Level: 110	 IP Address: 27.73.149.169 : 49846
12:26	Account: thangvl5	 Name: 5TLSuco	 Level: 105	 IP Address: 118.70.81.103 : 16019
12:27	Account: sarin1	 Name: DocXinh9	 Level: 81	 IP Address: 42.118.58.118 : 50614
12:27	Account: vunguyen1985	 Name: binbin2	 Level: 82	 IP Address: 27.75.46.206 : 53078
12:28	Account: sarin1	 Name: DocXinh9	 Level: 81	 IP Address: 42.118.58.118 : 50616
12:28	Account: sarin1	 Name: DocXinh10	 Level: 81	 IP Address: 42.118.58.118 : 50618
12:30	Account: sarin1	 Name: DocXinh11	 Level: 81	 IP Address: 42.118.58.118 : 50620
12:30	Account: luukt56	 Name: NgoalongND	 Level: 96	 IP Address: 115.75.51.168 : 51734
12:31	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 42.118.58.118 : 50623
12:32	Account: banhang	 Name: 0988207491	 Level: 80	 IP Address: 27.73.149.169 : 4585
12:33	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 42.118.58.118 : 50625
12:34	Account: sarin2	 Name: DocXinh13	 Level: 81	 IP Address: 42.118.58.118 : 50627
12:34	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 123	 IP Address: 183.80.160.143 : 53767
12:34	Account: nonhanvd	 Name: Vâ§angÙCh©nÙNh©n	 Level: 100	 IP Address: 183.80.160.143 : 53772
12:34	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 102	 IP Address: 183.80.160.143 : 53773
12:34	Account: nonhandm	 Name: VuaÙ§ÆtÙBoom	 Level: 89	 IP Address: 183.80.160.143 : 53778
12:34	Account: nonhantn1	 Name: Th¸nhÙC«	 Level: 103	 IP Address: 183.80.160.143 : 53779
12:34	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 103	 IP Address: 183.80.160.143 : 53781
12:35	Account: sarin3	 Name: DocXinh16	 Level: 81	 IP Address: 42.118.58.118 : 50629
12:38	Account: tranvinh04	 Name: B­ímÙEmÙCãÙ§éc	 Level: 101	 IP Address: 113.189.123.125 : 50643
12:39	Account: tranvinh04	 Name: B­ímÙEmÙCãÙ§éc	 Level: 101	 IP Address: 113.189.123.125 : 50645
12:40	Account: tranvinh01	 Name: Ù2SaoÙ1g¹ch	 Level: 103	 IP Address: 113.189.123.125 : 50647
12:40	Account: tranvinh02	 Name: HuúnhÙNi	 Level: 95	 IP Address: 113.189.123.125 : 50649
12:40	Account: tranvinh03	 Name: ItsÙMyLife	 Level: 96	 IP Address: 113.189.123.125 : 50651
12:41	Account: tranvinh05	 Name: 75ÙNhíÙMétÙNg­êi	 Level: 96	 IP Address: 113.189.123.125 : 50653
12:41	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 110	 IP Address: 42.118.58.118 : 50640
12:41	Account: tranvinh06	 Name: ThiªnÙ§ÞaÙV«ÙCù	 Level: 96	 IP Address: 113.189.123.125 : 50655
12:42	Account: huynhtrongtri14	 Name: DoPhoHoangKim1	 Level: 80	 IP Address: 42.118.58.118 : 50642
12:43	Account: huynhtrongtri14	 Name: Daccacloai	 Level: 80	 IP Address: 42.118.58.118 : 50644
12:43	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 110	 IP Address: 42.118.58.118 : 50646
12:44	Account: tranhoangcham1	 Name: Duonggia	 Level: 85	 IP Address: 123.22.156.63 : 1585
12:46	Account: tranhoangcham2	 Name: AuDuongPhong1	 Level: 81	 IP Address: 123.22.156.63 : 1682
12:47	Account: thangvl6	 Name: 6Vâ®ang	 Level: 100	 IP Address: 118.70.81.103 : 16126
12:49	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 117	 IP Address: 42.118.58.118 : 50648
12:52	Account: banhang1	 Name: 1234566789	 Level: 85	 IP Address: 27.73.149.169 : 4609
12:52	Account: hoanga11c	 Name: SieuNhanSipXanh	 Level: 1	 IP Address: 42.112.240.44 : 53609
12:54	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 100	 IP Address: 118.68.55.6 : 49425
12:54	Account: minhtrand3	 Name: HáaÙLongÙTµÙNh©n	 Level: 103	 IP Address: 118.68.55.6 : 49428
12:55	Account: banhang1	 Name: 1234566789	 Level: 85	 IP Address: 27.73.149.169 : 4617
12:56	Account: timlaivohien5	 Name: EyeSmile9	 Level: 80	 IP Address: 14.233.97.112 : 31937
12:57	Account: timlaivohien5	 Name: EyeSmile14	 Level: 80	 IP Address: 14.233.97.112 : 32609
12:58	Account: hoanga11c	 Name: SieuNhanSipXanh	 Level: 80	 IP Address: 42.112.240.44 : 53781
13:1	Account: minhtrand3	 Name: HáaÙLongÙTµÙNh©n	 Level: 103	 IP Address: 118.68.55.6 : 49470
13:2	Account: phamtungdhv6	 Name: ZzYunazZ	 Level: 100	 IP Address: 113.190.139.142 : 62994
13:6	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 103	 IP Address: 183.80.160.143 : 54121
13:20	Account: hieuham1996	 Name: TriÖuÙTöÙLong	 Level: 110	 IP Address: 27.73.149.169 : 4655
13:21	Account: ketcoi10	 Name: 765765	 Level: 1	 IP Address: 42.113.154.247 : 12179
13:21	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 171.251.230.114 : 56183
13:22	Account: thoakhungs4	 Name: Ch¶Lôa	 Level: 86	 IP Address: 171.251.230.114 : 56185
13:23	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 102	 IP Address: 183.80.160.143 : 54145
13:24	Account: ketcoi10	 Name: 765765	 Level: 80	 IP Address: 42.113.154.247 : 40988
13:27	Account: tranhoangcham3	 Name: CaITheAnhung	 Level: 80	 IP Address: 123.22.156.63 : 2357
13:27	Account: tranhoangcham	 Name: KeVoDanh	 Level: 93	 IP Address: 123.22.156.63 : 2359
13:28	Account: minhtrand3	 Name: HáaÙLongÙTµÙNh©n	 Level: 103	 IP Address: 118.68.55.6 : 49804
13:35	Account: quangpeter	 Name: MãcÙCuÙRaÙ§íp	 Level: 1	 IP Address: 116.108.209.120 : 1253
13:36	Account: nonhantn1	 Name: Th¸nhÙC«	 Level: 103	 IP Address: 183.80.160.143 : 54157
13:37	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 104	 IP Address: 171.251.230.114 : 56196
13:39	Account: timlaivohien5	 Name: EyeSmile11	 Level: 80	 IP Address: 14.233.97.112 : 26529
13:39	Account: timlaivohien5	 Name: EyeSmile9	 Level: 80	 IP Address: 14.233.97.112 : 28897
13:40	Account: timlaivohien4	 Name: EyeSmile12	 Level: 80	 IP Address: 14.233.97.112 : 30913
13:40	Account: nonhanvd	 Name: Vâ§angÙCh©nÙNh©n	 Level: 100	 IP Address: 183.80.160.143 : 54159
13:44	Account: 0915477979	 Name: MinÙMax	 Level: 1	 IP Address: 113.176.205.237 : 65495
13:48	Account: thoakhungss1	 Name: khodo2	 Level: 80	 IP Address: 171.251.230.114 : 56208
13:49	Account: timlaivohien2	 Name: EyeSmile6	 Level: 88	 IP Address: 14.233.97.112 : 16897
13:49	Account: timlaivohien1	 Name: EyeSmile2	 Level: 89	 IP Address: 14.233.97.112 : 18338
13:49	Account: thoakhungss1	 Name: Khodo1	 Level: 80	 IP Address: 171.251.230.114 : 56210
13:49	Account: timlaivohien3	 Name: EyeSmile7	 Level: 86	 IP Address: 14.233.97.112 : 20833
13:50	Account: timlaivohien3	 Name: EyeSmile7	 Level: 86	 IP Address: 14.233.97.112 : 24865
13:51	Account: thoakhungss1	 Name: khodo3	 Level: 80	 IP Address: 171.251.230.114 : 56212
13:51	Account: timlaivohien	 Name: EyeSmile	 Level: 93	 IP Address: 14.233.97.112 : 29633
13:51	Account: thoakhungss1	 Name: Khodo1	 Level: 80	 IP Address: 171.251.230.114 : 56214
13:51	Account: thoakhungss2	 Name: Khodo4	 Level: 80	 IP Address: 171.251.230.114 : 56216
13:52	Account: vunguyen1983	 Name: Thiennhan	 Level: 87	 IP Address: 171.251.230.114 : 56219
13:52	Account: vunguyen1983	 Name: MrCuBin	 Level: 82	 IP Address: 171.251.230.114 : 56221
13:53	Account: vunguyen1983	 Name: Cubin1	 Level: 80	 IP Address: 171.251.230.114 : 56223
13:54	Account: thoakhungs3	 Name: HiepDam	 Level: 80	 IP Address: 171.251.230.114 : 56227
13:55	Account: timlaivohien3	 Name: EyeSmile7	 Level: 86	 IP Address: 14.233.97.112 : 45377
13:55	Account: thoakhungs1	 Name: Boss02	 Level: 80	 IP Address: 171.251.230.114 : 56230
13:55	Account: hieuham1994	 Name: §écC«ÙCÇuB¹i	 Level: 82	 IP Address: 27.73.149.169 : 4679
13:55	Account: timlaivohien3	 Name: EyeSmile7	 Level: 86	 IP Address: 14.233.97.112 : 47937
13:56	Account: timlaivohien	 Name: EyeSmile	 Level: 94	 IP Address: 14.233.97.112 : 48961
13:56	Account: timlaivohien	 Name: EyeSmile	 Level: 94	 IP Address: 14.233.97.112 : 50625
13:57	Account: timlaivohien	 Name: EyeSmile	 Level: 94	 IP Address: 14.233.97.112 : 54593
13:58	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 117	 IP Address: 42.118.58.118 : 50826
13:59	Account: thoakhungss2	 Name: Khodo4	 Level: 80	 IP Address: 171.251.230.114 : 56232
13:59	Account: hieuham1994	 Name: §écC«ÙCÇuB¹i	 Level: 82	 IP Address: 27.73.149.169 : 49966
14:1	Account: thoakhungs4	 Name: Ch¶Lôa	 Level: 86	 IP Address: 171.251.230.114 : 56234
14:3	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 112	 IP Address: 171.251.230.114 : 56238
14:4	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 171.251.230.114 : 56241
14:4	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 112	 IP Address: 171.251.230.114 : 56243
14:4	Account: tl198x	 Name: PVMrTrym	 Level: 1	 IP Address: 58.186.223.87 : 56585
14:5	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 100	 IP Address: 118.68.55.6 : 49847
14:8	Account: nam92hd	 Name: HáaThÇnÙV«Song	 Level: 111	 IP Address: 27.73.192.221 : 1234
14:13	Account: minhtrand6	 Name: BÐÙMóp	 Level: 101	 IP Address: 118.68.55.6 : 49934
14:14	Account: tl198x	 Name: PvMssTrym	 Level: 1	 IP Address: 118.71.158.247 : 3015
14:15	Account: thangvl5	 Name: 5TLSuco	 Level: 105	 IP Address: 1.55.138.76 : 16332
14:18	Account: nam92hd2	 Name: PhongÙThÇn	 Level: 99	 IP Address: 27.73.192.221 : 27373
14:20	Account: nam92hd1	 Name: ThÇnÙT¨ng	 Level: 98	 IP Address: 27.73.192.221 : 1274
14:21	Account: nam92hd3	 Name: ThiªnÙ§ÞaÙV«ÙCùc	 Level: 99	 IP Address: 27.73.192.221 : 27375
14:21	Account: nam92hd4	 Name: HoaÙR¬iÙCöaÙPhËt	 Level: 98	 IP Address: 27.73.192.221 : 27377
14:22	Account: thangvl10	 Name: 10HáaCaCa	 Level: 100	 IP Address: 1.55.138.76 : 16370
14:22	Account: nam92hd5	 Name: CuÙChäcÙNg­îc	 Level: 96	 IP Address: 27.73.192.221 : 1282
14:22	Account: minhtrand7	 Name: buffbuff	 Level: 80	 IP Address: 118.68.55.6 : 49954
14:22	Account: minhtrand7	 Name: ancuopday	 Level: 80	 IP Address: 118.68.55.6 : 49956
14:22	Account: minhtrand8	 Name: 8657575	 Level: 80	 IP Address: 118.68.55.6 : 49958
14:22	Account: minhtrand8	 Name: 313131	 Level: 80	 IP Address: 118.68.55.6 : 49960
14:22	Account: minhtrand8	 Name: cuopcuop	 Level: 80	 IP Address: 118.68.55.6 : 49962
14:23	Account: minhtrand9	 Name: 3213131	 Level: 80	 IP Address: 118.68.55.6 : 49964
14:23	Account: minhtrand9	 Name: talaancuop	 Level: 80	 IP Address: 118.68.55.6 : 49966
14:23	Account: minhtrand9	 Name: 098080	 Level: 80	 IP Address: 118.68.55.6 : 49968
14:23	Account: minhtrand10	 Name: trumaancuop	 Level: 80	 IP Address: 118.68.55.6 : 49970
14:23	Account: minhtrand10	 Name: sanboss6	 Level: 80	 IP Address: 118.68.55.6 : 49972
14:23	Account: nam92hd6	 Name: Gi÷ÙR¸c01	 Level: 80	 IP Address: 27.73.192.221 : 1286
14:23	Account: minhtrand10	 Name: 32131311	 Level: 80	 IP Address: 118.68.55.6 : 49974
14:23	Account: nam92hd8	 Name: Gi÷ÙR¸cÙNo2	 Level: 81	 IP Address: 27.73.192.221 : 1288
14:23	Account: minhtrand11	 Name: 313133	 Level: 80	 IP Address: 118.68.55.6 : 49976
14:23	Account: minhtrand11	 Name: 443243242	 Level: 80	 IP Address: 118.68.55.6 : 49978
14:23	Account: nam92hd7	 Name: Gi÷ÙR¸cÙNo1	 Level: 81	 IP Address: 27.73.192.221 : 1290
14:24	Account: nam92hd9	 Name: Gi÷ÙR¸cÙNo3	 Level: 81	 IP Address: 27.73.192.221 : 27385
14:24	Account: nam92hd10	 Name: Gi÷ÙR¸cÙNo5	 Level: 81	 IP Address: 27.73.192.221 : 27387
14:24	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 118.68.55.6 : 49981
14:24	Account: nam92hd5	 Name: CuÙChäcÙNg­îc	 Level: 96	 IP Address: 27.73.192.221 : 27389
14:25	Account: thangvl5	 Name: 5TLSuco	 Level: 105	 IP Address: 1.55.138.76 : 16444
