QId	Tip	Content	ChooseCount	Price	Choose1	Choose2	Choose3	Choose4	Choose5	Choose6	Choose7	Choose8	Choose9	Choose10	BeginSaleTime	EndSaleTime	BeginPayForTime	EndPayForTime	Answer	BonusRate	MaxBonus
2083		Minh NguyÖt Kû Thêi (§¸nh 1 thµnh ng÷) 	4	0	Long Tranh Hæ ®Êu	NhÊt Trµo NhÊt tÞch	TrÝ Th©n Sù Xø 	Sinh Tö quan ®Çu											2	50	10000000
2084		Tr¨ng r»m (§¸nh 1 thµnh ng÷) 	4	0	Tr­êng Hµ L¹c NhËt 	ChÝnh §¹i Quang Minh	Thiªn Lý Céng ThiÒn Quyªn	NguyÖt Th­îng T©y LÇu											2	50	10000000
2085		§Çu treo xµ, bót ®©m ch©n (§¸nh 1 thµnh ng÷) 	4	0	Tr­êng Tr× Cöu An	Xu©n No·n Hoa Khai	Tù C­êng BÊt Tøc	Thanh Qu©n T¾c											3	50	10000000
2086		Tr­êng Kh«ng v¹n l Tèng t­¬ng t­ (§¸nh 1 thµnh ng÷) 	4	0	ThiÖn Thñy ThiÖn Chung	V« Danh TiÓu Tèt	HËu Lai C­ Th­îng	Khoan §¹i Vi Hoµn 											4	50	10000000
2087		Héi H×nh §å ¶nh Lai Truy Béc (§¸nh 1 thµnh ng÷) 	4	0	T©m Nh­ §ao C¸t 	BÊt ChiÕc BÊt KhÊu 	DÜ M¹o Thñ Nh©n 	KhÈu Nh­îc HuyÒn Hµ 											3	50	10000000
2088		Chñ TÓ thiªn h¹ Vi MÉu nghÜa (§¸nh 1 thµnh ng÷) 	4	0	Nh©n Phï Vu Sù 	Sinh L·o BÖnh Tö 	§¹i HØ Qu¸ Väng	HËu Lai C­ Th­îng											4	50	10000000
2089		Toµn Quèc th­îng h¹ hØ d­ong d­¬ng (§¸nh 1 thµnh ng÷) 	4	0	Nh­ ThÝch Träng Phô 	Tøc Sù Ninh Nh©n	L¹c T¹i Kú Träng	Mét lµ mét, hai lµ hai											3	50	10000000
2090		HÇu m«n nhÊt nhËp th©m tù h¶i (§¸nh 1 thµnh ng÷) 	4	0	Häa Tßng KhÈu XuÊt	ThÊt NhÜ Nh©n ViÔn	Hµnh T­¬ng Tùu Méc	HËu Lai C­ Th­îng											2	50	10000000
2091		B×nh qu©n truyÒn ng÷ b¸o b×nh an (§¸nh 1 thµnh ng÷) 	4	0	Vinh Quy Cæ Lý 	Ho¹ch nhÊt bÊt nhÞ 	H÷u Së T¸c Vi	§¹i §ång TiÓu DÞ 											1	50	10000000
2092		Ninh ninh thuyÕt h­íng thuyÕt th­ nh©n (§¸nh 1 thµnh ng÷) 	4	0	§¹i §¶ XuÊt Thñ 	H¹ L¹c BÊt Minh	Ng«n Nhi BÊt TÝn	BÊt Dùc Nhi Phi											3	50	10000000
2093		Duy H÷u ThÊt Muéi Gi¸ §æng lang (§¸nh 1 thµnh ng÷) 	4	0	Tam Nguyªn CËp §Ö	Ng«n Qu¸ Kú Thùc	Lôc ThÇn V« Chñ 	Thö NhÊt Thêi BØ NhÊt Thêi											3	50	10000000
2094		"Lý §¹t! b¾t Tèng Giang vÒ ®©y!" (§¸nh 1 thµnh ng÷) 	4	0	Ch©u Nhi Phôc Thñy	KiÕn dÞ t­ thiªn	BÊt Ng«n Nhi Dô 	H« Phong Ho¸n Vò 											4	50	10000000
2095		BÊt ký viªn m«n kÝch thêi lang (§¸nh 1 thµnh ng÷) 	4	0	Thèng §Þnh T­ Thèng	Håi Quang Ph¶n ChiÕu	C¸c H÷u Së Tr­êng 	CÇu Toµn Tr¸ch BÞ 											4	50	10000000
2096		Kh«ng B¹ch (§¸nh 1 thµnh ng÷) 	4	0	H­ H÷u Kú BiÓu	TÇm Tö MÞch Ho¹t	MÜ BÊt Th¾ng Thu	Tó S¾c Kh¶ Xan											1	50	10000000
2097		Né Ph¸t Xung Quan (§¸nh 1 thµnh ng÷) 	4	0	Sinh KhÝ Bét Bét	H¶o S¾c Chi §å	TÇm C¨n Cøu §Ó	Nhô Tö Kh¶ Gi¸o											1	50	10000000
2098		ChØ høa th¾ng, bÊt høa b¹i (§¸nh 1 thµnh ng÷) 	4	0	¢m Soa ¢m Th¸c	Thèi TÞ Tam X¸ 	Ng«n Nhi H÷u TÝn 	Duy Lîi ThÞ §å 											4	50	10000000
2099		 V¹n Thñy Thiªn s¬n chØ ®¼ng nhµn (§¸nh 1 thµnh ng÷) 	4	0	ChÝ T¹i TÊt §¾c 	V¨n DÜ T¶i §¹o	Hµnh Nh­îc V« Sù 	NhÊt m· ®­¬ng tiªn											3	50	10000000
2100		BÊt thøc Xu©n h¹ d÷ Thu ®«ng (§¸nh 1 thµnh ng÷) 	4	0	Dôc B¹i BÊt N¨ng	Hoa Hoa ThÕ Giíi	ThÞ §ång Lé Nh©n	H÷u Sinh chi niªn 											4	50	10000000
2101		H¶o thi h¶o nguyÖt kh¸nh trung thu (§¸nh 1 thµnh ng÷) 	4	0	Cao Phong L­îng TiÕt 	NhÊt Xóc Tøc Ph¸t 	T»ng XuÊt BÊt Cïng	NhÊt Bæn Ch¸nh Kinh											1	50	10000000
2102		BÊt phßng tÈu bé khiÕu m· kú (§¸nh 1 thµnh ng÷) 	4	0	BÊt TØnh Nh©n Sù 	ChØ nhËt kh¶ ®·i 	Dao §Çu B·i VÜ 	Quang Qu¸i Lôc Li 											2	50	10000000
2103		Hùu ®é nhÊt Niªn,C¸c thªm nhÊt tuÕ (§¸nh 1 thµnh ng÷) 	4	0	Bµi s¬n §¶o H¶i 	C¸c H÷u Së Tr­êng 	§Ýnh Th©n Nhi XuÊt 	NhÊt Mao BÊt B¹t 											2	50	10000000
2104		Lª minh tøc khëi, Töu t¶o ®i×nh trõ (§¸nh 1 thµnh ng÷) 	4	0	H÷u Sinh chi niªn 	Th­îng thõa chi t¸c	C¸ch c¸ch bÊt nhËp	HiÓu chi tù lý 											4	50	10000000
2105		Thao ®ao quû ngé t¸c l­¬ng lý (§¸nh 1 thµnh ng÷) 	4	0	danh chÝnh ng«n thuËn	Thµnh nh©n chi mü 	KiÕn dÞ t­ thiªn	NhÊt ¶nh nhÊt d¹ng											1	50	10000000
2106		m¹o sung kh©m sai (®¸nh 1 c©u tôc ng÷) 	4	0	nh­ §ång 	thõa nh­îng 	gi¶ sö 	hoÆc gi¶ 											3	50	10000000
2107		b¸t diÖn thÊu phong (®¸nh 1 c©u tôc ng÷) 	4	0	khÝ bÊt ®¶ nhÊt xø lai 	thô khÝ bao 	th­îng l­¬ng bÊt chÝnh h¹ l­¬ng oai 	cËn mÆc gi¶ h¾c 											1	50	10000000
2108		n¨ng Èm nhÊt b«i v« (®¸nh 1 c©u tôc ng÷) 	4	0	lµm g×? 	Tôc ng÷ nãi 	Hçn ®¾c h¹ khø 	Hµnh Hµnh h¶o 											1	50	10000000
2109		Du tö th­îng nh©n y (®¸nh 1 c©u tôc ng÷) 	4	0	NiÖm cùu 	Hå lo¹n	T­êng ®Çu nhÊt c¨n th¶o 	BiÖt lai gi¸ nhÊt s¸o 											4	50	10000000
2110		Tßng bÊt tè khuy t©m sù (®¸nh 1 c©u tôc ng÷) 	4	0	L·o h¶o nh©n 	Hçn ®¾c h¹ khø 	T©m khai t©m 	lµm g×? 											1	50	10000000
2111		Khø niªn nhÊt trÝch t­¬ng t­ lÖ, chÝ kiªn vÞ l­u ®¸o tai biªn (®¸nh 1 c©u tôc ng÷) 	4	0	ThuyÕt BÊt XuÊt khÈu	H¶o ®¹i diÖn tö 	BÊt l­u t×nh 	Nan vÞ t×nh 											2	50	10000000
2112		Tïng thö bÊt qu©n v­¬ng bÊt t¶o triÒu (®¸nh 1 c©u tôc ng÷) 	4	0	C¬ héi hiÕm cãc 	Kh«ng chñ kiÕn 	?## 	L·o bÊt tù gi¸c 											2	50	10000000
2113		Tai to mÆt lín (®¸nh 1 c©u tôc ng÷) 	4	0	T­îng m« T­îng d¹ng	L·o ®¹i nan 	Vang danh thiªn h¹ 	Lo¹n ®µn cÇm											1	50	10000000
2114		Qu¸ ngò quan tr¶m lôc t­íng (®¸nh 1 c©u tôc ng÷) 	4	0	Kh¸n t¹i nh·n lý ký t¹i t©m lý 	Nãi kho¸c 	X¶ ngo¹n ý nhi 	XuÊt khÈu s¸t nh©n  											4	50	10000000
2115		Hoµng tuyÒn h÷u lé h¶o hoµn h­¬ng (®¸nh 1 c©u tôc ng÷) 	4	0	NhÊt hoµn khÊu nhÊt hoµn	Mét chuÈn hoµn hµnh 	Quû tµi tri ®¹o 	Mét h÷u bÊt thÊu phong t­êng ®Ých 											3	50	10000000
2116		nh­ lý b¹t b¨ng (®¸nh 1 c©u tôc ng÷) 	4	0	BÊt ®¹p thùc	Theo vÇy mµ nãi	H·n trõng nh·n 	H÷u qu¸ chi nhi v« bÊt cËp											1	50	10000000
2117		BÊt t¹i gia ( ®¸nh 1 c©u tôc ng÷) 	4	0	L­u chi ®¹i c¸t 	Ngo¹i Hµnh 	H÷u së ph¸t hiÖn 	NhuyÔn ng¹nh bÊt thùc											2	50	10000000
2118		Hµm viÔn s¬n th«n tr­êng giang (®¸nh 1 c©u tôc ng÷) 	4	0	§¶ t©m nh·n lý nguyªn ý 	VÞ khÈu bÊt thiÓu 	BÊt tróng ý 	§a qu¶n nhµn sù 											2	50	10000000
2119		Hµnh y (®¸nh 1 c©u tôc ng÷) 	4	0	NgËt bÊt liÖu ®©u gi¶ tÈu 	Gi¸ ®­¬ng khÈu 	TÈu tr­íc tiªu	ngËt b·o liÔu sinh ®Ých  											3	50	10000000
2120		H­u khø û nguy lan (®¸nh 1 c©u tôc ng÷) 	4	0	Mao thñ mao c­íc  	Kh«ng dùa ®­îc  	Kh«ng qu¶n ®­îc 	Gi¶ t­ v¨n 											2	50	10000000
2121		§ªm ®ªm ng¾m hoa r¬i (Nh÷ng c©u nãi kh¸ch s¸o) 	4	0	®Õn ®©y 	§a t¹ 	Lµm phiÒn	Kh¸ch s¸o											2	50	10000000
2122		Lang M¹o (Tªn hoa) 	4	0	t­êng vi 	Thñy Tiªn 	Phï dung	Kim quÕ 											3	50	10000000
2123		Tõ mÉu thñ th­îng tuyÕn (Tªn c«n trïng) 	4	0	chiÕu d¹ b¹ch 	ph­¬ng  chøc n­¬ng 	Hµn hiÖu trïng 	thËp tû muéi 											2	50	10000000
2124		§iÒn (Tªn ca khóc) 	4	0	h¹n thiªn l«i 	xu©n lÖnh bèc ph¶n 	Quang minh hµnh 	hû d­¬ng d­¬ng 											1	50	10000000
2125		B¹n víi vua nh­ lµm b¹n víi Hæ (Tªn ®éng vËt) 	4	0	§«ng B¾c hæ 	Linh d­¬ng 	Hµ li 	Khñng Long 											4	50	10000000
2126		Cuéc sèng mçi ngµy thuËn lîi (DiÔn ®¹t cho ng­êi) 	4	0	s¶n  gi¶ 	XuÊt sai	Nhí 	T¨ng 											2	50	10000000
2127		quan  quang ®oµn hû ®¨ng triÒu d­¬ng ®×nh (§Þa danh Trung Quèc) 	4	0	Thanh L­u,Hµm s¬n  	Ma cao 	Na Khóc, A Lý 	Lai T©n, l©m QuÕ, B×nh L¹c, Th­îng T­, Linh s¬n  											4	50	10000000
2128		h¹ phãng l©m trµng céng ho¹n nan (§Þa danh Trung Quèc) 	4	0	MËt V©n, Hoµi Nhu	TuyÒn Ch©u 	Thanh L­u,Hµm s¬n  	§ång tö 											4	50	10000000
2129		®µo hoa béc diÖn lai (huyÖt vÞ) 	4	0	BÊt dung, khuc sai 	BÊt dung, Ngo¹i l¨ng	Hµnh gian, h­¬ng phô 	BÊt dung, khÝ xung 											3	50	10000000
2130		§×nh TiÒn Mai Hoa TuÕ M¹c Khai (Danh th¾ng) 	4	0	Ngäa PhËt tù 	Léc M«n s¬n  	§¹i PhËt tù 	B¹hc V©n Quan  											2	50	10000000
2131		ThuyÕt tho¹i hîp khÝ (M«n thÓ thao ) 	4	0	bãi t­íng 	c¹nh tÈu 	bãng chuyÒn  	Nhu §¹o 											4	50	10000000
2132		Cæ väng kim lai (Tªn cæ nh©n) 	4	0	Tr­¬ng Phi 	Vâ Tßng 	Sö TiÕn	Lôc Du 											3	50	10000000
2133		Hµm D­¬ng NhÊt PhiÕn NguyÖt (Tªn cæ nh©n) 	4	0	LiÔu C«ng QuyÒn 	TÇn Minh 	Lý B¹ch 	§­êng Minh Hoµng 											2	50	10000000
2134		Méc Lan chi tö (Thùc vËt) 	4	0	T©y CÇn  	Thanh qu¶ 	§Ëu phéng 	Bét dõa 											3	50	10000000
2135		Trïng Loan §iÖp Ch­íng (C«n trïng) 	4	0	ong	Bä ngùa 	KiÕn ®en 	Chuån chuån n­íc  											1	50	10000000
2136		C« Nh¹n Bi Minh Thanh Thanh Tôc (Tªn ng­êi) 	4	0	Nhan Ch©n Khanh 	Tõ Bi Hång 	Lôc §¹i Niªn 	TrÞnh B¶n KiÒu 											2	50	10000000
2137		HËu sù chung nan tiÕp (Tªn thuèc) 	4	0	§­¬ng Quy 	§Þa du 	Thñy t« 	tôc ®o¹n 											4	50	10000000
2138		¸p Tèng Sinh ThÇn C­¬ng (tªn ng­êi trong Thñy Hö) 	4	0	Gi¶i Tr©n, Gi¶i B¶o	Thêi Thiªn, An §¹o Toµn	YÕn Thanh, TÇn Minh 	TÇn Minh, Ng« Dông 											1	50	10000000
2139		Ch¸y nhµ lßi mÆt chuét (Tôc ng÷) 	4	0	kiÕn h¶o tùu thu 	®èi bÊt  th­îng  hiÖu 	Qu¸i hiÖn t­îng 	Tin tøc  											3	50	10000000
2140		XuÊt Thñy Phï Dung (Tªn hoa) 	4	0	l·nh h­¬ng 	h¹n hµ hoa 	nhÉn ®«ng 	Méc lan											2	50	10000000
2141		Xu©n NhËt Nh­ìng XuÊt H¶o Töu Lai (Tªn hoa) 	4	0	tø quý b¸o xu©n 	c¸c hîp hoan hoa 	xu©n nhÊt phÈm 	s¬n  trµ 											1	50	10000000
2142		NhiÔu tïng v« y nguyÖt chÝnh cao (Tõ khóc bµi) 	4	0	Hîp hoan 	d¹ phi th­íc 	tiÓu hång l©u 	gi¶i oan kÕt 											2	50	10000000
2143		T¸c nhËt phñ th­îng thä b·i, kim nhËt hùu v¨n xuÊt gi¸, ®·i biÖn h¹ lÔ (Tèng tõ có) 	4	0	Thu lai th­ canh s¬ 	V« kh¶ n¹i hµ hoa l¹c khø 	b¹ch liÔu thiÕu niªn ®Çu  	kh­íc thÞ cùu thêi t­¬ng thøc 											2	50	10000000
2144		B¹ch ph¸t hoµn h­¬ng (Tªn thuèc §«ng Y) 	4	0	Hîp h­¬ng 	Th­¬ng nhÜ 	Ngò hoa s©m 	§­¬ng Quy 											4	50	10000000
2145		V« t¬ tróc chi lo¹n nhÜ (Hä tªn) 	4	0	Mé dung 	L¹c ch¸nh 	hoµn nhan 	Thanh Thñy											2	50	10000000
2146		Th¸i tiªn diÖu bót phó ng­u niªn (Tªn ng­êi) 	4	0	nhan l­¬ng 	v¨n  xó 	qu¶n ninh 	d­¬ng tu 											2	50	10000000
2147		D­¬ng vâ ®Õ tèn vÞ (Tªn ng­êi) 	4	0	tiªu nh­îng 	®ç thiªn 	chu th«ng 	nh¹c hoµ 											1	50	10000000
2148		Giang l­u h÷u thanh cËn l·nh s¬n (Danh lam th¾ng c¶nh) 	4	0	Xµ s¬n  	l¹c  bót ®çng 	trµo ©m tù 	V« l­îng quan 											3	50	10000000
2149		Ho·n l­u (§Þa danh) 	4	0	dÞch m«n 	song giang 	®« qu©n 	tõ thñy											4	50	10000000
2150		Giang biªn nhÊt tïng thïy thïy ph¸t (Tªn c©y cèi) 	4	0	Thñy sam 	t×nh vò 	Méc cËn 	t«ng l­ 											1	50	10000000
2151		cö b«i  yªu minh nguyÖt,__----------------	4	0	®èi ¶nh thµnh tam nh©n 	¶nh ®å tuú ng· th©n 	ng· vò ¶nh linh lo¹n 	t­¬ng ­íc m¹c v©n h¸n 											1	50	10000000
2152		thuú ng«n thèn th¶o T©m,  __----------------	4	0	b¸o ®¾c tam xu©n huy 	tõ mÉu thñ trung tuyÕn 	du tö th­îng nh©n y 	ý khæng tr× tr× quy 											1	50	10000000
2153		®«ng l©m kiÖt th¹ch,----------------	4	0	dÜ qu¸n th­¬ng H¶i	s¬n  ®¶o tñng trÜ 	hång ba dòng khëi 	thô méc tïng sinh 											1	50	10000000
2154		l·o ký phôc lÞch,____________.	4	0	ChÝ t¹i thiªn lý 	ChÝ t¹i B¸ch lý 	ChÝ t¹i nhÊt lý 	ChÝ t¹i thËp lý 											1	50	10000000
2155		tÞch d­¬ng v« h¹n h¶o,____________.	4	0	chØ kú cËn hoµng h«n 	h­íng v·n ý bÊt qu¸t 	khu xa ®¨ng cæ nguyªn 	tÞch d­¬ng V« h¹n h¶o											1	50	10000000
2156		hµ ®­¬ng céng tiÔn ¸ song chóc, ---------------- 	4	0	kh­íc tho¹i ba s¬n  d¹ vò thêi 	qu©n vÊn quy kú vÞ h÷u kú 	ba s¬n  d¹ vò tr­íng thu tr× 	nhÊt  hå träc töu  hû t­¬ng phïng 											1	50	10000000
2157		sõ hoµ nhËt ®­¬ng ngä,____________.	4	0	h·n tÝch hoµ h¹ thæ 	thuú tri bµn  trung  san  	nhËt  ®­¬ng ngä sõ hoµ 	cö ®Çu väng minh nguyÖt 											1	50	10000000
2158		XuÊtBÊt tri tÕ DiÖp thuú tµi XuÊt,----------------	4	0	NhÞ nguyÖt xu©n phong tù tiÔn ®ao 	v¹n ®iÒu thuú h¹ lôc ®iÒu thao 	nguyªn nguyÖt  xu©n phong tù tiÔn ®ao 	bÝch ngäc trang thµnh nhÊt thô cao											1	50	10000000
2159		b¹ch nhËt ®¨ng s¬n  väng phong háa,----------------	4	0	Hoµng h«n Èm m· bµng giao hµ 	c«ng chñ tú bµ u o¸n ®a 	Vò TuyÕt ph©n ph©n liªn ®¹i m¹c 	Kh«ng kiÕn bå ®µo nhËp h¸n gia 											1	50	10000000
2160		Hoµng h¹c l©u tiÒn xu©n thñy kho¸t,----------------	4	0	NhÊt b«i hoµn øc cè nh©n v« 	®ç l¨ng tiªu thø qu©n 	®¸o cèt thÞ phong trÇn	tÞch mÞch l©n  ng« §¹o 											1	50	10000000
2161		Nam triÒu tø b¸ch b¸t quü thËp tù,----------------	4	0	®a thiÓu l©u ®µi yªn Vò trung 	Thñy th«n s¬n  qu¸ch töu  kú phong 	Thiªn  lý oanh ®Ò lôc ¸nh giang 	®a thiÓu l©u ®µi phong vò trung 											1	50	10000000
2162		®«ng phong bÊt d­ ch©u  lang tiÖn,----------------	4	0	§ång t­íc xu©n th©m táa nhÞ kiÒu 	tù t­íng ma tÈy nhËn tiÒn triÒu 	®«ng phong bÊt d÷ ch©u lang tiÖn 	triÕt kÝch trÇm sa thiÕt vÞ tiªu 											1	50	10000000
2163		th­¬ng nh÷ bÊt tri vong quèc hËn, ----------------	4	0	c¸ch giang do x­íng hËu ®×nh hoa 	yªn lung Hµn Thñy nguyÖt lung sa 	d¹ b¹c tÇn hoµi cËn töu	lai thêi hoµn h¹ ®ç l¨ng v« 											1	50	10000000
2164		NhÞ thËp tø kiÒu minh nguyÖt d¹,----------------	4	0	Ngäc Nh©n hµ xø  giao xuy tiªu 	Thanh s¬n  Èn Èn thñy diªu  diªu 	Thu tÉn giang Nam th¶o méc®iªu 	diªu t­ëng tö nª phong chiÕu b¹i 											1	50	10000000
2165		®×nh xa to¹ ¸i phong l©m v·n,----------------	4	0	S­¬ng diÖp hång vu nhÞ nguyÖt hoa 	b¹ch v©n sinh xø h÷u nh©n gia 	viÔn th­íng hµn s¬n  th¹ch kÝnh tµ 	l­ ha th©m tr¹ch tÜnh thuú lu©n 											1	50	10000000
2166		trõu ®ao §o¹n Thñy thñy canh l­u,----------------	4	0	cö b«i tiªu sÇu sÇu canh sÇu 	m· phãng b×nh sa d¹ bÊt thu 	v¹n cæ vinh hoa ®¸n mé 	H¾c s¬n  nam diÖn c¸nh v« ch©u 											1	50	10000000
2167		sµng tiÒn Minh nguyÖt quang, ----------------	4	0	nghi thÞ ®Þa th­îng s­¬ng 	cö ®Çu väng minh nguyÖt 	®ª ®Çu t­ cè h­¬ng 	hµ thñy h«n phóc thÇn 											1	50	10000000
2168		tõ mÉu thñ trung tuyÕn,----------------	4	0	du tö th­îng nh©n y 	l©m hµnh mËt mËt phïng 	ý khæng tr× tr× quy 	luyÖn tÝnh tÜnh tª b¹ch 											1	50	10000000
2169		thuú ng«n thèn th¶o t©m,----------------	4	0	b¸o ®¾c tam xu©n huy 	Phong yªn v¹n lý sÇu 	vÞ l©u väng viÖt trung	h­íng v·n ®¨ng l©m xø 											1	50	10000000
2170		Lôc song minh nguyÖt t¹i,----------------	4	0	Thanh sö cæ nh©n kh«ng 	l©m b¹ch V©n v·n 	l­u hËn thö di phong 	Kh¸ch sÇu n¨ng c¬ nhËt											1	50	10000000
2171		TÝch nh©n dÜ thõa b¹ch v©n khø,----------------	4	0	thö ®Þa kh«ng d­ Hoµng h¹c l©u 	b¹ch v©n thiªn t¶i kh«ng du du 	Hoµng h¹c nhÊt khø bÊt phôc ph¶n 	nhËt mé h­¬ng quan hµ xø thÞ 											1	50	10000000
2172		t×nh xuyªn lÞch lÞch h¸n d­¬ng thô,----------------	4	0	ph­¬ng th¶o thª thª anh vò ch©u 	Hoµng h¹c nhÊt khø bÊt phôc ph¶n 	b¹ch v©n thiªn t¶i kh«ng du du 	nhËt mé h­¬ng quan hµ xø thÞ 											1	50	10000000
2173		Ch¸nh thÞ giang nam h¶o phong c¶nh,----------------	4	0	l¹c hoa thêi tiÕt hùu phïng qu©n 	kú v­¬ng tr¹ch lý tÇm th­êng kiÕn 	th«i cöu ®­êng tiÒn kû ®¹c v¨n 	Phong ®¨ng chiÕu d¹ dôc tam canh 											1	50	10000000
2174		l¹c d­¬ng th©n h÷u nh­ t­¬ng vÊn, ---------------- 	4	0	nhÊt phiÕn b¨ng t©m t¹i ngäc hå 	Hµn vò liªn giang d¹ nhËp ng« 	b×nh minh Tèng kh¸ch së s¬n  c« 	phông tröu b×nh minh kim ®iÖn khai 											1	50	10000000
2175		®¶n sø long thµnh phi t­íng t¹i, ----------------	4	0	BÊt gi¸o hå m· ®é ¢m s¬n  	b×nh minh Tèng kh¸ch së s¬n  c« 	Hµn vò liªn giang d¹ nhËp ng« 	phông tröu b×nh minh kim ®iÖn khai 											1	50	10000000
2176		®¹i m¹c phong trÇn nhËt s¾c h«n, ----------------	4	0	Hång kú b¸n quyÓn xuÊt viªn m«n 	tiÒn qu©n d¹ chiÕn thao hµ b¾c 	dÜ b¸o sinh cÇm thæ dôc hån 	t¹c d¹ phong khai lé tØnh ®µo 											1	50	10000000
2177		vÞ thµnh triÒu vò Êp khinh trÇn,----------------	4	0	Kh¸ch x¸ thanh thanh liÔu s¾c t©n 	quÕ ph¸ch s¬ sinh thu lé vi 	khuyÕn qu©n canh tÉn nhÊt b«i töu	khinh la dÜ b¹c vÞ canh y  											1	50	10000000
2178		khuyÕn qu©n canh tÉn nhÊt b«i töu,----------------	4	0	t©y xuÊt d­¬ng quan v« cè nh©n 	Kh¸ch x¸ thanh thanh liÔu s¾c t©n 	quÕ ph¸ch s¬ sinh thu lé vi 	vÞ thµnh triÒu vò Êp khinh trÇn											1	50	10000000
2179		Hång ®Ëu Sinh Nam quèc,----------------	4	0	xu©n lai Ph¸t c¬ chi 	L­u Thñy nh­ H÷u ý 	l¹c  nhËt m·n thu s¬n  	Thanh ai  nhËp khan v« 											1	50	10000000
2180		Nguyªn qu©n ®a biÖn th¶i hiÖt,----------------	4	0	thö vËt tèi t­¬ng t­ 	Hång ®Ëu sinh Nam quèc 	xu©n th¶o minh niªn lôc 	Thiªn khÝ v·n lai thu 											1	50	10000000
2181		®éc t¹i di h­¬ng vi dÞ kh¸ch, ----------------	4	0	mçi phïng giai tiÕt béi t­ th©n	loan d­ quýnh xuÊt thiªn m«n liÔu 	c¸c ®¹o håi khan th­îng uyÓn hoa 	vi thõa d­¬ng khÝ hµnh thêi lÖnh											1	50	10000000
2182		diªu tri huynh ®Ö ®¨ng cao xø, ----------------	4	0	biªn th¸p chu du thiÓu nhÊt nh©n 	BÊt thÞ thÇn du ngo¹n vËt hoa 	thÇn diªu ngäc béi xu kim ®iÖn 	s¬n  trung  tËp tÜnh  qu¸n triÒu cÈn 											1	50	10000000
2183		m¹c m¹c thñy ®iÒn phi b¹ch lé, ---------------	4	0	¢m ©m h¹ méc chuyªn hoµng ly 	s¬n  trung  tËp tÜnh  qu¸n triÒu cÈn 	t«ng h¹ thanh trai chiÕt lé quú 	D· l·o d÷ nh©n tranh tÞch b¹i 											1	50	10000000
2184		thµnh khuyÕt phô tam tÇn, ----------------	4	0	Phong yªn väng ngò t©n 	thÇn chinh ph¹m yªn ®¾ng 	tÞch ®iÒm t¹i V©n quan 	Phong c¶nh tró li hoan 											1	50	10000000
2185		H¶i néi tån tri kû, ----------------	4	0	Thiªn nhai nh­îc bØ l©n 	qu©n V­¬ng v« xø së 	®µi t¹ nh­îc b×nh sinh 	¸ l¨ng t«ng gi¶ l·nh 											1	50	10000000
2186		®«ng biªn nhËt ®Çu ¸  biªn vò, ----------------	4	0	§¹o thÞ v« t×nh kh­íc h÷u t×nh 	v¨n lang giang th­îng x­íng ca thanh 	d­¬ng liÔu thanh thanh giang thñy b×nh 	s¬n  th­îng t»ng t»ng ®µo lý hoa 											1	50	10000000
2187		Hoa Hång dÞ suy tù lang ý, ----------------	4	0	Thñy l­u v« h¹n tù n«ng sÇu 	s¬n  ®µo hång hoa m·n th­îng ®Çu 	thôc giang xu©n thñy ph¸ch s¬n  l­u 	V©n d¶n nhµn yªn háa thÞ nh©n gia 											1	50	10000000
2188		D· kho¸ng thiªn ®ª thô, ----------------	4	0	giang thanh nguyÖt cËn nh©n 	di ch©u b¹c yªn chö 	nhËt mé kh¸ch sÇu t©n 	®oan c­ sØ th¸nh minh 											1	50	10000000
2189		xu©n miªn bÊt cèc hiÓu, ----------------	4	0	xø xø v¨n ®Ò ®iÓu 	s¬n  quang hèt ¸ l¹c  	Tr× nguyÖt tiÖm ®«ng th­íng 	d¹ lai phong vò thanh 											1	50	10000000
2190		d¹ lai Phong vò thanh, ----------------	4	0	Hoa l¹c tri ®a thiÓu 	c¶m thö hoµi cè nh©n 	b¸t quü nguyÖt hå thñy b×nh 	khÝ ch­ng v©n méng tr¹ch 											1	50	10000000
2191		Lôc thô th«n biªn hîp, ----------------	4	0	Thanh s¬n  qu¸ch ngo¹i tµ 	Hoµng Kim nhiªn quÕ tÉn  	cè nh©n cô kª thö 	yªu ng· chÝ®iÒn gia 											1	50	10000000
2192		§·i ®¸otrïng d­¬ng nhËt, ----------------	4	0	hoµn lai tùu cóc hoa 	khai hiªn diÖn tr­êng bæ 	b¶ töu tho¹i tang l©m	§·i ®¸o trïng d­¬ng nhËt 											1	50	10000000
2193		Phong minh l­ìng ng¹n diÖp, ----------------	4	0	nguyÖt chiÕu nhÊt c« ch©u 	s¬n  minh thÝnh viªn sÇu 	th­¬ng giang cÊp d¹ l­u 	v¨n thuyÕt mai hoa t¶o 											1	50	10000000
2194		tam thËp c«ng danh trÇn d÷ thæ, ----------------	4	0	b¸t  Thiªn lý Lé V©n hoµ nguyÖt 	nhÊt tr­êng sÇu méng töu tØnh thêi 	Töu diªn ca tÞch m¹c tõ tÇn 	khuyÕn qu©n m¹c t¸c ®éc tØnh nh©n 											1	50	10000000
2195		tr¸ng sÜ c¬ san  hå lç nhôc, ----------------	4	0	tiÕu ®µm kh¸t Èm hung n« huyÕt 	m·n môc s¬n  hµ kh«ng niÖm viÔn 	nhÊt h­íng niªn quang h÷u h¹n th©n 	tÕ to¸n phï sinh thiªn  v¹n tù 											1	50	10000000
