0:1	Account: banhang	 Name: 0988207491	 Level: 80	 IP Address: 118.71.192.99 : 25857
8:0	Account: vunguyen1986	 Name: ThienNhan	 Level: 80	 IP Address: 27.75.46.206 : 50189
8:0	Account: vunguyen1986	 Name: 666666666	 Level: 82	 IP Address: 27.75.46.206 : 50191
8:4	Account: timlaivohien4	 Name: EyeSmile10	 Level: 80	 IP Address: 14.233.97.112 : 15713
8:4	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50299
8:4	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50301
8:6	Account: tuanlovekun	 Name: 1StÙThiªnÙNhÉn	 Level: 102	 IP Address: 171.241.118.130 : 51214
8:7	Account: tuanlovekun1	 Name: 2StÙThiªnÙNhÉn	 Level: 98	 IP Address: 171.241.118.130 : 51218
8:7	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50308
8:7	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50309
8:7	Account: tuanlovekun2	 Name: 3StÙThiªnÙNhÉn	 Level: 102	 IP Address: 171.241.118.130 : 51222
8:9	Account: tuanlovekun3	 Name: 4StÙThiªnÙNhÉn	 Level: 100	 IP Address: 171.241.118.130 : 51234
8:9	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50314
8:9	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50316
8:10	Account: tuanlovekun5	 Name: §­êngÙM«n	 Level: 111	 IP Address: 171.241.118.130 : 51240
8:15	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 119	 IP Address: 27.73.149.169 : 49160
8:16	Account: hieuham1996	 Name: TriÖuÙTöÙLong	 Level: 113	 IP Address: 27.73.149.169 : 49162
8:16	Account: hieuham1996	 Name: TriÖuÙTöÙLong	 Level: 113	 IP Address: 27.73.149.169 : 49166
8:18	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50321
8:18	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50323
8:18	Account: banhang	 Name: 0988207491	 Level: 80	 IP Address: 27.73.149.169 : 49168
8:19	Account: banhang1	 Name: 0988207491t	 Level: 80	 IP Address: 27.73.149.169 : 49170
8:19	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50326
8:19	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50327
8:19	Account: banhang1	 Name: 1234566789	 Level: 90	 IP Address: 27.73.149.169 : 49172
8:20	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 119	 IP Address: 27.73.149.169 : 13791
8:20	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50332
8:20	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50334
8:21	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50341
8:21	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50342
8:29	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50345
8:29	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50346
8:35	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 125	 IP Address: 183.80.160.143 : 51380
8:35	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50352
8:35	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50353
8:35	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 104	 IP Address: 183.80.160.143 : 51382
8:35	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 103	 IP Address: 183.80.160.143 : 51384
8:35	Account: nonhanvd	 Name: Tr­¬ngÙCh©nÙNh©n	 Level: 80	 IP Address: 183.80.160.143 : 51386
8:36	Account: nonhanvd	 Name: Vâ§angÙCh©nÙNh©n	 Level: 101	 IP Address: 183.80.160.143 : 51388
8:36	Account: nonhantn1	 Name: Th¸nhÙC«	 Level: 104	 IP Address: 183.80.160.143 : 51390
8:37	Account: nonhannd	 Name: MécÙUyÓnÙThanh	 Level: 85	 IP Address: 183.80.160.143 : 51392
8:45	Account: minhtrand6	 Name: BÐÙMóp	 Level: 101	 IP Address: 14.174.119.34 : 49305
8:48	Account: banhang1	 Name: 1234566789	 Level: 90	 IP Address: 27.73.149.169 : 13833
8:51	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50357
8:51	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50359
8:53	Account: minhtrand3	 Name: HáaÙLongÙTµÙNh©n	 Level: 103	 IP Address: 14.174.119.34 : 49363
8:53	Account: hieuham1996	 Name: TriÖuÙTöÙLong	 Level: 113	 IP Address: 27.73.149.169 : 49186
8:55	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50365
8:55	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50366
8:56	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50370
8:56	Account: minhtrand20	 Name: sanboss2	 Level: 81	 IP Address: 14.174.119.34 : 49377
8:56	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50372
8:56	Account: minhtrand20	 Name: sanboss1	 Level: 80	 IP Address: 14.174.119.34 : 49379
8:56	Account: minhtrand20	 Name: 332131321	 Level: 80	 IP Address: 14.174.119.34 : 49381
8:57	Account: minhtrand21	 Name: sanboss3	 Level: 80	 IP Address: 14.174.119.34 : 49383
8:57	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50375
8:57	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50376
8:57	Account: minhtrand21	 Name: sanboss4	 Level: 80	 IP Address: 14.174.119.34 : 49385
8:57	Account: minhtrand21	 Name: sanboss7	 Level: 80	 IP Address: 14.174.119.34 : 49388
8:57	Account: minhtrand22	 Name: sanboss12	 Level: 80	 IP Address: 14.174.119.34 : 49390
8:57	Account: minhtrand22	 Name: sanboss5	 Level: 80	 IP Address: 14.174.119.34 : 49394
8:58	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50380
8:58	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50382
9:6	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 49420
9:8	Account: timlaivohien5	 Name: EyeSmile11	 Level: 80	 IP Address: 14.233.97.112 : 38913
9:9	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50393
9:10	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50397
9:10	Account: timlaivohien4	 Name: EyeSmile12	 Level: 80	 IP Address: 14.233.97.112 : 44097
9:11	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50400
9:13	Account: luukt53	 Name: NgoalongVD	 Level: 127	 IP Address: 115.75.51.168 : 62614
9:18	Account: minhtrand23	 Name: sanboss8	 Level: 81	 IP Address: 14.174.119.34 : 49477
9:18	Account: sarin1990	 Name: DocDepGhe	 Level: 86	 IP Address: 116.110.119.64 : 53879
9:18	Account: minhtrand23	 Name: sanboss06	 Level: 80	 IP Address: 14.174.119.34 : 49479
9:18	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50407
9:19	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50409
9:21	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50412
9:21	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50414
9:21	Account: minhtrand24	 Name: sanboss9	 Level: 80	 IP Address: 14.174.119.34 : 49481
9:22	Account: minhtrand25	 Name: sanboss10	 Level: 80	 IP Address: 14.174.119.34 : 49483
9:22	Account: minhtrand26	 Name: sanboss11	 Level: 80	 IP Address: 14.174.119.34 : 49487
9:22	Account: minhtrand27	 Name: sanboss13	 Level: 80	 IP Address: 14.174.119.34 : 49490
9:24	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50418
9:24	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50420
9:24	Account: timlaivohien5	 Name: EyeSmile11	 Level: 80	 IP Address: 14.233.97.112 : 14145
9:24	Account: luukt51	 Name: NgoaLongTN	 Level: 94	 IP Address: 115.75.51.168 : 62816
9:24	Account: minhvu25091990	 Name: DocXinh	 Level: 81	 IP Address: 116.110.119.64 : 53939
9:24	Account: minhvu25091990	 Name: DocXinh2	 Level: 81	 IP Address: 116.110.119.64 : 53942
9:25	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50424
9:25	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50426
9:26	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 14.174.119.34 : 49495
9:27	Account: minhtrand27	 Name: sanboss13	 Level: 80	 IP Address: 14.174.119.34 : 49501
9:28	Account: minhtrand7	 Name: buffbuff	 Level: 80	 IP Address: 14.174.119.34 : 49508
9:28	Account: minhtrand7	 Name: ancuopday	 Level: 80	 IP Address: 14.174.119.34 : 49511
9:28	Account: minhtrand8	 Name: 8657575	 Level: 80	 IP Address: 14.174.119.34 : 49514
9:29	Account: minhtrand8	 Name: 313131	 Level: 80	 IP Address: 14.174.119.34 : 49517
9:30	Account: minhtrand8	 Name: cuopcuop	 Level: 80	 IP Address: 14.174.119.34 : 49523
9:31	Account: minhtrand9	 Name: 3213131	 Level: 80	 IP Address: 14.174.119.34 : 49527
9:31	Account: minhtrand9	 Name: talaancuop	 Level: 80	 IP Address: 14.174.119.34 : 49529
9:31	Account: minhtrand9	 Name: 098080	 Level: 80	 IP Address: 14.174.119.34 : 49531
9:34	Account: minhvu25091990	 Name: DocXinh	 Level: 81	 IP Address: 116.110.119.64 : 54017
9:37	Account: minhtrand10	 Name: trumaancuop	 Level: 80	 IP Address: 14.174.119.34 : 49546
9:37	Account: minhtrand10	 Name: sanboss6	 Level: 80	 IP Address: 14.174.119.34 : 49548
9:37	Account: minhtrand10	 Name: 32131311	 Level: 80	 IP Address: 14.174.119.34 : 49550
9:37	Account: minhtrand11	 Name: 313133	 Level: 80	 IP Address: 14.174.119.34 : 49552
9:37	Account: minhtrand11	 Name: 443243242	 Level: 80	 IP Address: 14.174.119.34 : 49554
9:37	Account: minhtrand11	 Name: 23123213	 Level: 80	 IP Address: 14.174.119.34 : 49556
9:37	Account: minhtrand12	 Name: 65456464	 Level: 80	 IP Address: 14.174.119.34 : 49558
9:37	Account: minhtrand12	 Name: 322312	 Level: 80	 IP Address: 14.174.119.34 : 49560
9:38	Account: vunguyen1989	 Name: khongbietten	 Level: 98	 IP Address: 27.75.46.206 : 50532
9:38	Account: minhtrand16	 Name: 313123	 Level: 80	 IP Address: 14.174.119.34 : 49565
9:38	Account: minhtrand16	 Name: 32131321	 Level: 80	 IP Address: 14.174.119.34 : 49567
9:38	Account: vunguyen1988	 Name: 111111111	 Level: 101	 IP Address: 27.75.46.206 : 50535
9:39	Account: vunguyen1984	 Name: BinBin	 Level: 91	 IP Address: 27.75.46.206 : 50537
9:40	Account: minhtrand16	 Name: 321313134	 Level: 80	 IP Address: 14.174.119.34 : 49575
9:40	Account: minhtrand15	 Name: 321321	 Level: 80	 IP Address: 14.174.119.34 : 49577
9:40	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50429
9:40	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50431
9:40	Account: minhtrand20	 Name: 332131321	 Level: 80	 IP Address: 14.174.119.34 : 49581
9:41	Account: 84vunguyen	 Name: TiemTapHoa	 Level: 80	 IP Address: 27.75.46.206 : 50605
9:42	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50434
9:44	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50438
9:44	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50440
9:45	Account: minhtrand21	 Name: sanboss4	 Level: 80	 IP Address: 14.174.119.34 : 49592
9:45	Account: timlaivohien4	 Name: EyeSmile10	 Level: 80	 IP Address: 14.233.97.112 : 57601
9:46	Account: timlaivohien4	 Name: EyeSmile8	 Level: 80	 IP Address: 14.233.97.112 : 57953
9:47	Account: minhtrand6	 Name: buffbuffbuff	 Level: 80	 IP Address: 14.174.119.34 : 49598
9:47	Account: minhtrand7	 Name: buffbuff	 Level: 80	 IP Address: 14.174.119.34 : 49601
9:47	Account: minhtrand7	 Name: ancuopday	 Level: 80	 IP Address: 14.174.119.34 : 49603
9:47	Account: minhtrand27	 Name: sanboss13	 Level: 80	 IP Address: 14.174.119.34 : 49606
9:48	Account: minhtrand26	 Name: sanboss11	 Level: 80	 IP Address: 14.174.119.34 : 49608
9:48	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50442
9:48	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50444
9:48	Account: minhtrand23	 Name: sanboss8	 Level: 81	 IP Address: 14.174.119.34 : 49610
9:48	Account: minhtrand23	 Name: sanboss06	 Level: 80	 IP Address: 14.174.119.34 : 49612
9:49	Account: minhtrand22	 Name: sanboss12	 Level: 80	 IP Address: 14.174.119.34 : 49614
9:50	Account: minhtrand7	 Name: buffbuff	 Level: 80	 IP Address: 14.174.119.34 : 49616
9:50	Account: minhtrand7	 Name: ancuopday	 Level: 80	 IP Address: 14.174.119.34 : 49618
9:50	Account: minhtrand8	 Name: 8657575	 Level: 80	 IP Address: 14.174.119.34 : 49620
9:50	Account: minhtrand8	 Name: 313131	 Level: 80	 IP Address: 14.174.119.34 : 49622
9:50	Account: minhtrand8	 Name: cuopcuop	 Level: 80	 IP Address: 14.174.119.34 : 49624
9:50	Account: minhtrand9	 Name: 3213131	 Level: 80	 IP Address: 14.174.119.34 : 49626
9:50	Account: minhtrand9	 Name: talaancuop	 Level: 80	 IP Address: 14.174.119.34 : 49628
9:51	Account: minhtrand9	 Name: 098080	 Level: 80	 IP Address: 14.174.119.34 : 49630
9:51	Account: minhtrand10	 Name: trumaancuop	 Level: 80	 IP Address: 14.174.119.34 : 49633
9:51	Account: minhtrand10	 Name: sanboss6	 Level: 80	 IP Address: 14.174.119.34 : 49635
9:51	Account: minhtrand10	 Name: 32131311	 Level: 80	 IP Address: 14.174.119.34 : 49637
9:51	Account: minhtrand11	 Name: 313133	 Level: 80	 IP Address: 14.174.119.34 : 49641
9:51	Account: minhtrand11	 Name: 443243242	 Level: 80	 IP Address: 14.174.119.34 : 49643
9:51	Account: minhtrand11	 Name: 23123213	 Level: 80	 IP Address: 14.174.119.34 : 49645
9:51	Account: minhtrand12	 Name: 65456464	 Level: 80	 IP Address: 14.174.119.34 : 49649
9:52	Account: minhtrand12	 Name: 322312	 Level: 80	 IP Address: 14.174.119.34 : 49652
9:52	Account: minhtrand12	 Name: 3213131111	 Level: 80	 IP Address: 14.174.119.34 : 49654
9:52	Account: minhtrand13	 Name: 32131111122	 Level: 80	 IP Address: 14.174.119.34 : 49656
9:52	Account: minhvu25091990	 Name: DocXinh2	 Level: 81	 IP Address: 116.110.119.64 : 52760
9:52	Account: minhvu25091990	 Name: Kamikaze	 Level: 83	 IP Address: 116.110.119.64 : 54162
9:52	Account: minhtrand13	 Name: 3242400	 Level: 80	 IP Address: 14.174.119.34 : 49672
9:52	Account: minhtrand13	 Name: 31231310	 Level: 80	 IP Address: 14.174.119.34 : 49674
9:53	Account: minhtrand14	 Name: 32131312	 Level: 80	 IP Address: 14.174.119.34 : 49678
9:53	Account: minhtrand14	 Name: 213131	 Level: 80	 IP Address: 14.174.119.34 : 49680
9:53	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 116.110.119.64 : 54170
9:53	Account: minhtrand14	 Name: 3113120	 Level: 80	 IP Address: 14.174.119.34 : 49682
9:53	Account: minhtrand15	 Name: 321321	 Level: 80	 IP Address: 14.174.119.34 : 49684
9:53	Account: minhtrand15	 Name: 3132131	 Level: 80	 IP Address: 14.174.119.34 : 49686
9:53	Account: minhvu25091990	 Name: DocXinh	 Level: 81	 IP Address: 116.110.119.64 : 54174
9:53	Account: minhtrand15	 Name: 311323444	 Level: 80	 IP Address: 14.174.119.34 : 49688
9:53	Account: minhtrand16	 Name: 313123	 Level: 80	 IP Address: 14.174.119.34 : 49691
9:54	Account: minhtrand16	 Name: 32131321	 Level: 80	 IP Address: 14.174.119.34 : 49693
9:54	Account: minhtrand16	 Name: 321313134	 Level: 80	 IP Address: 14.174.119.34 : 49695
9:54	Account: minhtrand17	 Name: 0659684658	 Level: 80	 IP Address: 14.174.119.34 : 49698
9:56	Account: minhtrand21	 Name: sanboss7	 Level: 80	 IP Address: 14.174.119.34 : 49707
9:56	Account: minhtrand21	 Name: sanboss4	 Level: 80	 IP Address: 14.174.119.34 : 49709
9:57	Account: minhtrand22	 Name: sanboss5	 Level: 80	 IP Address: 14.174.119.34 : 49711
9:57	Account: minhtrand23	 Name: sanboss8	 Level: 81	 IP Address: 14.174.119.34 : 49714
9:58	Account: minhtrand23	 Name: sanboss06	 Level: 80	 IP Address: 14.174.119.34 : 49717
9:58	Account: 83vunguyen	 Name: TaLaThang	 Level: 80	 IP Address: 27.75.46.206 : 51054
9:58	Account: minhtrand24	 Name: sanboss9	 Level: 80	 IP Address: 14.174.119.34 : 49720
9:58	Account: minhtrand25	 Name: sanboss10	 Level: 80	 IP Address: 14.174.119.34 : 49722
9:59	Account: minhtrand26	 Name: sanboss11	 Level: 80	 IP Address: 14.174.119.34 : 49724
9:59	Account: 83vunguyen	 Name: AnhThang	 Level: 80	 IP Address: 27.75.46.206 : 51056
10:0	Account: minhtrand27	 Name: sanboss13	 Level: 80	 IP Address: 14.174.119.34 : 49726
10:0	Account: 83vunguyen	 Name: ThangDepTrai	 Level: 80	 IP Address: 27.75.46.206 : 51058
10:1	Account: vunguyen1983	 Name: Thiennhan	 Level: 87	 IP Address: 27.75.46.206 : 51060
10:1	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50450
10:1	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50452
10:1	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 14.174.119.34 : 49731
10:1	Account: 85vunguyen	 Name: NgocNgoc	 Level: 80	 IP Address: 27.75.46.206 : 51063
10:2	Account: minhtrand5	 Name: LÇyÙAÙMinh	 Level: 101	 IP Address: 14.174.119.34 : 49733
10:5	Account: saluci	 Name: DocXinh3	 Level: 81	 IP Address: 116.110.119.64 : 52408
10:5	Account: 83vunguyen	 Name: TaLaThang	 Level: 80	 IP Address: 27.75.46.206 : 51065
10:6	Account: 83vunguyen	 Name: AnhThang	 Level: 80	 IP Address: 27.75.46.206 : 51067
10:7	Account: 83vunguyen	 Name: ThangDepTrai	 Level: 80	 IP Address: 27.75.46.206 : 51069
10:8	Account: 85vunguyen	 Name: NgocNgoc	 Level: 80	 IP Address: 27.75.46.206 : 51071
10:8	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 14.174.119.34 : 49758
10:10	Account: saluci	 Name: DocXinh5	 Level: 81	 IP Address: 116.110.119.64 : 52228
10:10	Account: saluci	 Name: DocXinh4	 Level: 81	 IP Address: 116.110.119.64 : 54318
10:11	Account: hiennguyenag199	 Name: DocCoTinhMoc	 Level: 82	 IP Address: 115.78.114.219 : 50198
10:11	Account: sarin	 Name: DocXinh6	 Level: 82	 IP Address: 116.110.119.64 : 54323
10:11	Account: minhtrand29	 Name: 321313111122	 Level: 80	 IP Address: 14.174.119.34 : 49766
10:11	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50456
10:11	Account: saluci	 Name: DocXinh3	 Level: 81	 IP Address: 116.110.119.64 : 54332
10:12	Account: hiennguyenag10	 Name: MocQueAnh	 Level: 80	 IP Address: 115.78.114.219 : 50206
10:12	Account: hiennguyenag10	 Name: HoaLongAG1	 Level: 81	 IP Address: 115.78.114.219 : 50215
10:13	Account: minhtrand28	 Name: sanboss14	 Level: 80	 IP Address: 14.174.119.34 : 50458
10:13	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50460
10:15	Account: sarin1	 Name: DocXinh9	 Level: 81	 IP Address: 14.174.119.34 : 49775
10:15	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50466
10:15	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50467
10:16	Account: 84vunguyen	 Name: TiemTapHoa	 Level: 80	 IP Address: 27.75.46.206 : 51329
10:17	Account: sarin1	 Name: DocXinh10	 Level: 81	 IP Address: 14.174.119.34 : 49779
10:17	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50471
10:17	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50472
10:18	Account: sarin1	 Name: DocXinh11	 Level: 81	 IP Address: 14.174.119.34 : 49782
10:19	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 14.174.119.34 : 49786
10:20	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50478
10:20	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50479
10:20	Account: sarin1	 Name: DocXinh9	 Level: 81	 IP Address: 14.174.119.34 : 49788
10:20	Account: sarin1	 Name: DocXinh10	 Level: 81	 IP Address: 14.174.119.34 : 49790
10:21	Account: hiennguyenag12	 Name: CayTienAG	 Level: 1	 IP Address: 115.78.114.219 : 50276
10:21	Account: sarin1	 Name: DocXinh11	 Level: 81	 IP Address: 14.174.119.34 : 49792
10:21	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 14.174.119.34 : 49794
10:21	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 14.174.119.34 : 49796
10:22	Account: sarin2	 Name: DocXinh13	 Level: 82	 IP Address: 14.174.119.34 : 49798
10:22	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50482
10:22	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50483
10:22	Account: saluci	 Name: DocXinh5	 Level: 81	 IP Address: 116.110.119.64 : 52431
10:23	Account: sarin3	 Name: DocXinh16	 Level: 81	 IP Address: 14.174.119.34 : 49802
10:24	Account: sarin3	 Name: DocXinh15	 Level: 81	 IP Address: 14.174.119.34 : 49804
10:25	Account: sarin3	 Name: DocXinh17	 Level: 84	 IP Address: 14.174.119.34 : 49806
10:26	Account: sarin4	 Name: DocXinh20	 Level: 81	 IP Address: 14.174.119.34 : 49808
10:26	Account: sarin4	 Name: DocXinh18	 Level: 81	 IP Address: 14.174.119.34 : 49811
10:27	Account: sarin4	 Name: DocXinh19	 Level: 84	 IP Address: 14.174.119.34 : 49813
10:27	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 14.174.119.34 : 49815
10:28	Account: hiennguyenag13	 Name: ÙCayTienAG1Ù	 Level: 1	 IP Address: 115.78.114.219 : 50319
10:28	Account: 83vunguyen	 Name: TaLaThang	 Level: 80	 IP Address: 27.75.46.206 : 51585
10:28	Account: 83vunguyen	 Name: AnhThang	 Level: 80	 IP Address: 27.75.46.206 : 51587
10:28	Account: 83vunguyen	 Name: ThangDepTrai	 Level: 80	 IP Address: 27.75.46.206 : 51589
10:29	Account: minhtrand7	 Name: buffbuff	 Level: 80	 IP Address: 14.174.119.34 : 49818
10:31	Account: hiennguyenag14	 Name: ÙCayTienAG2Ù	 Level: 1	 IP Address: 115.78.114.219 : 50344
10:31	Account: minhtrand20	 Name: sanboss2	 Level: 81	 IP Address: 14.174.119.34 : 49821
10:32	Account: minhtrand20	 Name: sanboss1	 Level: 80	 IP Address: 14.174.119.34 : 49824
10:32	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50487
10:32	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50488
10:34	Account: saluci	 Name: DocXinh4	 Level: 81	 IP Address: 116.110.119.64 : 54509
10:36	Account: hiennguyenag15	 Name: ÙCayTienAG3Ù	 Level: 1	 IP Address: 115.78.114.219 : 50377
10:37	Account: luukt56	 Name: NgoalongND	 Level: 96	 IP Address: 115.75.51.168 : 48082
10:37	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50493
10:38	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50495
10:39	Account: ctcshxt2	 Name: CTCÙTiÒnÙ02	 Level: 86	 IP Address: 113.189.120.183 : 51363
10:39	Account: ctcshxt1	 Name: CTCÙTiÒnÙ01	 Level: 87	 IP Address: 113.189.120.183 : 51364
10:39	Account: ctcshxt4	 Name: CTCÙTiÒnÙ04	 Level: 87	 IP Address: 113.189.120.183 : 51365
10:39	Account: tranvinh02	 Name: HuúnhÙNi	 Level: 97	 IP Address: 113.189.120.183 : 49438
10:39	Account: tranvinh04	 Name: B­ímÙEmÙCãÙ§éc	 Level: 103	 IP Address: 113.189.120.183 : 49440
10:39	Account: tranvinh05	 Name: 75ÙNhíÙMétÙNg­êi	 Level: 98	 IP Address: 113.189.120.183 : 49441
10:39	Account: ctcshxt3	 Name: CTCÙTiÒnÙ03	 Level: 84	 IP Address: 113.189.120.183 : 51369
10:39	Account: tranvinh03	 Name: ItsÙMyLife	 Level: 97	 IP Address: 113.189.120.183 : 49444
10:39	Account: tranvinh06	 Name: ThiªnÙ§ÞaÙV«ÙCù	 Level: 98	 IP Address: 113.189.120.183 : 49448
10:39	Account: ctcshxt6	 Name: CTCÙTiÒnÙ06	 Level: 87	 IP Address: 113.189.120.183 : 51374
10:39	Account: tranvinh01	 Name: Ù2SaoÙ1g¹ch	 Level: 104	 IP Address: 113.189.120.183 : 49451
10:40	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50500
10:40	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50502
10:40	Account: timlaivohien	 Name: EyeSmile	 Level: 97	 IP Address: 14.233.97.112 : 41153
10:40	Account: hiennguyenag15	 Name: ÙCayTienAG3Ù	 Level: 80	 IP Address: 115.78.114.219 : 50415
10:40	Account: saluci	 Name: DocXinh4	 Level: 81	 IP Address: 116.110.119.64 : 54561
10:40	Account: ctcshxt5	 Name: CTCÙTiÒnÙ05	 Level: 87	 IP Address: 113.189.120.183 : 51377
10:41	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50506
10:41	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50508
