0:2	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51432
9:5	Account: sarin4	 Name: DocXinh19	 Level: 84	 IP Address: 116.110.119.64 : 50280
9:5	Account: minhtrand7	 Name: ancuopday	 Level: 80	 IP Address: 14.174.119.34 : 49435
9:5	Account: sarin4	 Name: DocXinh18	 Level: 81	 IP Address: 116.110.119.64 : 50282
9:5	Account: minhtrand8	 Name: 8657575	 Level: 80	 IP Address: 14.174.119.34 : 49437
9:5	Account: minhtrand8	 Name: 313131	 Level: 80	 IP Address: 14.174.119.34 : 49439
9:5	Account: minhtrand8	 Name: cuopcuop	 Level: 80	 IP Address: 14.174.119.34 : 49441
9:6	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 116.110.119.64 : 50287
9:6	Account: minhtrand9	 Name: 3213131	 Level: 80	 IP Address: 14.174.119.34 : 49443
9:6	Account: minhtrand9	 Name: talaancuop	 Level: 80	 IP Address: 14.174.119.34 : 49445
9:6	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51959
9:6	Account: minhtrand9	 Name: 098080	 Level: 80	 IP Address: 14.174.119.34 : 49447
9:6	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51961
9:6	Account: minhtrand10	 Name: trumaancuop	 Level: 80	 IP Address: 14.174.119.34 : 49449
9:6	Account: minhtrand6	 Name: BÐÙMóp	 Level: 101	 IP Address: 14.174.119.34 : 49451
9:6	Account: minhtrand25	 Name: sanboss10	 Level: 81	 IP Address: 14.174.119.34 : 49453
9:7	Account: kingvl1	 Name: HáaLongCaCa	 Level: 92	 IP Address: 118.71.198.28 : 5793
9:8	Account: kingvl2	 Name: HDÙSÇuThiªnThu	 Level: 83	 IP Address: 118.71.198.28 : 11822
9:8	Account: sarin4	 Name: DocXinh19	 Level: 84	 IP Address: 116.110.119.64 : 10555
9:9	Account: kingvl3	 Name: HDÙNgòÙ§écÙAnhCÈ	 Level: 82	 IP Address: 118.71.198.28 : 19844
9:9	Account: kingvl5	 Name: HDÙTh¶o	 Level: 87	 IP Address: 118.71.198.28 : 38001
9:10	Account: banhang1	 Name: 0988207491t	 Level: 80	 IP Address: 118.71.198.28 : 2856
9:11	Account: banhang1	 Name: 1234566789	 Level: 91	 IP Address: 118.71.198.28 : 55636
9:12	Account: ribi01	 Name: RiBi01	 Level: 110	 IP Address: 14.167.83.83 : 4253
9:14	Account: usd001	 Name: USD001	 Level: 95	 IP Address: 14.167.83.83 : 4271
9:15	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51965
9:15	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51968
9:16	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51971
9:16	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51972
9:19	Account: sarin4	 Name: DocXinh18	 Level: 81	 IP Address: 116.110.119.64 : 50484
9:20	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51974
9:20	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51976
9:22	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51982
9:22	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51983
9:30	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51987
9:30	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 51988
9:31	Account: sarin4	 Name: DocXinh20	 Level: 81	 IP Address: 116.110.119.64 : 50621
9:33	Account: banhang	 Name: 0988207491	 Level: 80	 IP Address: 118.71.198.28 : 46493
9:34	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 118.71.198.28 : 1515
9:35	Account: banhang1	 Name: 1234566789	 Level: 91	 IP Address: 118.71.198.28 : 7059
9:39	Account: sangtpbrvt	 Name: SangTp	 Level: 121	 IP Address: 113.174.82.17 : 49813
9:40	Account: sangtpbrvt	 Name: SangTp	 Level: 121	 IP Address: 113.174.82.17 : 49815
9:42	Account: sarin3	 Name: DocXinh16	 Level: 81	 IP Address: 116.110.119.64 : 50758
9:43	Account: 85vunguyen	 Name: NgocNgoc	 Level: 80	 IP Address: 27.75.46.206 : 50484
9:43	Account: sangtpbrvt6	 Name: werwerwer	 Level: 80	 IP Address: 113.174.82.17 : 49817
9:43	Account: kingvl1	 Name: HáaLongCaCa	 Level: 92	 IP Address: 118.71.198.28 : 54366
9:44	Account: sangtpbrvt17	 Name: sfsgsg	 Level: 1	 IP Address: 113.174.82.17 : 49820
9:44	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 119	 IP Address: 42.118.58.118 : 54243
9:45	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 102	 IP Address: 14.174.119.34 : 49761
9:45	Account: banhang1	 Name: 1234566789	 Level: 91	 IP Address: 118.71.198.28 : 25390
9:46	Account: sangtpbrvt2	 Name: SangTp222	 Level: 100	 IP Address: 113.174.82.17 : 49827
9:47	Account: huynhtrongtri12	 Name: KiÕmPhongKim	 Level: 100	 IP Address: 42.118.58.118 : 54245
9:48	Account: timlaivohien	 Name: EyeSmile	 Level: 97	 IP Address: 14.233.97.112 : 47905
9:49	Account: huynhtrongtri14	 Name: DoPhoHoangKim1	 Level: 80	 IP Address: 42.118.58.118 : 54249
9:49	Account: huynhtrongtri14	 Name: DoPhoHoangKim1	 Level: 80	 IP Address: 42.118.58.118 : 54251
9:49	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 113	 IP Address: 42.118.58.118 : 54253
9:50	Account: timlaivohien1	 Name: EyeSmile2	 Level: 91	 IP Address: 14.233.97.112 : 54593
9:51	Account: sangtpbrvt3	 Name: SangTp333	 Level: 93	 IP Address: 113.174.82.17 : 49831
9:54	Account: sarin3	 Name: DocXinh15	 Level: 81	 IP Address: 116.110.119.64 : 50913
9:57	Account: timlaivohien2	 Name: EyeSmile6	 Level: 90	 IP Address: 14.233.97.112 : 22977
9:57	Account: sangtpbrvt4	 Name: SangTp444	 Level: 94	 IP Address: 113.174.82.17 : 49836
9:58	Account: huynhtrongtri13	 Name: B¨ngS¸tNéiC«ng	 Level: 102	 IP Address: 42.118.58.118 : 54256
10:2	Account: sangtpbrvt11	 Name: money4	 Level: 84	 IP Address: 113.174.82.17 : 49841
10:2	Account: huynhtrongtri15	 Name: HáaS¸tNéiC«ng	 Level: 101	 IP Address: 42.118.58.118 : 54258
10:4	Account: sangtpbrvt13	 Name: money5	 Level: 82	 IP Address: 113.174.82.17 : 49844
10:7	Account: sarin3	 Name: DocXinh17	 Level: 84	 IP Address: 116.110.119.64 : 51077
10:9	Account: timlaivohien1	 Name: EyeSmile2	 Level: 91	 IP Address: 14.233.97.112 : 20641
10:9	Account: huynhtrongtri15	 Name: HáaS¸tNéiC«ng	 Level: 101	 IP Address: 42.118.58.118 : 54260
10:10	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 14.174.119.34 : 49798
10:10	Account: minhtrand7	 Name: buffbuff	 Level: 80	 IP Address: 14.174.119.34 : 49800
10:10	Account: minhtrand7	 Name: ancuopday	 Level: 80	 IP Address: 14.174.119.34 : 49803
10:10	Account: huynhtrongtri16	 Name: L«iS¸tNéiC«ng	 Level: 103	 IP Address: 42.118.58.118 : 54262
10:10	Account: minhtrand8	 Name: 8657575	 Level: 80	 IP Address: 14.174.119.34 : 49805
10:10	Account: minhtrand8	 Name: 313131	 Level: 80	 IP Address: 14.174.119.34 : 49807
10:10	Account: minhtrand8	 Name: cuopcuop	 Level: 80	 IP Address: 14.174.119.34 : 49809
10:10	Account: minhtrand9	 Name: 3213131	 Level: 80	 IP Address: 14.174.119.34 : 49811
10:10	Account: minhtrand9	 Name: talaancuop	 Level: 80	 IP Address: 14.174.119.34 : 49813
10:10	Account: minhtrand9	 Name: 098080	 Level: 80	 IP Address: 14.174.119.34 : 49815
10:10	Account: minhtrand10	 Name: trumaancuop	 Level: 80	 IP Address: 14.174.119.34 : 49817
10:11	Account: minhtrand10	 Name: sanboss6	 Level: 80	 IP Address: 14.174.119.34 : 49819
10:11	Account: minhtrand10	 Name: 32131311	 Level: 80	 IP Address: 14.174.119.34 : 49821
10:11	Account: timlaivohien1	 Name: EyeSmile2	 Level: 91	 IP Address: 14.233.97.112 : 24769
10:11	Account: minhtrand11	 Name: 313133	 Level: 80	 IP Address: 14.174.119.34 : 49823
10:11	Account: minhtrand11	 Name: 443243242	 Level: 80	 IP Address: 14.174.119.34 : 49825
10:11	Account: minhtrand11	 Name: 23123213	 Level: 80	 IP Address: 14.174.119.34 : 49827
10:11	Account: minhtrand12	 Name: 65456464	 Level: 80	 IP Address: 14.174.119.34 : 49829
10:11	Account: minhtrand12	 Name: 322312	 Level: 80	 IP Address: 14.174.119.34 : 49831
10:11	Account: minhtrand12	 Name: 3213131111	 Level: 80	 IP Address: 14.174.119.34 : 49833
10:11	Account: minhtrand13	 Name: 32131111122	 Level: 80	 IP Address: 14.174.119.34 : 49835
10:11	Account: minhtrand13	 Name: 3242400	 Level: 80	 IP Address: 14.174.119.34 : 49837
10:12	Account: sarin3	 Name: DocXinh17	 Level: 84	 IP Address: 116.110.119.64 : 51157
10:12	Account: minhtrand13	 Name: 31231310	 Level: 80	 IP Address: 14.174.119.34 : 49839
10:12	Account: minhtrand14	 Name: 32131312	 Level: 80	 IP Address: 14.174.119.34 : 49841
10:12	Account: sarin3	 Name: DocXinh17	 Level: 84	 IP Address: 116.110.119.64 : 51160
10:12	Account: minhtrand14	 Name: 213131	 Level: 80	 IP Address: 14.174.119.34 : 49843
10:12	Account: sarin3	 Name: DocXinh15	 Level: 81	 IP Address: 116.110.119.64 : 51162
10:12	Account: minhtrand14	 Name: 3113120	 Level: 80	 IP Address: 14.174.119.34 : 49845
10:12	Account: minhtrand15	 Name: 321321	 Level: 80	 IP Address: 14.174.119.34 : 49848
10:12	Account: huynhtrongtri15	 Name: HáaS¸tNéiC«ng	 Level: 101	 IP Address: 42.118.58.118 : 54264
10:12	Account: minhtrand15	 Name: 3132131	 Level: 80	 IP Address: 14.174.119.34 : 49850
10:12	Account: minhtrand15	 Name: 311323444	 Level: 80	 IP Address: 14.174.119.34 : 49852
10:12	Account: minhtrand16	 Name: 313123	 Level: 80	 IP Address: 14.174.119.34 : 49854
10:12	Account: sarin3	 Name: DocXinh17	 Level: 84	 IP Address: 116.110.119.64 : 51174
10:13	Account: minhtrand16	 Name: 32131321	 Level: 80	 IP Address: 14.174.119.34 : 49856
10:13	Account: minhtrand16	 Name: 321313134	 Level: 80	 IP Address: 14.174.119.34 : 49859
10:13	Account: minhtrand17	 Name: 0659684658	 Level: 80	 IP Address: 14.174.119.34 : 49861
10:13	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51994
10:16	Account: kingvl4	 Name: HDÙbuff	 Level: 91	 IP Address: 118.71.198.28 : 52371
10:18	Account: kingvl4	 Name: HDÙbuff	 Level: 91	 IP Address: 118.71.198.28 : 3904
10:21	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 116.110.119.64 : 13966
10:22	Account: timlaivohien3	 Name: EyeSmile7	 Level: 88	 IP Address: 14.233.97.112 : 23105
10:25	Account: sangtpbrvt	 Name: SangTp	 Level: 121	 IP Address: 113.174.82.17 : 49859
10:33	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 116.110.119.64 : 51447
10:37	Account: timlaivohien2	 Name: EyeSmile6	 Level: 90	 IP Address: 14.233.97.112 : 5729
10:41	Account: timlaivohien2	 Name: EyeSmile6	 Level: 90	 IP Address: 14.233.97.112 : 24545
10:42	Account: timlaivohien2	 Name: EyeSmile6	 Level: 90	 IP Address: 14.233.97.112 : 27841
10:43	Account: timlaivohien	 Name: EyeSmile	 Level: 98	 IP Address: 14.233.97.112 : 33025
10:44	Account: timlaivohien	 Name: EyeSmile	 Level: 98	 IP Address: 14.233.97.112 : 34593
10:44	Account: timlaivohien1	 Name: EyeSmile2	 Level: 91	 IP Address: 14.233.97.112 : 36481
10:45	Account: timlaivohien2	 Name: EyeSmile6	 Level: 90	 IP Address: 14.233.97.112 : 38881
10:46	Account: timlaivohien3	 Name: EyeSmile7	 Level: 88	 IP Address: 14.233.97.112 : 40481
10:48	Account: timlaivohien5	 Name: EyeSmile14	 Level: 80	 IP Address: 14.233.97.112 : 49729
10:53	Account: sarin2	 Name: DocXinh13	 Level: 82	 IP Address: 116.110.119.64 : 51686
10:59	Account: sangtpbrvt	 Name: SangTp	 Level: 121	 IP Address: 113.174.82.17 : 49910
11:2	Account: sangtpbrvt1	 Name: SangTp111	 Level: 100	 IP Address: 113.174.82.17 : 49914
11:6	Account: sangtpbrvt2	 Name: SangTp222	 Level: 100	 IP Address: 113.174.82.17 : 49916
11:9	Account: sarin1	 Name: DocXinh9	 Level: 81	 IP Address: 116.110.119.64 : 16128
11:11	Account: sangtpbrvt3	 Name: money8	 Level: 91	 IP Address: 113.174.82.17 : 49919
11:13	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 116.110.119.64 : 16192
11:15	Account: sangtpbrvt4	 Name: money9	 Level: 92	 IP Address: 113.174.82.17 : 49922
11:18	Account: sangtpbrvt5	 Name: SangTp555	 Level: 97	 IP Address: 113.174.82.17 : 49926
11:20	Account: minhtrand28	 Name: caytien02	 Level: 83	 IP Address: 14.174.119.34 : 51999
11:23	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 108	 IP Address: 171.231.162.148 : 49160
11:24	Account: thoakhungzz6	 Name: KinhBáMÑ	 Level: 106	 IP Address: 171.231.162.148 : 49164
11:24	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 171.231.162.148 : 49166
11:24	Account: sarin1	 Name: DocXinh9	 Level: 81	 IP Address: 116.110.119.64 : 16177
11:28	Account: luukt53	 Name: NgoalongVD	 Level: 129	 IP Address: 115.75.51.168 : 49478
11:29	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 106	 IP Address: 171.231.162.148 : 49169
11:33	Account: building1987bmt	 Name: ÙTayÙCh¬iÙBèÙGiµ	 Level: 102	 IP Address: 113.189.88.35 : 50081
11:36	Account: quocbaobp	 Name: §¹iÙThiÕuÙGia	 Level: 116	 IP Address: 113.189.88.35 : 50100
11:36	Account: sangtpbrvt9	 Name: money10	 Level: 88	 IP Address: 113.174.82.17 : 51817
11:36	Account: sarin1	 Name: DocXinh10	 Level: 81	 IP Address: 116.110.119.64 : 15608
11:37	Account: thoakhungs2	 Name: FZ1200	 Level: 83	 IP Address: 171.231.162.148 : 49175
11:38	Account: sarin1	 Name: DocXinh9	 Level: 81	 IP Address: 116.110.119.64 : 52123
11:38	Account: sarin1	 Name: DocXinh11	 Level: 81	 IP Address: 116.110.119.64 : 52128
11:38	Account: sarin	 Name: DocXinh6	 Level: 82	 IP Address: 116.110.119.64 : 52131
11:39	Account: sarin1	 Name: DocXinh10	 Level: 81	 IP Address: 116.110.119.64 : 52137
11:39	Account: thoakhungs2	 Name: Hanghot	 Level: 80	 IP Address: 171.231.162.148 : 49177
11:39	Account: tuanlovekun5	 Name: §­êngÙM«n	 Level: 111	 IP Address: 171.241.118.130 : 50707
11:40	Account: tuanlovekun4	 Name: 5StÙThiªnÙNhÉn	 Level: 101	 IP Address: 171.241.118.130 : 50711
11:40	Account: sangtpbrvt10	 Name: money111	 Level: 90	 IP Address: 113.174.82.17 : 51919
11:40	Account: thoakhungs2	 Name: M¶nhAB2	 Level: 80	 IP Address: 171.231.162.148 : 49179
11:40	Account: tuanlovekun3	 Name: 4StÙThiªnÙNhÉn	 Level: 101	 IP Address: 171.241.118.130 : 50713
11:40	Account: thoakhungs3	 Name: Boss04	 Level: 80	 IP Address: 171.231.162.148 : 49181
11:40	Account: thoakhungs3	 Name: HiepDam	 Level: 80	 IP Address: 171.231.162.148 : 49183
11:41	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 171.231.162.148 : 49185
11:41	Account: thoakhungs1	 Name: Boss03	 Level: 80	 IP Address: 171.231.162.148 : 49187
11:41	Account: tuanlovekun2	 Name: 3StÙThiªnÙNhÉn	 Level: 103	 IP Address: 171.241.118.130 : 50727
11:41	Account: sangtpbrvt10	 Name: money111	 Level: 90	 IP Address: 113.174.82.17 : 51973
11:42	Account: tuanlovekun1	 Name: 2StÙThiªnÙNhÉn	 Level: 98	 IP Address: 171.241.118.130 : 49516
11:42	Account: tuanlovekun	 Name: 1StÙThiªnÙNhÉn	 Level: 103	 IP Address: 171.241.118.130 : 49518
11:42	Account: thoakhungs1	 Name: Boss02	 Level: 80	 IP Address: 171.231.162.148 : 49189
11:43	Account: thoakhungs2	 Name: FZ1200	 Level: 83	 IP Address: 171.231.162.148 : 49191
11:43	Account: thoakhungs2	 Name: Hanghot	 Level: 80	 IP Address: 171.231.162.148 : 49193
11:43	Account: thoakhungs3	 Name: Boss04	 Level: 80	 IP Address: 171.231.162.148 : 49196
11:43	Account: thoakhungs3	 Name: HiepDam	 Level: 80	 IP Address: 171.231.162.148 : 49198
11:43	Account: thoakhungs3	 Name: MÈnh¢B	 Level: 80	 IP Address: 171.231.162.148 : 49200
11:43	Account: thoakhungs4	 Name: Ch¶Lôa	 Level: 86	 IP Address: 171.231.162.148 : 49202
11:44	Account: sangtpbrvt11	 Name: money2	 Level: 88	 IP Address: 113.174.82.17 : 52044
11:44	Account: thoakhungss1	 Name: khodo2	 Level: 80	 IP Address: 171.231.162.148 : 49204
11:45	Account: thoakhungz4	 Name: ThöÙ§ôngÙTaoÙ§i	 Level: 109	 IP Address: 171.231.162.148 : 49206
11:47	Account: sangtpbrvt12	 Name: money3	 Level: 89	 IP Address: 113.174.82.17 : 52143
11:47	Account: timlaivohien2	 Name: EyeSmile6	 Level: 90	 IP Address: 14.233.97.112 : 33377
11:50	Account: sarin1	 Name: DocXinh11	 Level: 81	 IP Address: 116.110.119.64 : 15396
11:50	Account: sarin1	 Name: DocXinh9	 Level: 81	 IP Address: 116.110.119.64 : 15525
11:51	Account: sangtpbrvt14	 Name: money6	 Level: 88	 IP Address: 113.174.82.17 : 52264
11:51	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 108	 IP Address: 171.231.162.148 : 49211
11:52	Account: sarin1	 Name: DocXinh10	 Level: 81	 IP Address: 116.110.119.64 : 52253
11:52	Account: thoakhungs2	 Name: FZ1200	 Level: 83	 IP Address: 171.231.162.148 : 49214
11:52	Account: thoakhungs2	 Name: Hanghot	 Level: 80	 IP Address: 171.231.162.148 : 49216
11:55	Account: sangtpbrvt15	 Name: money7	 Level: 88	 IP Address: 113.174.82.17 : 52404
11:55	Account: thoakhungzz4	 Name: H¾cKúL©n	 Level: 93	 IP Address: 171.231.162.148 : 49219
11:59	Account: thoakhungzz4	 Name: H¾cKúL©n	 Level: 93	 IP Address: 171.231.162.148 : 49318
11:59	Account: sarin1	 Name: DocXinh9	 Level: 81	 IP Address: 116.110.119.64 : 52316
11:59	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 171.231.162.148 : 49320
11:59	Account: sarin1	 Name: DocXinh10	 Level: 81	 IP Address: 116.110.119.64 : 52322
11:59	Account: thoakhungs1	 Name: Boss03	 Level: 80	 IP Address: 171.231.162.148 : 49322
12:0	Account: thoakhungs2	 Name: FZ1200	 Level: 83	 IP Address: 171.231.162.148 : 49324
12:0	Account: thoakhungs2	 Name: Hanghot	 Level: 80	 IP Address: 171.231.162.148 : 49326
12:0	Account: thoakhungs2	 Name: Hanghot	 Level: 80	 IP Address: 171.231.162.148 : 49328
12:0	Account: thoakhungs4	 Name: Ch¶Lôa	 Level: 86	 IP Address: 171.231.162.148 : 49331
12:1	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 113	 IP Address: 171.231.162.148 : 49336
12:2	Account: timlaivohien	 Name: EyeSmile	 Level: 98	 IP Address: 14.233.97.112 : 60481
12:2	Account: sarin1	 Name: DocXinh11	 Level: 81	 IP Address: 116.110.119.64 : 52348
12:2	Account: timlaivohien1	 Name: EyeSmile2	 Level: 91	 IP Address: 14.233.97.112 : 62689
12:2	Account: timlaivohien2	 Name: EyeSmile6	 Level: 90	 IP Address: 14.233.97.112 : 64481
12:3	Account: timlaivohien5	 Name: EyeSmile14	 Level: 80	 IP Address: 14.233.97.112 : 4929
12:3	Account: timlaivohien4	 Name: EyeSmile12	 Level: 80	 IP Address: 14.233.97.112 : 5889
12:6	Account: thoakhungzz6	 Name: KinhBáMÑ	 Level: 106	 IP Address: 171.231.162.148 : 49341
12:9	Account: thoakhungzz4	 Name: H¾cKúL©n	 Level: 93	 IP Address: 171.231.162.148 : 49362
12:10	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 106	 IP Address: 171.231.162.148 : 49365
12:10	Account: huyenuyqs	 Name: RångconÙ	 Level: 90	 IP Address: 14.245.4.115 : 54460
12:11	Account: thoakhungz4	 Name: ThöÙ§ôngÙTaoÙ§i	 Level: 109	 IP Address: 171.231.162.148 : 49367
12:11	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 108	 IP Address: 171.231.162.148 : 49369
12:12	Account: thoakhungss2	 Name: Khodo4	 Level: 80	 IP Address: 171.231.162.148 : 49371
12:16	Account: huynhtrongtri17	 Name: maumetumlum	 Level: 80	 IP Address: 42.118.58.118 : 54274
12:16	Account: thoakhungs2	 Name: FZ1200	 Level: 83	 IP Address: 171.231.162.148 : 49374
12:16	Account: thoakhungs2	 Name: Hanghot	 Level: 80	 IP Address: 171.231.162.148 : 49376
12:16	Account: huynhtrongtri18	 Name: maumelannua	 Level: 1	 IP Address: 42.118.58.118 : 54276
12:16	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 171.231.162.148 : 49378
12:18	Account: thoakhungss1	 Name: khodo2	 Level: 80	 IP Address: 171.231.162.148 : 49380
12:18	Account: thoakhungss1	 Name: Khodo1	 Level: 80	 IP Address: 171.231.162.148 : 49383
12:19	Account: huynhtrongtri17	 Name: MayMAn	 Level: 80	 IP Address: 42.118.58.118 : 54278
12:19	Account: sarin1990	 Name: DocDepGhe	 Level: 86	 IP Address: 101.99.52.43 : 35937
12:19	Account: sarin1	 Name: DocXinh11	 Level: 81	 IP Address: 101.99.52.43 : 36929
12:21	Account: huynhtrongtri17	 Name: bombobmbobmbmb	 Level: 80	 IP Address: 42.118.58.118 : 54280
12:22	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 101.99.52.43 : 45377
12:22	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 108	 IP Address: 171.231.162.148 : 49388
12:22	Account: nonhandl	 Name: NhËmÙNg·ÙHµnh	 Level: 99	 IP Address: 42.118.58.118 : 54282
12:22	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 127	 IP Address: 42.118.58.118 : 54284
12:25	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 120	 IP Address: 42.118.58.118 : 54287
12:26	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 106	 IP Address: 171.231.162.148 : 49391
12:27	Account: thoakhungzz4	 Name: H¾cKúL©n	 Level: 93	 IP Address: 171.231.162.148 : 49393
12:28	Account: thoakhungss1	 Name: khodo2	 Level: 80	 IP Address: 171.231.162.148 : 49396
12:28	Account: thoakhungss1	 Name: Khodo1	 Level: 80	 IP Address: 171.231.162.148 : 49398
12:29	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 171.231.162.148 : 49400
12:30	Account: luukt57	 Name: ruongdonl01	 Level: 80	 IP Address: 115.75.51.168 : 50551
12:30	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 106	 IP Address: 171.231.162.148 : 49402
12:30	Account: thoakhungzz6	 Name: KinhBáMÑ	 Level: 106	 IP Address: 171.231.162.148 : 49405
12:30	Account: thoakhungz4	 Name: ThöÙ§ôngÙTaoÙ§i	 Level: 109	 IP Address: 171.231.162.148 : 49407
12:31	Account: thoakhungss2	 Name: Khodo4	 Level: 80	 IP Address: 171.231.162.148 : 49409
12:32	Account: thoakhungs2	 Name: M¶nhAB2	 Level: 80	 IP Address: 171.231.162.148 : 49413
12:33	Account: thoakhungss2	 Name: khodo6	 Level: 80	 IP Address: 171.231.162.148 : 49415
12:33	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 120	 IP Address: 42.118.58.118 : 54294
12:33	Account: huynhtrongtri14	 Name: Daccacloai	 Level: 80	 IP Address: 42.118.58.118 : 54296
12:34	Account: thoakhungss2	 Name: Khodo4	 Level: 80	 IP Address: 171.231.162.148 : 49417
12:34	Account: huynhtrongtri14	 Name: Daccacloai	 Level: 80	 IP Address: 42.118.58.118 : 54298
12:35	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 120	 IP Address: 42.118.58.118 : 54302
12:35	Account: thoakhungz7	 Name: Hhhhh11111	 Level: 80	 IP Address: 171.231.162.148 : 49419
12:37	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 115	 IP Address: 42.118.58.118 : 54313
12:40	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 108	 IP Address: 171.231.162.148 : 49494
12:42	Account: thoakhungss2	 Name: khodo6	 Level: 80	 IP Address: 171.231.162.148 : 49497
12:42	Account: thoakhungss1	 Name: khodo2	 Level: 80	 IP Address: 171.231.162.148 : 49499
12:42	Account: thoakhungss1	 Name: Khodo1	 Level: 80	 IP Address: 171.231.162.148 : 49501
12:43	Account: thoakhungss1	 Name: khodo3	 Level: 80	 IP Address: 171.231.162.148 : 49503
12:46	Account: thoakhungzz6	 Name: KinhBáMÑ	 Level: 106	 IP Address: 171.231.162.148 : 49506
12:50	Account: thoakhungss1	 Name: khodo2	 Level: 80	 IP Address: 171.231.162.148 : 49510
12:50	Account: thoakhungss1	 Name: Khodo1	 Level: 80	 IP Address: 171.231.162.148 : 49512
12:50	Account: thoakhungss1	 Name: khodo3	 Level: 80	 IP Address: 171.231.162.148 : 49514
12:50	Account: thoakhungss2	 Name: Khodo4	 Level: 80	 IP Address: 171.231.162.148 : 49517
12:51	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 171.231.162.148 : 49519
12:52	Account: banhang	 Name: 0988207491	 Level: 80	 IP Address: 118.71.198.28 : 11432
12:52	Account: banhang1	 Name: 0988207491t	 Level: 80	 IP Address: 118.71.198.28 : 14366
12:53	Account: kingvl1	 Name: HáaLongCaCa	 Level: 93	 IP Address: 118.71.198.28 : 50357
12:54	Account: banhang1	 Name: 1234566789	 Level: 91	 IP Address: 118.71.198.28 : 55946
12:54	Account: thoakhungs1	 Name: Boss03	 Level: 80	 IP Address: 171.231.162.148 : 49530
12:54	Account: thoakhungs1	 Name: Boss02	 Level: 80	 IP Address: 171.231.162.148 : 49532
12:55	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 106	 IP Address: 171.231.162.148 : 49534
12:56	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 108	 IP Address: 171.231.162.148 : 49536
12:56	Account: thoakhungs2	 Name: Hanghot	 Level: 80	 IP Address: 171.231.162.148 : 49538
