0:1	Account: hetpjn1992	 Name: Notail	 Level: 80	 IP Address: 171.250.251.163 : 65190
11:51	Account: nam92hd5	 Name: CuÙChäcÙNg­îc	 Level: 91	 IP Address: 117.1.61.19 : 1506
11:51	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 100	 IP Address: 14.226.85.10 : 39049
11:51	Account: bunia90	 Name: 5DocNhop	 Level: 85	 IP Address: 14.176.231.41 : 49407
11:51	Account: nam92hd4	 Name: HoaÙR¬iÙCöaÙPhËt	 Level: 92	 IP Address: 117.1.61.19 : 20087
11:51	Account: luukt51	 Name: NgoaLongTN	 Level: 89	 IP Address: 123.25.218.214 : 51114
11:51	Account: sangtpbrvt2	 Name: SangTp222	 Level: 92	 IP Address: 171.249.86.126 : 63055
11:51	Account: longyen010	 Name: BXÙLong	 Level: 96	 IP Address: 14.187.167.3 : 49295
11:51	Account: luukt52	 Name: NgoalongTN	 Level: 90	 IP Address: 123.25.218.214 : 51115
11:51	Account: luukt53	 Name: NgoalongVD	 Level: 113	 IP Address: 123.25.218.214 : 51116
11:51	Account: sangtpbrvt1	 Name: SangTp111	 Level: 93	 IP Address: 171.249.86.126 : 63057
11:51	Account: longyen014	 Name: TNÙCñaÙLong	 Level: 90	 IP Address: 14.187.167.3 : 49296
11:51	Account: huynhtrongtri12	 Name: KiÕmPhongKim	 Level: 83	 IP Address: 42.119.136.199 : 51591
11:51	Account: vubluish1	 Name: vipngamy	 Level: 84	 IP Address: 1.53.229.180 : 62274
11:51	Account: sangtpbrvt4	 Name: SangTp444	 Level: 92	 IP Address: 171.249.86.126 : 63058
11:51	Account: vubluish2	 Name: hoalongcaka	 Level: 83	 IP Address: 1.53.229.180 : 42786
11:51	Account: bunia92	 Name: Bunia90	 Level: 81	 IP Address: 14.176.231.41 : 19194
11:51	Account: vubluish	 Name: truongchannhan	 Level: 88	 IP Address: 1.53.229.180 : 2600
11:51	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 102	 IP Address: 42.119.136.199 : 51592
11:51	Account: luukt56	 Name: NgoalongND	 Level: 92	 IP Address: 123.25.218.214 : 51118
11:51	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 91	 IP Address: 113.176.144.109 : 50883
11:51	Account: longyen011	 Name: MrÙLong	 Level: 91	 IP Address: 14.187.167.3 : 49298
11:51	Account: nam92hd	 Name: HáaThÇnÙV«Song	 Level: 100	 IP Address: 117.1.61.19 : 20089
11:51	Account: nam92hd1	 Name: ThÇnÙT¨ng	 Level: 92	 IP Address: 117.1.61.19 : 1510
11:51	Account: longyen012	 Name: NMÙCñaÙLong	 Level: 90	 IP Address: 14.187.167.3 : 49299
11:51	Account: nam92hd2	 Name: PhongÙThÇn	 Level: 93	 IP Address: 117.1.61.19 : 20091
11:51	Account: luukt54	 Name: NgoalongNM	 Level: 91	 IP Address: 123.25.218.214 : 51119
11:51	Account: sangtpbrvt6	 Name: SangTp666	 Level: 91	 IP Address: 171.249.86.126 : 63059
11:51	Account: sangtpbrvt5	 Name: SangTp555	 Level: 83	 IP Address: 171.249.86.126 : 63060
11:51	Account: ngocbich01	 Name: sanboss01	 Level: 90	 IP Address: 113.176.144.109 : 50885
11:51	Account: sangtpbrvt	 Name: SangTp	 Level: 106	 IP Address: 171.249.86.126 : 63061
11:51	Account: nam92hd3	 Name: ThiªnÙ§ÞaÙV«ÙCùc	 Level: 93	 IP Address: 117.1.61.19 : 1513
11:51	Account: luukt55	 Name: NgoalongCB	 Level: 94	 IP Address: 123.25.218.214 : 51123
11:51	Account: longyen013	 Name: DMÙCñaÙLong	 Level: 90	 IP Address: 14.187.167.3 : 49300
11:52	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 104	 IP Address: 14.226.85.10 : 39055
11:53	Account: thaocanh113	 Name: ThienÙNha	 Level: 92	 IP Address: 14.226.85.10 : 39061
11:54	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 92	 IP Address: 14.226.85.10 : 39069
11:54	Account: cuoptieu01	 Name: VuiLaChinh	 Level: 80	 IP Address: 113.176.144.109 : 50923
11:55	Account: thaocanh116	 Name: S­ThÇyÙXuèngNói	 Level: 91	 IP Address: 14.226.85.10 : 39074
11:55	Account: taodeohieu	 Name: ConLonDe1	 Level: 87	 IP Address: 14.235.12.208 : 3199
11:57	Account: th114	 Name: ¡nÙMµyÙLµÙTao	 Level: 91	 IP Address: 14.226.85.10 : 39087
11:57	Account: anlonnhe	 Name: DanCay	 Level: 83	 IP Address: 14.235.12.208 : 3201
12:0	Account: ngocbich01	 Name: sanboss01	 Level: 90	 IP Address: 113.176.144.109 : 50953
12:1	Account: anlonnhe	 Name: DanCay	 Level: 83	 IP Address: 14.235.12.208 : 3206
12:2	Account: longyen013	 Name: DMÙCñaÙLong	 Level: 90	 IP Address: 14.187.167.3 : 49322
12:2	Account: anhyeuem	 Name: ada23133	 Level: 81	 IP Address: 14.235.12.208 : 3209
12:11	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 108	 IP Address: 118.68.135.141 : 49985
12:11	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 96	 IP Address: 118.68.135.141 : 49987
12:12	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 108	 IP Address: 118.68.135.141 : 49989
12:12	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 94	 IP Address: 118.68.135.141 : 49991
12:13	Account: nonhanvd	 Name: Tr­¬ngÙCh©nÙNh©n	 Level: 1	 IP Address: 118.68.135.141 : 50005
12:16	Account: nonhanvd	 Name: Vâ§angÙCh©nÙNh©n	 Level: 1	 IP Address: 118.68.135.141 : 50021
12:25	Account: nonhantn1	 Name: Th¸nhÙC«	 Level: 91	 IP Address: 118.68.135.141 : 50594
12:32	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 108	 IP Address: 118.68.135.141 : 50622
12:33	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 94	 IP Address: 118.68.135.141 : 50624
12:35	Account: nonhanvd	 Name: Vâ§angÙCh©nÙNh©n	 Level: 80	 IP Address: 118.68.135.141 : 50627
12:37	Account: nonhantn1	 Name: Th¸nhÙC«	 Level: 91	 IP Address: 118.68.135.141 : 50633
12:41	Account: th115	 Name: S¨nÙBossÙ01	 Level: 1	 IP Address: 14.226.85.10 : 39327
12:41	Account: hangnitocvay1	 Name: N÷ÙHoµngÙJAV	 Level: 81	 IP Address: 116.98.177.60 : 49783
12:43	Account: hangnitocvay2	 Name: BÐÙngµnhÙJAV	 Level: 80	 IP Address: 116.98.177.60 : 49785
12:44	Account: sarin1	 Name: DocXinh9	 Level: 80	 IP Address: 42.119.136.199 : 51712
12:44	Account: xuxuka1	 Name: GioMayMuonSao	 Level: 1	 IP Address: 1.54.8.223 : 31413
12:45	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 90	 IP Address: 42.119.136.199 : 51714
12:46	Account: gamethu	 Name: TaoPh¸GameHaha	 Level: 80	 IP Address: 116.109.69.101 : 50034
12:47	Account: hangnitocvay	 Name: ThiªnÙthÇnÙJAV	 Level: 80	 IP Address: 116.98.177.60 : 49817
12:49	Account: ngocbich01	 Name: sanboss01	 Level: 90	 IP Address: 113.176.144.109 : 51173
12:50	Account: luukt57	 Name: ruongdonl01	 Level: 80	 IP Address: 123.25.218.214 : 52069
12:52	Account: luukt53	 Name: NgoalongVD	 Level: 114	 IP Address: 123.25.218.214 : 52087
12:52	Account: ngocbich01	 Name: sanboss01	 Level: 90	 IP Address: 113.176.144.109 : 51190
12:52	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 100	 IP Address: 116.99.167.107 : 49169
12:54	Account: ngocbich01	 Name: baongoc	 Level: 80	 IP Address: 116.109.69.101 : 50040
12:54	Account: ngocbich01	 Name: sanboss01	 Level: 90	 IP Address: 116.109.69.101 : 50042
12:59	Account: tuanlovekun	 Name: 1StÙThiªnÙNhÉn	 Level: 91	 IP Address: 171.241.216.241 : 49164
13:0	Account: tuanlovekun	 Name: 1StÙThiªnÙNhÉn	 Level: 91	 IP Address: 171.241.216.241 : 17795
13:1	Account: thoakhungs2	 Name: FZ1200	 Level: 82	 IP Address: 116.99.167.107 : 49176
13:2	Account: xuxuka1	 Name: GioMayMuonSao	 Level: 80	 IP Address: 1.54.8.223 : 59609
13:3	Account: tuanlovekun	 Name: 1StÙThiªnÙNhÉn	 Level: 91	 IP Address: 171.241.216.241 : 17911
13:3	Account: tuanlovekun2	 Name: 3StÙThiªnÙNhÉn	 Level: 90	 IP Address: 171.241.216.241 : 49270
13:3	Account: tuanlovekun1	 Name: 2StÙThiªnÙNhÉn	 Level: 87	 IP Address: 171.241.216.241 : 49272
13:4	Account: thoakhungss1	 Name: Khodo1	 Level: 80	 IP Address: 116.99.167.107 : 49178
13:5	Account: tuanlovekun3	 Name: 4StÙThiªnÙNhÉn	 Level: 91	 IP Address: 171.241.216.241 : 17927
13:5	Account: tuanlovekun4	 Name: 5StÙThiªnÙNhÉn	 Level: 90	 IP Address: 171.241.216.241 : 17929
13:6	Account: thoakhungs2	 Name: M¶nhAB2	 Level: 80	 IP Address: 116.99.167.107 : 49180
13:6	Account: thoakhungs3	 Name: MÈnh¢B	 Level: 80	 IP Address: 116.99.167.107 : 49182
13:6	Account: tuanlovekun5	 Name: §­êngÙM«n	 Level: 99	 IP Address: 171.241.216.241 : 17931
13:10	Account: xuxuka2	 Name: SenNa02	 Level: 1	 IP Address: 1.54.8.223 : 35114
13:10	Account: xuxuka3	 Name: SenNa03	 Level: 1	 IP Address: 1.54.8.223 : 63620
13:11	Account: hangnitocvay3	 Name: ConÙnghiÖnÙJAV	 Level: 80	 IP Address: 116.98.177.60 : 49828
13:11	Account: xuxuka4	 Name: SenNa04	 Level: 1	 IP Address: 1.54.8.223 : 32985
13:11	Account: xuxuka5	 Name: SenNa05	 Level: 1	 IP Address: 1.54.8.223 : 52922
13:11	Account: xuxuka6	 Name: SenNa06	 Level: 1	 IP Address: 1.54.8.223 : 2460
13:15	Account: haivlc1	 Name: Violet	 Level: 81	 IP Address: 27.3.48.117 : 43138
13:15	Account: sarin1	 Name: DocXinh10	 Level: 80	 IP Address: 42.119.136.199 : 51807
13:16	Account: sarin1	 Name: DocXinh9	 Level: 80	 IP Address: 42.119.136.199 : 51811
13:17	Account: haivlc2	 Name: Cavalino	 Level: 80	 IP Address: 27.3.48.117 : 11192
13:17	Account: haivlc2	 Name: Cavalino	 Level: 80	 IP Address: 27.3.48.117 : 16028
13:17	Account: sarin1	 Name: DocXinh10	 Level: 80	 IP Address: 42.119.136.199 : 51814
13:27	Account: vuahtn51	 Name: §¹iÙTiÓuÙNh©n	 Level: 1	 IP Address: 117.3.201.118 : 35581
13:27	Account: haivl1	 Name: B¹ch§Þnh	 Level: 81	 IP Address: 27.3.48.117 : 48051
13:28	Account: ngocbich02	 Name: sanboss02	 Level: 80	 IP Address: 113.176.144.109 : 51395
13:28	Account: ngocbich03	 Name: VinhLong01	 Level: 80	 IP Address: 113.176.144.109 : 51400
13:28	Account: haivl1	 Name: 250716	 Level: 1	 IP Address: 27.3.48.117 : 12583
13:29	Account: ngocbich04	 Name: VinhLong02	 Level: 80	 IP Address: 113.176.144.109 : 51405
13:30	Account: ngocbich05	 Name: Nguyen37	 Level: 80	 IP Address: 113.176.144.109 : 51417
13:31	Account: ngocbich06	 Name: Nguyen38	 Level: 80	 IP Address: 113.176.144.109 : 51422
13:32	Account: haivl1	 Name: 250716	 Level: 80	 IP Address: 27.3.48.117 : 5930
13:32	Account: bando01	 Name: VinhLong03	 Level: 80	 IP Address: 113.176.144.109 : 51426
13:33	Account: bando02	 Name: VinhLong04	 Level: 80	 IP Address: 113.176.144.109 : 51430
13:33	Account: bando03	 Name: VinhLong003	 Level: 80	 IP Address: 113.176.144.109 : 51432
13:34	Account: bando04	 Name: VinhLong004	 Level: 80	 IP Address: 113.176.144.109 : 51436
13:37	Account: haivl2	 Name: HoaR¬i	 Level: 81	 IP Address: 27.3.48.117 : 10061
13:40	Account: sangtpbrvt	 Name: SangTp	 Level: 106	 IP Address: 171.249.86.126 : 63357
13:40	Account: kuronasy	 Name: SlockÙHome	 Level: 1	 IP Address: 171.252.142.194 : 51664
13:41	Account: ngocbichtl	 Name: ExciterTL	 Level: 1	 IP Address: 113.176.144.109 : 51547
13:43	Account: ngocbichdm	 Name: ExciterDM	 Level: 1	 IP Address: 113.176.144.109 : 51554
13:44	Account: ngocbichnd	 Name: ExciterND	 Level: 1	 IP Address: 113.176.144.109 : 51560
13:46	Account: ngocbichnm	 Name: ExciterNM	 Level: 1	 IP Address: 113.176.144.109 : 51566
13:46	Account: sarin1	 Name: DocXinh11	 Level: 80	 IP Address: 42.119.136.199 : 51850
13:47	Account: ngocbichtn	 Name: ExciterTN	 Level: 1	 IP Address: 113.176.144.109 : 51573
13:49	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 92	 IP Address: 14.226.85.10 : 39684
13:52	Account: huynhtrongtri16	 Name: L«iS¸tNéiC«ng	 Level: 86	 IP Address: 42.119.136.199 : 51856
13:53	Account: thaocanh118	 Name: HµngÙChÞÙNh·	 Level: 80	 IP Address: 14.226.85.10 : 39709
13:53	Account: ngocbichtl	 Name: ExciterTL	 Level: 80	 IP Address: 113.176.144.109 : 51625
13:55	Account: thaocanh119	 Name: HµngÙCñaÙNh·	 Level: 80	 IP Address: 14.226.85.10 : 39722
13:58	Account: th115	 Name: S¨nÙBossÙ01	 Level: 80	 IP Address: 14.226.85.10 : 39736
14:6	Account: xuxuka20	 Name: OÙNyÙNogÙNoiÙO	 Level: 1	 IP Address: 1.54.8.223 : 56227
14:10	Account: huy101	 Name: Ngò§écHµnhKinh	 Level: 90	 IP Address: 14.187.250.95 : 55028
14:14	Account: luukt51	 Name: NgoaLongTN	 Level: 90	 IP Address: 115.75.51.168 : 47179
14:15	Account: luukt52	 Name: NgoalongTN	 Level: 90	 IP Address: 115.75.51.168 : 47279
14:16	Account: luukt53	 Name: NgoalongVD	 Level: 114	 IP Address: 115.75.51.168 : 47293
14:17	Account: luukt54	 Name: NgoalongNM	 Level: 91	 IP Address: 115.75.51.168 : 47308
14:18	Account: luukt55	 Name: NgoalongCB	 Level: 94	 IP Address: 115.75.51.168 : 47317
14:19	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 14.174.119.34 : 49280
14:20	Account: thaocanh113	 Name: ThienÙNha	 Level: 92	 IP Address: 14.226.85.10 : 39868
14:20	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 104	 IP Address: 14.226.85.10 : 39877
14:21	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 92	 IP Address: 14.226.85.10 : 39880
14:21	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 100	 IP Address: 14.226.85.10 : 39885
14:22	Account: luukt53	 Name: NgoalongVD	 Level: 114	 IP Address: 123.25.218.214 : 47437
14:22	Account: th115	 Name: S¨nÙBossÙ01	 Level: 80	 IP Address: 14.226.85.10 : 39890
14:22	Account: minhtrand6	 Name: BÐÙMóp	 Level: 101	 IP Address: 14.174.119.34 : 49301
14:25	Account: sarin2	 Name: DocXinh12	 Level: 81	 IP Address: 42.119.136.199 : 51974
14:28	Account: xuxuka1	 Name: GioMayMuonSao	 Level: 80	 IP Address: 1.54.8.223 : 57539
14:28	Account: xuxuka3	 Name: SenNa03	 Level: 80	 IP Address: 1.54.8.223 : 26972
14:29	Account: xuxuka4	 Name: SenNa04	 Level: 80	 IP Address: 1.54.8.223 : 3319
14:30	Account: minhtrand6	 Name: BÐÙMóp	 Level: 101	 IP Address: 14.174.119.34 : 49332
14:34	Account: sarin1990	 Name: DocDep	 Level: 83	 IP Address: 116.110.119.64 : 49667
14:35	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 14.174.119.34 : 49356
14:35	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 14.174.119.34 : 49360
14:35	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 14.174.119.34 : 49364
14:36	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 100	 IP Address: 14.174.119.34 : 49371
14:37	Account: sarin	 Name: DocXinh6	 Level: 81	 IP Address: 116.110.119.64 : 15764
14:41	Account: minhtrand8	 Name: 313131	 Level: 80	 IP Address: 14.174.119.34 : 49425
14:42	Account: xuxuka5	 Name: SenNa05	 Level: 80	 IP Address: 1.54.8.223 : 1136
14:44	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 108	 IP Address: 118.68.135.141 : 51873
14:44	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 96	 IP Address: 118.68.135.141 : 51880
14:45	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 96	 IP Address: 118.68.135.141 : 51884
14:45	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 96	 IP Address: 118.68.135.141 : 51890
14:46	Account: minhtrand8	 Name: 8657575	 Level: 80	 IP Address: 14.174.119.34 : 49467
14:46	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 108	 IP Address: 118.68.135.141 : 51906
14:47	Account: minhtrand8	 Name: 8657575	 Level: 80	 IP Address: 14.174.119.34 : 49492
14:48	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 108	 IP Address: 118.68.135.141 : 51934
14:49	Account: minhvu25091990	 Name: Kamikaze	 Level: 81	 IP Address: 116.110.119.64 : 16577
14:52	Account: minhtrand8	 Name: 8657575	 Level: 80	 IP Address: 14.174.119.34 : 49265
14:52	Account: minhtrand8	 Name: 313131	 Level: 80	 IP Address: 14.174.119.34 : 49267
14:53	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 108	 IP Address: 118.68.135.141 : 52020
14:58	Account: minhtrand8	 Name: 8657575	 Level: 80	 IP Address: 14.174.119.34 : 49291
14:59	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 108	 IP Address: 118.68.135.141 : 52076
15:0	Account: xuxuka6	 Name: SenNa06	 Level: 80	 IP Address: 1.54.8.223 : 23173
15:4	Account: vu25091990	 Name: XinhGai21	 Level: 81	 IP Address: 116.110.119.64 : 16410
15:6	Account: xuxuka20	 Name: OÙNyÙNogÙNoiÙO	 Level: 80	 IP Address: 1.54.8.223 : 13733
15:6	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 104	 IP Address: 14.226.85.10 : 63830
15:7	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 104	 IP Address: 14.226.85.10 : 63857
15:8	Account: minhtrand7	 Name: buffbuff	 Level: 80	 IP Address: 14.174.119.34 : 49380
15:8	Account: minhtrand9	 Name: 098080	 Level: 80	 IP Address: 14.174.119.34 : 49383
15:9	Account: minhtrand8	 Name: 313131	 Level: 80	 IP Address: 14.174.119.34 : 49387
15:13	Account: vubluish1	 Name: vipngamy	 Level: 85	 IP Address: 1.53.229.180 : 5037
15:14	Account: vubluish2	 Name: hoalongcaka	 Level: 84	 IP Address: 1.53.229.180 : 8302
15:14	Account: vubluish	 Name: truongchannhan	 Level: 89	 IP Address: 1.53.229.180 : 18306
15:19	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 14.174.119.34 : 49427
15:19	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 116.110.119.64 : 50261
15:20	Account: xuxuka7	 Name: SenNa07	 Level: 1	 IP Address: 1.54.8.223 : 13306
15:22	Account: luukt53	 Name: NgoalongVD	 Level: 114	 IP Address: 123.25.218.214 : 48680
15:23	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 100	 IP Address: 14.174.119.34 : 49435
15:24	Account: minhtrand3	 Name: HáaÙLongÙTµÙNh©n	 Level: 102	 IP Address: 14.174.119.34 : 49437
15:25	Account: minhtrand4	 Name: SÊmÙSÐtÙT©yÙB¾c	 Level: 100	 IP Address: 14.174.119.34 : 49485
15:27	Account: minhtrand5	 Name: LÇyÙAÙMinh	 Level: 100	 IP Address: 14.174.119.34 : 49492
15:27	Account: minhtrand6	 Name: BÐÙMóp	 Level: 101	 IP Address: 14.174.119.34 : 49494
15:27	Account: vu25091990	 Name: XinhGai21	 Level: 81	 IP Address: 116.110.119.64 : 50327
15:27	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 90	 IP Address: 42.119.136.199 : 52035
15:29	Account: nonhandovip	 Name: DoPhoHoangKim	 Level: 80	 IP Address: 118.68.135.141 : 52328
15:30	Account: nonhandovip	 Name: DoPhoHoangKim	 Level: 80	 IP Address: 118.68.135.141 : 52332
15:30	Account: dophohk	 Name: HoangKim	 Level: 80	 IP Address: 118.68.135.141 : 52337
15:31	Account: nonhandophoi	 Name: DoPhoi1	 Level: 80	 IP Address: 118.68.135.141 : 52343
15:33	Account: minhtrand8	 Name: 8657575	 Level: 80	 IP Address: 14.174.119.34 : 49609
15:34	Account: minhtrand6	 Name: BÐÙMóp	 Level: 101	 IP Address: 14.174.119.34 : 49625
15:35	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 42.119.136.199 : 52042
15:37	Account: xuxuka8	 Name: SenNa08	 Level: 1	 IP Address: 1.54.8.223 : 50724
15:37	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 94	 IP Address: 118.68.135.141 : 52356
15:37	Account: huynhtrongtri13	 Name: B¨ngS¸tNéiC«ng	 Level: 85	 IP Address: 42.119.136.199 : 52044
15:39	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 90	 IP Address: 42.119.136.199 : 52047
15:41	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 96	 IP Address: 118.68.135.141 : 52369
15:41	Account: nonhancl	 Name: XÝchLuyÖnÙTiªnTö	 Level: 94	 IP Address: 118.68.135.141 : 52371
15:42	Account: nonhantn	 Name: HµnÙL©mÙNhi	 Level: 92	 IP Address: 118.68.135.141 : 52375
15:42	Account: nonhantn1	 Name: Th¸nhÙC«	 Level: 91	 IP Address: 118.68.135.141 : 52378
15:44	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 14.174.119.34 : 49739
15:46	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 14.174.119.34 : 49764
15:46	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 100	 IP Address: 14.174.119.34 : 49766
15:46	Account: minhtrand3	 Name: HáaÙLongÙTµÙNh©n	 Level: 102	 IP Address: 14.174.119.34 : 49768
15:47	Account: minhtrand3	 Name: HáaÙLongÙTµÙNh©n	 Level: 102	 IP Address: 14.174.119.34 : 49770
15:47	Account: minhtrand4	 Name: SÊmÙSÐtÙT©yÙB¾c	 Level: 100	 IP Address: 14.174.119.34 : 49772
15:47	Account: minhtrand4	 Name: SÊmÙSÐtÙT©yÙB¾c	 Level: 100	 IP Address: 14.174.119.34 : 49774
15:47	Account: minhtrand5	 Name: LÇyÙAÙMinh	 Level: 100	 IP Address: 14.174.119.34 : 49777
15:48	Account: vu25091990	 Name: DocXinh22	 Level: 81	 IP Address: 116.110.119.64 : 50500
15:48	Account: minhtrand6	 Name: BÐÙMóp	 Level: 101	 IP Address: 14.174.119.34 : 49781
15:49	Account: vu25091990	 Name: XinhGai21	 Level: 81	 IP Address: 116.110.119.64 : 18726
15:49	Account: vu25091990	 Name: DocXinh22	 Level: 81	 IP Address: 116.110.119.64 : 19239
15:52	Account: minhtrand20	 Name: sanboss2	 Level: 80	 IP Address: 14.174.119.34 : 49841
15:52	Account: minhtrand7	 Name: buffbuff	 Level: 80	 IP Address: 14.174.119.34 : 49850
15:52	Account: xuxuka9	 Name: SenNa09	 Level: 1	 IP Address: 1.54.8.223 : 63511
15:52	Account: minhtrand7	 Name: 3143242	 Level: 1	 IP Address: 14.174.119.34 : 49856
15:53	Account: huynhtrongtri15	 Name: HáaS¸tNéiC«ng	 Level: 83	 IP Address: 42.119.136.199 : 52062
16:0	Account: asdzxcdsa	 Name: ThÈmÙV¹nÙTamÙ	 Level: 94	 IP Address: 171.252.21.117 : 49494
16:1	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 104	 IP Address: 117.4.153.2 : 49261
16:4	Account: longyen010	 Name: BXÙLong	 Level: 96	 IP Address: 14.187.167.3 : 49632
16:5	Account: longyen011	 Name: MrÙLong	 Level: 91	 IP Address: 14.187.167.3 : 49635
16:7	Account: dophohk	 Name: HoangKim	 Level: 80	 IP Address: 118.68.135.141 : 52461
16:8	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 101	 IP Address: 117.4.153.2 : 49319
16:8	Account: sarin2	 Name: DocXinh14	 Level: 80	 IP Address: 42.119.136.199 : 52075
16:8	Account: sarin2	 Name: DocXinh13	 Level: 80	 IP Address: 42.119.136.199 : 52077
16:11	Account: xuxuka10	 Name: SenNa010	 Level: 1	 IP Address: 1.54.8.223 : 35179
16:13	Account: asdzxcdsa	 Name: ThÈmÙV¹nÙTamÙ	 Level: 94	 IP Address: 171.252.21.117 : 49782
16:14	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 92	 IP Address: 117.4.153.2 : 49334
16:15	Account: anhyeuem	 Name: ada23133	 Level: 82	 IP Address: 14.235.12.208 : 4100
16:15	Account: taodeohieu	 Name: ConLonDe1	 Level: 87	 IP Address: 14.235.12.208 : 4116
16:16	Account: dophohk	 Name: ViSonDao	 Level: 80	 IP Address: 118.68.135.141 : 52492
16:17	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 91	 IP Address: 113.176.144.109 : 55538
16:18	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 90	 IP Address: 42.119.136.199 : 52103
16:20	Account: asdzxcdsa	 Name: ThÈmÙV¹nÙTamÙ	 Level: 94	 IP Address: 171.252.21.117 : 49902
16:21	Account: dophohk	 Name: TTÙTHBT	 Level: 80	 IP Address: 118.68.135.141 : 52543
16:21	Account: taodeohieu	 Name: ConLonDe1	 Level: 87	 IP Address: 14.235.12.208 : 1145
16:22	Account: anlonnhe	 Name: DanCay	 Level: 83	 IP Address: 14.235.12.208 : 1158
16:24	Account: nonhandophoi	 Name: DoPhoi1	 Level: 80	 IP Address: 118.68.135.141 : 52560
16:24	Account: huynhtrongtri12	 Name: KiÕmPhongKim	 Level: 84	 IP Address: 42.119.136.199 : 52111
16:24	Account: nonhandovip	 Name: LayÙPhoi	 Level: 80	 IP Address: 118.68.135.141 : 52562
16:26	Account: thangvl5	 Name: 5TLSuco	 Level: 100	 IP Address: 118.70.81.103 : 21061
16:26	Account: minhtrand21	 Name: sanboss3	 Level: 1	 IP Address: 14.174.119.34 : 50227
16:27	Account: xuxuka20	 Name: OÙNyÙNogÙNoiÙO	 Level: 80	 IP Address: 1.54.8.223 : 12632
16:27	Account: sarin1	 Name: DocXinh9	 Level: 80	 IP Address: 42.119.136.199 : 52116
16:27	Account: sarin1	 Name: DocXinh10	 Level: 80	 IP Address: 42.119.136.199 : 52118
16:27	Account: sarin1	 Name: DocXinh11	 Level: 80	 IP Address: 42.119.136.199 : 52120
16:28	Account: minhtrand21	 Name: sanboss3	 Level: 80	 IP Address: 14.174.119.34 : 50250
16:28	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 42.119.136.199 : 52122
