00:00:42	 Account: minsimon1	Name: ÙDÇnÙSG	 DelItem: Kim Phong Lan §×nh Ngäc
19:55:45	 Account: hoailanghp4	Name: HPHoaPhong1	 DelItem: Kim Phong Kú L©n HuyÕt
19:55:45	 Account: hoailanghp4	Name: HPHoaPhong1	 DelItem: Kim Phong Tr¹c Liªn Quang
19:55:45	 Account: hoailanghp4	Name: HPHoaPhong1	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
19:55:45	 Account: hoailanghp4	Name: HPHoaPhong1	 DelItem: Kim Phong Lan §×nh Ngäc
19:55:45	 Account: hoailanghp4	Name: HPHoaPhong1	 DelItem: Kim Phong Thanh D­¬ng Kh«i
19:55:45	 Account: hoailanghp4	Name: HPHoaPhong1	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
20:03:31	 Account: hoailanghp5	Name: HPHoaPhong2	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
20:03:31	 Account: hoailanghp5	Name: HPHoaPhong2	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
20:03:31	 Account: hoailanghp5	Name: HPHoaPhong2	 DelItem: Kim Phong HËu NghÖ dÉn cung
20:03:31	 Account: hoailanghp5	Name: HPHoaPhong2	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
20:03:31	 Account: hoailanghp5	Name: HPHoaPhong2	 DelItem: Kim Phong Lan §×nh Ngäc
20:03:31	 Account: hoailanghp5	Name: HPHoaPhong2	 DelItem: Kim Phong Tr¹c Liªn Quang
20:03:31	 Account: hoailanghp5	Name: HPHoaPhong2	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
20:03:31	 Account: hoailanghp5	Name: HPHoaPhong2	 DelItem: Kim Phong Thanh D­¬ng Kh«i
20:03:31	 Account: hoailanghp5	Name: HPHoaPhong2	 DelItem: Kim Phong Kú L©n HuyÕt
20:06:55	 Account: longyen014	Name: ÙTiÓuÙYÕn	 DelItem: Kim Phong Tr¹c Liªn Quang
20:38:00	 Account: nam92hd	Name: LµmTýLöaKh«ngEm	 DelItem: Kim Phong Tr¹c Liªn Quang
20:44:24	 Account: thoakhungz6	Name: X¹oÙKeÙChóa	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
20:44:24	 Account: thoakhungz6	Name: X¹oÙKeÙChóa	 DelItem: Kim Phong HËu NghÖ dÉn cung
20:44:24	 Account: thoakhungz6	Name: X¹oÙKeÙChóa	 DelItem: Kim Phong Lan §×nh Ngäc
20:44:24	 Account: thoakhungz6	Name: X¹oÙKeÙChóa	 DelItem: Kim Phong Kú L©n HuyÕt
20:45:58	 Account: thoakhungz6	Name: X¹oÙKeÙChóa	 DelItem: Kim Phong Thanh D­¬ng Kh«i
20:45:58	 Account: thoakhungz6	Name: X¹oÙKeÙChóa	 DelItem: Kim Phong Tr¹c Liªn Quang
20:49:20	 Account: thoakhungz5	Name: CùcÙKúÙBèÙL¸o	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
20:49:20	 Account: thoakhungz5	Name: CùcÙKúÙBèÙL¸o	 DelItem: Kim Phong HËu NghÖ dÉn cung
20:49:20	 Account: thoakhungz5	Name: CùcÙKúÙBèÙL¸o	 DelItem: Kim Phong Thanh D­¬ng Kh«i
20:49:20	 Account: thoakhungz5	Name: CùcÙKúÙBèÙL¸o	 DelItem: Kim Phong Kú L©n HuyÕt
20:50:28	 Account: building1987	Name: TiÒnÙV«ÙNghÜa	 DelItem: Tóc S­¬ng
22:05:07	 Account: asondn2	Name: JohnNySon	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
22:05:07	 Account: asondn2	Name: JohnNySon	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
22:05:07	 Account: asondn2	Name: JohnNySon	 DelItem: Kim Phong HËu NghÖ dÉn cung
22:05:07	 Account: asondn2	Name: JohnNySon	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
22:05:07	 Account: asondn2	Name: JohnNySon	 DelItem: Kim Phong Lan §×nh Ngäc
22:05:07	 Account: asondn2	Name: JohnNySon	 DelItem: Kim Phong Thanh D­¬ng Kh«i
22:05:07	 Account: asondn2	Name: JohnNySon	 DelItem: Kim Phong Kú L©n HuyÕt
22:05:07	 Account: asondn2	Name: JohnNySon	 DelItem: Kim Phong Tr¹c Liªn Quang
22:05:07	 Account: asondn2	Name: JohnNySon	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
22:09:11	 Account: asondn1	Name: Ngé§¹o	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
22:09:11	 Account: asondn1	Name: Ngé§¹o	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
22:09:11	 Account: asondn1	Name: Ngé§¹o	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
22:09:11	 Account: asondn1	Name: Ngé§¹o	 DelItem: Kim Phong Lan §×nh Ngäc
22:09:11	 Account: asondn1	Name: Ngé§¹o	 DelItem: Kim Phong Thanh D­¬ng Kh«i
22:09:11	 Account: asondn1	Name: Ngé§¹o	 DelItem: Kim Phong HËu NghÖ dÉn cung
22:09:11	 Account: asondn1	Name: Ngé§¹o	 DelItem: Kim Phong Kú L©n HuyÕt
22:09:11	 Account: asondn1	Name: Ngé§¹o	 DelItem: Kim Phong Tr¹c Liªn Quang
22:09:11	 Account: asondn1	Name: Ngé§¹o	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
22:26:10	 Account: thangvl5	Name: 5HáaCaCa	 DelItem: Tóc S­¬ng
22:30:25	 Account: thangvl6	Name: 6§­¬ngCaCa	 DelItem: Tóc S­¬ng
22:33:19	 Account: thangvl7	Name: 7NgamyTûtû	 DelItem: Tóc S­¬ng
22:35:40	 Account: thangvl8	Name: 8C«nL«nCaCa	 DelItem: Tóc S­¬ng
22:37:34	 Account: thangvl9	Name: 9ThóyYªn	 DelItem: Tóc S­¬ng
22:39:19	 Account: thoakhungz6	Name: X¹oÙKeÙChóa	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
22:39:58	 Account: thangvl10	Name: 10S­Cä	 DelItem: Tóc S­¬ng
22:41:11	 Account: thoakhungz6	Name: X¹oÙKeÙChóa	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
22:44:11	 Account: thangvl6	Name: 6§­¬ngCaCa	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
22:44:11	 Account: thangvl6	Name: 6§­¬ngCaCa	 DelItem: Kim Phong Tr¹c Liªn Quang
22:44:11	 Account: thangvl6	Name: 6§­¬ngCaCa	 DelItem: Kim Phong Kú L©n HuyÕt
22:44:11	 Account: thangvl6	Name: 6§­¬ngCaCa	 DelItem: Kim Phong Thanh D­¬ng Kh«i
22:44:11	 Account: thangvl6	Name: 6§­¬ngCaCa	 DelItem: Kim Phong Lan §×nh Ngäc
22:44:11	 Account: thangvl6	Name: 6§­¬ngCaCa	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
22:44:11	 Account: thangvl6	Name: 6§­¬ngCaCa	 DelItem: Kim Phong HËu NghÖ dÉn cung
22:44:11	 Account: thangvl6	Name: 6§­¬ngCaCa	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
22:44:11	 Account: thangvl6	Name: 6§­¬ngCaCa	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
22:44:18	 Account: thangvl6	Name: 6§­¬ngCaCa	 DelItem: Kim Phong Tr¹c Liªn Quang
22:46:39	 Account: thangvl7	Name: 7NgamyTûtû	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
22:46:39	 Account: thangvl7	Name: 7NgamyTûtû	 DelItem: Kim Phong Tr¹c Liªn Quang
22:46:39	 Account: thangvl7	Name: 7NgamyTûtû	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
22:46:39	 Account: thangvl7	Name: 7NgamyTûtû	 DelItem: Kim Phong Tr¹c Liªn Quang
22:46:39	 Account: thangvl7	Name: 7NgamyTûtû	 DelItem: Kim Phong Kú L©n HuyÕt
22:46:39	 Account: thangvl7	Name: 7NgamyTûtû	 DelItem: Kim Phong Thanh D­¬ng Kh«i
22:46:39	 Account: thangvl7	Name: 7NgamyTûtû	 DelItem: Kim Phong Lan §×nh Ngäc
22:46:39	 Account: thangvl7	Name: 7NgamyTûtû	 DelItem: Kim Phong HËu NghÖ dÉn cung
22:46:39	 Account: thangvl7	Name: 7NgamyTûtû	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
22:46:45	 Account: thangvl7	Name: 7NgamyTûtû	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
23:08:38	 Account: sarin	Name: XinhGai20	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
23:08:38	 Account: sarin	Name: XinhGai20	 DelItem: Kim Phong HËu NghÖ dÉn cung
23:08:38	 Account: sarin	Name: XinhGai20	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
23:08:38	 Account: sarin	Name: XinhGai20	 DelItem: Kim Phong Thanh D­¬ng Kh«i
23:08:38	 Account: sarin	Name: XinhGai20	 DelItem: Kim Phong Tr¹c Liªn Quang
23:08:38	 Account: sarin	Name: XinhGai20	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
23:08:38	 Account: sarin	Name: XinhGai20	 DelItem: Kim Phong Lan §×nh Ngäc
23:08:38	 Account: sarin	Name: XinhGai20	 DelItem: Kim Phong Kú L©n HuyÕt
23:08:38	 Account: sarin	Name: XinhGai20	 DelItem: Kim Phong Thiªn Lý Th¶o Th­îng Phi
