0:2	Account: longyen017	 Name: VipÙTN	 Level: 1	 IP Address: 14.187.167.3 : 54377
10:33	Account: minhtrand8	 Name: cuopcuop	 Level: 80	 IP Address: 14.174.119.34 : 49959
10:33	Account: vubluish1	 Name: vipngamy	 Level: 87	 IP Address: 42.115.137.72 : 45590
10:34	Account: minhtrand7	 Name: ancuopday	 Level: 80	 IP Address: 14.174.119.34 : 49965
10:34	Account: vubluish2	 Name: hoalongcaka	 Level: 87	 IP Address: 42.115.137.72 : 7759
10:34	Account: minhtrand8	 Name: cuopcuop	 Level: 80	 IP Address: 14.174.119.34 : 49967
10:34	Account: minhtrand9	 Name: talaancuop	 Level: 80	 IP Address: 14.174.119.34 : 49969
10:38	Account: luukt53	 Name: NgoalongVD	 Level: 121	 IP Address: 123.25.218.214 : 58566
10:39	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 14.174.119.34 : 49981
10:40	Account: luukt55	 Name: NgoalongCB	 Level: 97	 IP Address: 123.25.218.214 : 58620
10:42	Account: luukt54	 Name: NgoalongNM	 Level: 98	 IP Address: 123.25.218.214 : 58636
10:43	Account: minhtrand8	 Name: 313131	 Level: 80	 IP Address: 14.174.119.34 : 50000
10:44	Account: minhtrand9	 Name: 098080	 Level: 80	 IP Address: 14.174.119.34 : 50002
10:44	Account: luukt51	 Name: NgoaLongTN	 Level: 94	 IP Address: 123.25.218.214 : 58675
10:45	Account: luukt52	 Name: NgoalongTN	 Level: 93	 IP Address: 123.25.218.214 : 58701
10:46	Account: minhtrand10	 Name: sanboss6	 Level: 80	 IP Address: 14.174.119.34 : 50006
10:47	Account: minhtrand20	 Name: sanboss2	 Level: 80	 IP Address: 14.174.119.34 : 50010
10:48	Account: colobache195	 Name: DocCoPhong	 Level: 80	 IP Address: 117.5.236.180 : 15171
10:49	Account: colobache195195	 Name: LÖSÇuThiªnThu	 Level: 80	 IP Address: 117.5.236.180 : 15177
10:49	Account: minhtrand20	 Name: sanboss1	 Level: 80	 IP Address: 14.174.119.34 : 50014
10:49	Account: minhtrand20	 Name: 332131321	 Level: 80	 IP Address: 14.174.119.34 : 50018
10:50	Account: minhtrand21	 Name: sanboss3	 Level: 80	 IP Address: 14.174.119.34 : 50020
10:51	Account: minhtrand21	 Name: sanboss4	 Level: 80	 IP Address: 14.174.119.34 : 50023
10:51	Account: minhtrand21	 Name: sanboss7	 Level: 80	 IP Address: 14.174.119.34 : 50025
10:51	Account: minhtrand22	 Name: sanboss12	 Level: 80	 IP Address: 14.174.119.34 : 50027
10:53	Account: colobache195	 Name: DocCoPhong	 Level: 80	 IP Address: 117.5.236.180 : 1704
10:53	Account: colobache195195	 Name: LÖSÇuThiªnThu	 Level: 80	 IP Address: 117.5.236.180 : 15203
10:54	Account: minhtrand22	 Name: sanboss5	 Level: 80	 IP Address: 14.174.119.34 : 50036
10:55	Account: minhtrand22	 Name: sanboss12	 Level: 80	 IP Address: 14.174.119.34 : 50038
10:55	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 14.174.119.34 : 50040
11:0	Account: building1987bmt	 Name: ÙTayÙCh¬iÙBèÙGiµ	 Level: 102	 IP Address: 14.165.136.206 : 50699
11:6	Account: colobache195195	 Name: LÖSÇuThiªnThu	 Level: 80	 IP Address: 117.5.236.180 : 1738
11:7	Account: colobache195	 Name: DocCoPhong	 Level: 80	 IP Address: 117.5.236.180 : 1740
11:12	Account: sarin	 Name: DocXinh7	 Level: 81	 IP Address: 116.110.119.64 : 50904
11:12	Account: sarin1	 Name: DocXinh9	 Level: 81	 IP Address: 116.110.119.64 : 50906
11:13	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 14.174.119.34 : 50173
11:13	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 14.174.119.34 : 50176
11:15	Account: minhtrand21	 Name: sanboss7	 Level: 80	 IP Address: 14.174.119.34 : 50182
11:15	Account: minhtrand22	 Name: sanboss12	 Level: 80	 IP Address: 14.174.119.34 : 50184
11:16	Account: minhtrand22	 Name: sanboss5	 Level: 80	 IP Address: 14.174.119.34 : 50186
11:17	Account: minhtrand23	 Name: sanboss8	 Level: 80	 IP Address: 14.174.119.34 : 50188
11:17	Account: minhtrand23	 Name: sanboss06	 Level: 80	 IP Address: 14.174.119.34 : 50190
11:18	Account: minhtrand24	 Name: sanboss9	 Level: 80	 IP Address: 14.174.119.34 : 50192
11:18	Account: minhtrand25	 Name: sanboss10	 Level: 80	 IP Address: 14.174.119.34 : 50194
11:19	Account: minhtrand26	 Name: sanboss11	 Level: 80	 IP Address: 14.174.119.34 : 50197
11:20	Account: minhtrand27	 Name: sanboss13	 Level: 80	 IP Address: 14.174.119.34 : 50199
11:20	Account: luukt56	 Name: NgoalongND	 Level: 95	 IP Address: 123.25.218.214 : 59264
11:20	Account: vu25091990	 Name: XinhGai21	 Level: 81	 IP Address: 14.174.119.34 : 50201
11:20	Account: vu25091990	 Name: DocXinh22	 Level: 81	 IP Address: 14.174.119.34 : 50203
11:20	Account: thangvl5	 Name: 5TLSuco	 Level: 103	 IP Address: 118.70.81.103 : 9310
11:21	Account: vu25091990	 Name: DocXinh23	 Level: 81	 IP Address: 14.174.119.34 : 50205
11:22	Account: sarin4	 Name: DocXinh20	 Level: 81	 IP Address: 14.174.119.34 : 50208
11:23	Account: sarin4	 Name: DocXinh18	 Level: 81	 IP Address: 14.174.119.34 : 50210
11:23	Account: sarin4	 Name: DocXinh19	 Level: 81	 IP Address: 14.174.119.34 : 50212
11:24	Account: sarin3	 Name: DocXinh16	 Level: 81	 IP Address: 14.174.119.34 : 50215
11:24	Account: thangvl5	 Name: 5TLSuco	 Level: 103	 IP Address: 118.71.169.72 : 60094
11:25	Account: sarin3	 Name: DocXinh15	 Level: 81	 IP Address: 14.174.119.34 : 50217
11:26	Account: sarin3	 Name: DocXinh17	 Level: 81	 IP Address: 14.174.119.34 : 50229
11:26	Account: sarin1	 Name: DocXinh10	 Level: 81	 IP Address: 116.110.119.64 : 51075
11:26	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 14.174.119.34 : 50232
11:28	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 14.174.119.34 : 50234
11:28	Account: sarin2	 Name: DocXinh13	 Level: 81	 IP Address: 14.174.119.34 : 50239
11:30	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 100	 IP Address: 14.174.119.34 : 50247
11:32	Account: huyenuyqs	 Name: RångconÙ	 Level: 89	 IP Address: 14.245.4.115 : 59912
11:38	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 105	 IP Address: 117.4.153.2 : 49274
11:42	Account: thaocanh113	 Name: ThienÙNha	 Level: 93	 IP Address: 117.4.153.2 : 49281
11:42	Account: kemangtamsu	 Name: TiÓuTiªnNö	 Level: 80	 IP Address: 113.163.90.70 : 56323
11:42	Account: kemangtamsu	 Name: TiÓuTiªnTiªn	 Level: 80	 IP Address: 113.163.90.70 : 56326
11:44	Account: sangtpbrvt1	 Name: SangTp111	 Level: 95	 IP Address: 14.164.182.254 : 58205
11:44	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 93	 IP Address: 117.4.153.2 : 49287
11:45	Account: sangtpbrvt3	 Name: SangTp333	 Level: 92	 IP Address: 14.164.182.254 : 58208
11:45	Account: thaocanh116	 Name: S­ThÇyÙXuèngNói	 Level: 92	 IP Address: 117.4.153.2 : 49290
11:46	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 102	 IP Address: 117.4.153.2 : 49293
11:48	Account: sarin1	 Name: DocXinh11	 Level: 81	 IP Address: 116.110.119.64 : 22203
11:48	Account: th114	 Name: ¡nÙMµyÙLµÙTao	 Level: 92	 IP Address: 117.4.153.2 : 49297
11:51	Account: sangtpbrvt7	 Name: SangTpaaa	 Level: 80	 IP Address: 14.164.182.254 : 58210
11:52	Account: sangtpbrvt	 Name: SangTp	 Level: 112	 IP Address: 14.164.182.254 : 58213
11:55	Account: sangtpbrvt3	 Name: SangTp333	 Level: 92	 IP Address: 14.164.182.254 : 58216
11:56	Account: sarin1	 Name: DocXinh11	 Level: 81	 IP Address: 116.110.119.64 : 22698
11:58	Account: sarin	 Name: DocXinh6	 Level: 81	 IP Address: 116.110.119.64 : 51365
11:59	Account: sarin1	 Name: DocXinh10	 Level: 81	 IP Address: 116.110.119.64 : 23482
11:59	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 116.110.119.64 : 23547
11:59	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 116.110.119.64 : 22534
11:59	Account: sarin2	 Name: DocXinh13	 Level: 81	 IP Address: 116.110.119.64 : 51376
12:1	Account: sarin1	 Name: DocXinh11	 Level: 81	 IP Address: 116.110.119.64 : 22606
12:8	Account: luukt57	 Name: ruongdonl01	 Level: 80	 IP Address: 123.25.218.214 : 60079
12:9	Account: luukt56	 Name: NgoalongND	 Level: 95	 IP Address: 123.25.218.214 : 60105
12:10	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 116.110.119.64 : 25592
12:18	Account: tuanlovekun1	 Name: 2StÙThiªnÙNhÉn	 Level: 94	 IP Address: 27.79.207.127 : 53316
12:18	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 91	 IP Address: 113.176.144.109 : 52013
12:18	Account: xuxuka07	 Name: KaTaNa7	 Level: 89	 IP Address: 118.68.5.109 : 11587
12:18	Account: tuanlovekun5	 Name: §­êngÙM«n	 Level: 105	 IP Address: 27.79.207.127 : 6321
12:18	Account: tranvinh06	 Name: ThiªnÙ§ÞaÙV«ÙCù	 Level: 91	 IP Address: 14.176.241.9 : 49369
12:18	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 105	 IP Address: 117.4.153.2 : 49553
12:18	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 93	 IP Address: 117.4.153.2 : 49554
12:18	Account: thaocanh116	 Name: S­ThÇyÙXuèngNói	 Level: 92	 IP Address: 117.4.153.2 : 49552
12:18	Account: longyen011	 Name: MrÙLong	 Level: 94	 IP Address: 14.187.167.3 : 55577
12:18	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 101	 IP Address: 118.69.88.247 : 50768
12:18	Account: huynhtrongtri16	 Name: L«iS¸tNéiC«ng	 Level: 98	 IP Address: 42.119.136.199 : 50706
12:18	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 104	 IP Address: 42.119.136.199 : 50707
12:18	Account: longyen014	 Name: TNÙCñaÙLong	 Level: 94	 IP Address: 14.187.167.3 : 55578
12:18	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 100	 IP Address: 118.69.88.247 : 50770
12:18	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 116.110.119.64 : 51620
12:18	Account: xuxuka010	 Name: KaTaNa10	 Level: 89	 IP Address: 118.68.5.109 : 32698
12:18	Account: longyen010	 Name: BXÙLong	 Level: 100	 IP Address: 14.187.167.3 : 55580
12:18	Account: thoakhungzz6	 Name: KinhBáMÑ	 Level: 100	 IP Address: 116.99.167.107 : 56619
12:18	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 102	 IP Address: 116.99.167.107 : 56617
12:18	Account: thangvl6	 Name: 6Vâ®ang	 Level: 100	 IP Address: 118.71.169.72 : 60382
12:18	Account: huyenuyqs	 Name: RångconÙ	 Level: 89	 IP Address: 14.245.4.115 : 60579
12:18	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 112	 IP Address: 42.119.136.199 : 50711
12:18	Account: huynhtrongtri12	 Name: KiÕmPhongKim	 Level: 95	 IP Address: 42.119.136.199 : 50713
12:18	Account: huynhtrongtri15	 Name: HáaS¸tNéiC«ng	 Level: 95	 IP Address: 42.119.136.199 : 50712
12:18	Account: thangvl7	 Name: 7NgaMiBuffBuff	 Level: 97	 IP Address: 118.71.169.72 : 60386
12:18	Account: tuanlovekun4	 Name: 5StÙThiªnÙNhÉn	 Level: 97	 IP Address: 27.79.207.127 : 53322
12:18	Account: tuanlovekun2	 Name: 3StÙThiªnÙNhÉn	 Level: 99	 IP Address: 27.79.207.127 : 6327
12:18	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 104	 IP Address: 116.99.167.107 : 56621
12:18	Account: thangvl10	 Name: 10HáaCaCa	 Level: 100	 IP Address: 118.71.169.72 : 60387
12:18	Account: colobache195195	 Name: LÖSÇuThiªnThu	 Level: 81	 IP Address: 117.5.236.180 : 1774
12:18	Account: tuanlovekun	 Name: 1StÙThiªnÙNhÉn	 Level: 99	 IP Address: 27.79.207.127 : 53324
12:18	Account: luukt52	 Name: NgoalongTN	 Level: 93	 IP Address: 123.25.218.214 : 60338
12:18	Account: thangvl9	 Name: 9§écV«Biªn	 Level: 100	 IP Address: 118.71.169.72 : 60388
12:18	Account: longyen018	 Name: TNÙVip	 Level: 85	 IP Address: 14.187.167.3 : 55584
12:18	Account: nonhantn	 Name: HµnÙL©mÙNhi	 Level: 95	 IP Address: 118.69.88.247 : 50773
12:18	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 103	 IP Address: 116.99.167.107 : 56622
12:18	Account: longyen017	 Name: VipÙTN	 Level: 86	 IP Address: 14.187.167.3 : 55585
12:18	Account: luukt51	 Name: NgoaLongTN	 Level: 94	 IP Address: 123.25.218.214 : 60339
12:18	Account: thangvl8	 Name: 8ThóyYªnTû	 Level: 99	 IP Address: 118.71.169.72 : 60389
12:18	Account: thaocanh113	 Name: ThienÙNha	 Level: 93	 IP Address: 117.4.153.2 : 49559
12:18	Account: longyen016	 Name: TNÙCµy	 Level: 85	 IP Address: 14.187.167.3 : 55586
12:18	Account: tuanlovekun3	 Name: 4StÙThiªnÙNhÉn	 Level: 97	 IP Address: 27.79.207.127 : 6329
12:18	Account: nonhantn1	 Name: Th¸nhÙC«	 Level: 100	 IP Address: 118.69.88.247 : 50774
12:18	Account: colobache195	 Name: DocCoPhong	 Level: 81	 IP Address: 117.5.236.180 : 15945
12:18	Account: tranvinh03	 Name: ItsÙMyLife	 Level: 91	 IP Address: 14.176.241.9 : 49374
12:18	Account: tranvinh04	 Name: B­ímÙEmÙCãÙ§éc	 Level: 95	 IP Address: 14.176.241.9 : 49376
12:18	Account: xuxuka01	 Name: OÙNyÙNoNgÙNoiÙO	 Level: 99	 IP Address: 118.68.5.109 : 9651
12:18	Account: xuxuka08	 Name: KaTaNa8	 Level: 88	 IP Address: 118.68.5.109 : 17832
12:18	Account: luukt56	 Name: NgoalongND	 Level: 95	 IP Address: 123.25.218.214 : 60341
12:18	Account: nonhanvd	 Name: Vâ§angÙCh©nÙNh©n	 Level: 95	 IP Address: 118.69.88.247 : 50777
12:18	Account: xuxuka06	 Name: KaTaNa06	 Level: 90	 IP Address: 118.68.5.109 : 15955
12:18	Account: tranvinh05	 Name: 75ÙNhíÙMétÙNg­êi	 Level: 92	 IP Address: 14.176.241.9 : 49377
12:18	Account: xuxuka09	 Name: KaTaNa09	 Level: 89	 IP Address: 118.68.5.109 : 65104
12:18	Account: tranvinh01	 Name: Ù2SaoÙ1g¹ch	 Level: 101	 IP Address: 14.176.241.9 : 49378
12:18	Account: tranvinh02	 Name: HuúnhÙNi	 Level: 92	 IP Address: 14.176.241.9 : 49379
12:18	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 102	 IP Address: 117.4.153.2 : 49562
12:18	Account: thoakhungz6	 Name: CùcÙKúÙBèÙL¸o	 Level: 100	 IP Address: 116.99.167.107 : 56625
12:18	Account: th114	 Name: ¡nÙMµyÙLµÙTao	 Level: 92	 IP Address: 117.4.153.2 : 49563
12:18	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 117	 IP Address: 118.69.88.247 : 50778
12:18	Account: thoakhungz4	 Name: ThöÙ§ôngÙTaoÙ§i	 Level: 104	 IP Address: 116.99.167.107 : 56626
12:18	Account: huynhtrongtri13	 Name: B¨ngS¸tNéiC«ng	 Level: 97	 IP Address: 42.119.136.199 : 50715
12:18	Account: luukt55	 Name: NgoalongCB	 Level: 97	 IP Address: 123.25.218.214 : 60343
12:18	Account: thangvl5	 Name: 5TLSuco	 Level: 103	 IP Address: 118.71.169.72 : 60391
12:18	Account: vubluish1	 Name: vipngamy	 Level: 87	 IP Address: 42.115.137.72 : 42134
12:18	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 116.110.119.64 : 51622
12:18	Account: sarin2	 Name: DocXinh13	 Level: 81	 IP Address: 116.110.119.64 : 51625
12:19	Account: sarin1990	 Name: DocDep	 Level: 86	 IP Address: 116.110.119.64 : 25742
12:19	Account: vubluish2	 Name: hoalongcaka	 Level: 87	 IP Address: 42.115.137.72 : 33162
12:19	Account: colobache195	 Name: DocCoPhong	 Level: 81	 IP Address: 117.5.236.180 : 15959
12:19	Account: sarin3	 Name: DocXinh15	 Level: 81	 IP Address: 116.110.119.64 : 25999
12:19	Account: colobache195195	 Name: LÖSÇuThiªnThu	 Level: 81	 IP Address: 117.5.236.180 : 15961
12:19	Account: timlaivohien	 Name: EyeSmile	 Level: 1	 IP Address: 14.233.97.112 : 2273
12:19	Account: sarin3	 Name: DocXinh17	 Level: 81	 IP Address: 116.110.119.64 : 26511
12:20	Account: vubluish	 Name: truongchannhan	 Level: 91	 IP Address: 42.115.137.72 : 4695
12:22	Account: luukt53	 Name: NgoalongVD	 Level: 121	 IP Address: 115.75.51.168 : 47180
12:22	Account: luukt54	 Name: NgoalongNM	 Level: 98	 IP Address: 115.75.51.168 : 47266
12:23	Account: luukt51	 Name: NgoaLongTN	 Level: 94	 IP Address: 115.75.51.168 : 47281
12:23	Account: luukt52	 Name: NgoalongTN	 Level: 93	 IP Address: 115.75.51.168 : 47290
12:24	Account: luukt55	 Name: NgoalongCB	 Level: 97	 IP Address: 115.75.51.168 : 47298
12:26	Account: usd001	 Name: USD001	 Level: 93	 IP Address: 14.167.83.83 : 6065
12:28	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 116.110.119.64 : 51708
12:29	Account: luukt56	 Name: NgoalongND	 Level: 95	 IP Address: 115.75.51.168 : 47380
12:31	Account: sangtpbrvt1	 Name: SangTp111	 Level: 95	 IP Address: 14.164.182.254 : 58287
12:31	Account: testgame	 Name: testgame3	 Level: 80	 IP Address: 171.250.133.155 : 26170
12:33	Account: ribi01	 Name: RiBi01	 Level: 108	 IP Address: 14.167.83.83 : 6107
12:34	Account: ribi02	 Name: RiBi02	 Level: 80	 IP Address: 14.167.83.83 : 6115
12:34	Account: vubluish1	 Name: vipngamy	 Level: 87	 IP Address: 42.115.137.72 : 20331
12:34	Account: vubluish	 Name: truongchannhan	 Level: 91	 IP Address: 42.115.137.72 : 37831
12:34	Account: vubluish2	 Name: hoalongcaka	 Level: 87	 IP Address: 42.115.137.72 : 30528
12:34	Account: sangtpbrvt2	 Name: SangTp222	 Level: 94	 IP Address: 14.164.182.254 : 58290
12:35	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 104	 IP Address: 116.99.167.107 : 56629
12:35	Account: sangtpbrvt3	 Name: SangTp333	 Level: 92	 IP Address: 14.164.182.254 : 58292
12:35	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 116.99.167.107 : 56631
12:36	Account: sangtpbrvt4	 Name: SangTp444	 Level: 93	 IP Address: 14.164.182.254 : 58294
12:36	Account: ribi02	 Name: RIBI02	 Level: 101	 IP Address: 14.167.83.83 : 6128
12:38	Account: sangtpbrvt11	 Name: money2	 Level: 81	 IP Address: 14.164.182.254 : 58296
12:38	Account: sangtpbrvt10	 Name: money111	 Level: 81	 IP Address: 14.164.182.254 : 58298
12:39	Account: sangtpbrvt11	 Name: money4	 Level: 81	 IP Address: 14.164.182.254 : 58300
12:40	Account: thoakhungs2	 Name: FZ1200	 Level: 83	 IP Address: 116.99.167.107 : 56633
12:40	Account: thoakhungs2	 Name: M¶nhAB2	 Level: 80	 IP Address: 116.99.167.107 : 56635
12:41	Account: thoakhungs3	 Name: MÈnh¢B	 Level: 80	 IP Address: 116.99.167.107 : 56637
12:42	Account: mapdl4	 Name: §åÙThÇnÙS¸tÙQuû	 Level: 117	 IP Address: 14.237.150.66 : 53438
12:43	Account: mapdl1	 Name: §¹tÙMa	 Level: 94	 IP Address: 14.237.150.66 : 53443
12:44	Account: dm0001	 Name: dm0001	 Level: 84	 IP Address: 14.237.150.66 : 53474
12:46	Account: mapdl2	 Name: TiªnÙTö	 Level: 91	 IP Address: 14.237.150.66 : 53494
12:46	Account: thoakhungs2	 Name: M¶nhAB2	 Level: 80	 IP Address: 116.99.167.107 : 56639
12:47	Account: mapdl3	 Name: ThiªnÙNhÉn	 Level: 98	 IP Address: 14.237.150.66 : 53510
12:47	Account: sangtpbrvt	 Name: SangTp	 Level: 112	 IP Address: 14.164.182.254 : 58304
12:48	Account: thoakhungs1	 Name: Boss03	 Level: 80	 IP Address: 116.99.167.107 : 56641
12:48	Account: dm0001	 Name: dm0001	 Level: 84	 IP Address: 14.237.150.66 : 53529
12:48	Account: nd0001	 Name: nd0001	 Level: 82	 IP Address: 14.237.150.66 : 53535
12:48	Account: dm0001	 Name: dm0001	 Level: 84	 IP Address: 14.237.150.66 : 53543
12:48	Account: thoakhungs3	 Name: MÈnh¢B	 Level: 80	 IP Address: 116.99.167.107 : 56643
12:51	Account: thoakhungs2	 Name: M¶nhAB2	 Level: 80	 IP Address: 116.99.167.107 : 56645
12:53	Account: huynhtrongtri14	 Name: Daccacloai	 Level: 80	 IP Address: 42.119.136.199 : 50727
12:54	Account: huynhtrongtri14	 Name: DoPhoHoangKim1	 Level: 80	 IP Address: 42.119.136.199 : 50729
12:54	Account: thoakhungs3	 Name: MÈnh¢B	 Level: 80	 IP Address: 116.99.167.107 : 56647
12:54	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 104	 IP Address: 42.119.136.199 : 50732
12:55	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 116.99.167.107 : 56649
12:55	Account: timlaivohien1	 Name: EyeSmile1	 Level: 1	 IP Address: 14.233.97.112 : 58497
12:57	Account: thoakhungs1	 Name: Boss02	 Level: 80	 IP Address: 116.99.167.107 : 56651
12:59	Account: timlaivohien1	 Name: EyeSmile2	 Level: 1	 IP Address: 14.233.97.112 : 3073
12:59	Account: dm0009	 Name: zbcÙxyz	 Level: 80	 IP Address: 14.237.150.66 : 53736
13:45	Account: timlaivohien	 Name: EyeSmile	 Level: 80	 IP Address: 14.233.97.112 : 47745
13:45	Account: huynhtrongtri15	 Name: HáaS¸tNéiC«ng	 Level: 95	 IP Address: 42.119.136.199 : 51084
13:45	Account: huynhtrongtri16	 Name: L«iS¸tNéiC«ng	 Level: 98	 IP Address: 42.119.136.199 : 51086
13:45	Account: huynhtrongtri12	 Name: KiÕmPhongKim	 Level: 95	 IP Address: 42.119.136.199 : 51087
13:45	Account: longyen014	 Name: TNÙCñaÙLong	 Level: 94	 IP Address: 14.187.167.3 : 56062
13:45	Account: longyen011	 Name: MrÙLong	 Level: 94	 IP Address: 14.187.167.3 : 56066
13:45	Account: longyen017	 Name: VipÙTN	 Level: 86	 IP Address: 14.187.167.3 : 56069
13:45	Account: huynhtrongtri13	 Name: B¨ngS¸tNéiC«ng	 Level: 97	 IP Address: 42.119.136.199 : 51089
13:45	Account: longyen010	 Name: BXÙLong	 Level: 100	 IP Address: 14.187.167.3 : 56068
13:45	Account: longyen016	 Name: TNÙCµy	 Level: 85	 IP Address: 14.187.167.3 : 56071
13:45	Account: longyen018	 Name: TNÙVip	 Level: 85	 IP Address: 14.187.167.3 : 56072
13:45	Account: nonhantn	 Name: HµnÙL©mÙNhi	 Level: 95	 IP Address: 118.69.88.247 : 51253
13:45	Account: nonhanvd	 Name: Vâ§angÙCh©nÙNh©n	 Level: 95	 IP Address: 118.69.88.247 : 51260
13:45	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 101	 IP Address: 118.69.88.247 : 51259
13:45	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 100	 IP Address: 118.69.88.247 : 51257
13:45	Account: nonhantn1	 Name: Th¸nhÙC«	 Level: 100	 IP Address: 118.69.88.247 : 51258
13:45	Account: xuxuka010	 Name: KaTaNa10	 Level: 89	 IP Address: 118.68.5.109 : 29609
13:45	Account: xuxuka07	 Name: KaTaNa7	 Level: 90	 IP Address: 118.68.5.109 : 55660
13:45	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 117	 IP Address: 118.69.88.247 : 51256
13:45	Account: xuxuka09	 Name: KaTaNa09	 Level: 89	 IP Address: 118.68.5.109 : 37778
13:45	Account: xuxuka06	 Name: KaTaNa06	 Level: 90	 IP Address: 118.68.5.109 : 59664
13:45	Account: xuxuka01	 Name: OÙNyÙNoNgÙNoiÙO	 Level: 99	 IP Address: 118.68.5.109 : 35352
13:45	Account: xuxuka08	 Name: KaTaNa8	 Level: 88	 IP Address: 118.68.5.109 : 4001
13:45	Account: huyenuyqs	 Name: RångconÙ	 Level: 89	 IP Address: 14.245.4.115 : 61926
13:45	Account: tuanlovekun2	 Name: 3StÙThiªnÙNhÉn	 Level: 99	 IP Address: 27.79.207.127 : 53792
13:45	Account: tuanlovekun1	 Name: 2StÙThiªnÙNhÉn	 Level: 94	 IP Address: 27.79.207.127 : 7003
13:45	Account: tranvinh05	 Name: 75ÙNhíÙMétÙNg­êi	 Level: 93	 IP Address: 14.176.241.9 : 49758
13:45	Account: thangvl9	 Name: 9§écV«Biªn	 Level: 100	 IP Address: 118.71.169.72 : 60946
13:45	Account: thangvl5	 Name: 5TLSuco	 Level: 103	 IP Address: 118.71.169.72 : 60945
13:45	Account: thangvl10	 Name: 10HáaCaCa	 Level: 100	 IP Address: 118.71.169.72 : 60947
13:45	Account: thangvl8	 Name: 8ThóyYªnTû	 Level: 99	 IP Address: 118.71.169.72 : 60948
13:45	Account: thangvl7	 Name: 7NgaMiBuffBuff	 Level: 97	 IP Address: 118.71.169.72 : 60949
13:45	Account: tranvinh01	 Name: Ù2SaoÙ1g¹ch	 Level: 101	 IP Address: 14.176.241.9 : 49762
13:45	Account: tranvinh02	 Name: HuúnhÙNi	 Level: 92	 IP Address: 14.176.241.9 : 49763
13:45	Account: tranvinh06	 Name: ThiªnÙ§ÞaÙV«ÙCù	 Level: 91	 IP Address: 14.176.241.9 : 49765
13:45	Account: tuanlovekun5	 Name: §­êngÙM«n	 Level: 105	 IP Address: 27.79.207.127 : 53798
13:45	Account: tranvinh03	 Name: ItsÙMyLife	 Level: 91	 IP Address: 14.176.241.9 : 49764
13:45	Account: tuanlovekun	 Name: 1StÙThiªnÙNhÉn	 Level: 99	 IP Address: 27.79.207.127 : 53800
13:45	Account: tuanlovekun3	 Name: 4StÙThiªnÙNhÉn	 Level: 97	 IP Address: 27.79.207.127 : 7009
13:45	Account: tranvinh04	 Name: B­ímÙEmÙCãÙ§éc	 Level: 95	 IP Address: 14.176.241.9 : 49766
13:45	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 112	 IP Address: 42.119.136.199 : 51091
13:45	Account: colobache195195	 Name: LÖSÇuThiªnThu	 Level: 81	 IP Address: 117.5.236.180 : 1918
13:45	Account: thangvl6	 Name: 6Vâ®ang	 Level: 100	 IP Address: 118.71.169.72 : 60951
13:45	Account: colobache195	 Name: DocCoPhong	 Level: 81	 IP Address: 117.5.236.180 : 16459
