0:19	Account: kimmalenhhai5	 Name: B­ímToNhÊtXãm	 Level: 1	 IP Address: 117.3.187.15 : 59894
11:47	Account: gcity02	 Name: 02ÙThiªnÙNhÉn	 Level: 87	 IP Address: 113.22.199.222 : 61569
11:51	Account: kaiba1	 Name: ÙAÙTònÙ	 Level: 84	 IP Address: 171.255.153.107 : 46681
11:59	Account: tranvinh04	 Name: HoaÙDiÙCungÙChñ	 Level: 81	 IP Address: 14.245.139.5 : 52550
12:1	Account: tranvinh04	 Name: HoaÙDiÙCungÙChñ	 Level: 81	 IP Address: 14.245.139.5 : 52552
12:2	Account: tranvinh04	 Name: HoaÙDiÙCungÙChñ	 Level: 81	 IP Address: 14.245.139.5 : 52554
12:4	Account: anlonnhe	 Name: KimXaLuan	 Level: 65	 IP Address: 113.175.103.178 : 1815
12:6	Account: anlonnhe	 Name: KimXaLuan	 Level: 65	 IP Address: 113.175.103.178 : 1819
12:10	Account: mapdl2	 Name: §¹tÙMa	 Level: 68	 IP Address: 14.168.28.44 : 51113
12:10	Account: mapdl3	 Name: TiªnÙTö	 Level: 65	 IP Address: 14.168.28.44 : 51118
12:10	Account: mapdl4	 Name: ThiªnÙNhÉn	 Level: 73	 IP Address: 14.168.28.44 : 51128
12:12	Account: mapdl1	 Name: TiÕuNg¹oÙGiangHå	 Level: 85	 IP Address: 14.168.28.44 : 51134
12:14	Account: huynhtrongtri11	 Name: KiÕmÙPhongÙKim	 Level: 1	 IP Address: 118.68.135.17 : 50070
12:22	Account: kaiba1	 Name: ÙAÙTònÙ	 Level: 84	 IP Address: 171.255.153.107 : 40398
12:23	Account: kaiba3	 Name: §o¹tÙHånÙ§ao	 Level: 83	 IP Address: 171.255.153.107 : 34070
12:24	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 125	 IP Address: 14.233.236.231 : 50501
12:26	Account: langtu	 Name: EmÙXinÙLçi	 Level: 1	 IP Address: 117.4.155.116 : 62290
12:35	Account: phamtungdhv1	 Name: ZzJindozZ	 Level: 82	 IP Address: 14.162.204.225 : 65310
12:36	Account: phamtungdhv2	 Name: ZzNgocCuxiZz	 Level: 80	 IP Address: 14.162.204.225 : 65312
12:36	Account: phamtungdhv3	 Name: ZzNhimXinhzZ	 Level: 80	 IP Address: 14.162.204.225 : 65314
12:37	Account: phamtungdhv4	 Name: ZzTungpszZ	 Level: 81	 IP Address: 14.162.204.225 : 65316
12:37	Account: kaiba1	 Name: ÙAÙTònÙ	 Level: 84	 IP Address: 171.255.153.107 : 38927
12:37	Account: kaiba1	 Name: ÙAÙTònÙ	 Level: 84	 IP Address: 171.255.153.107 : 36208
12:38	Account: kaiba2	 Name: CuToLµmEmHo	 Level: 81	 IP Address: 171.255.153.107 : 36425
12:38	Account: kaiba3	 Name: §o¹tÙHånÙ§ao	 Level: 83	 IP Address: 171.255.153.107 : 38496
12:38	Account: minsimon1	 Name: ÙDÇnÙSG	 Level: 87	 IP Address: 14.230.179.226 : 56775
12:39	Account: kaiba5	 Name: asdasc	 Level: 75	 IP Address: 171.255.153.107 : 39942
12:41	Account: nonhandl	 Name: V«ÙNhaiÙTö	 Level: 87	 IP Address: 118.68.135.17 : 50227
12:46	Account: asondn	 Name: GiangHµMy	 Level: 50	 IP Address: 1.53.221.58 : 47488
12:51	Account: bihulk03	 Name: TiÒnÙV«ÙNghÜaÙ	 Level: 5	 IP Address: 42.117.84.197 : 59457
12:51	Account: mrbuno1	 Name: Ph­íc3§ª	 Level: 84	 IP Address: 58.187.117.23 : 57267
12:52	Account: mrbuno2	 Name: Ph­íc4§ª	 Level: 84	 IP Address: 58.187.117.23 : 57272
12:52	Account: yakahura4	 Name: NøngÙLån33	 Level: 82	 IP Address: 27.75.168.75 : 50057
12:53	Account: mrbuno3	 Name: Ph­íc5§ª	 Level: 85	 IP Address: 58.187.117.23 : 57280
12:54	Account: mrbuno4	 Name: Ph­íc6§ª	 Level: 83	 IP Address: 58.187.117.23 : 57284
12:55	Account: yakahura4	 Name: NøngÙLån33	 Level: 82	 IP Address: 27.75.168.75 : 50060
13:0	Account: yakahura4	 Name: NøngÙLån33	 Level: 82	 IP Address: 27.75.168.75 : 50073
13:1	Account: yakahura4	 Name: NøngÙLån33	 Level: 82	 IP Address: 27.75.168.75 : 50077
13:2	Account: bihulk03	 Name: TiÒnÙV«ÙNghÜaÙ	 Level: 5	 IP Address: 42.117.84.197 : 59568
13:5	Account: kimhuy01	 Name: MétÙHİtÙ	 Level: 1	 IP Address: 42.117.84.197 : 59738
13:7	Account: vubluish	 Name: hoalongcaca	 Level: 72	 IP Address: 1.52.34.16 : 51982
13:9	Account: minsimon1	 Name: ÙDÇnÙSG	 Level: 87	 IP Address: 14.230.179.226 : 56930
13:15	Account: phuongboss	 Name: ÙÙÙRedÙÙÙ	 Level: 87	 IP Address: 42.116.76.93 : 30090
13:15	Account: phuongboss2	 Name: ÙÙÙÙBlueÙÙÙ	 Level: 87	 IP Address: 42.116.76.93 : 20395
13:16	Account: phuongboss3	 Name: ÙÙÙÙBlackÙÙÙÙ	 Level: 86	 IP Address: 42.116.76.93 : 5226
13:17	Account: tumap3000	 Name: EmThichPk	 Level: 83	 IP Address: 27.75.131.29 : 27873
13:17	Account: phuongboss4	 Name: ÙÙÙLuLuÙÙÙ	 Level: 83	 IP Address: 42.116.76.93 : 30964
13:18	Account: tumap3001	 Name: HoaThanLeRoi	 Level: 82	 IP Address: 27.75.131.29 : 27877
13:19	Account: quocbaobp	 Name: NæiÙBu«nÙKoÙTªn	 Level: 87	 IP Address: 27.79.74.126 : 53268
13:22	Account: kimhuy01	 Name: MétÙHİtÙ	 Level: 5	 IP Address: 42.117.84.197 : 60014
13:23	Account: tumap3002	 Name: ChuyenBuff	 Level: 84	 IP Address: 27.75.131.29 : 27913
13:26	Account: tumap3004	 Name: TrumBoss	 Level: 82	 IP Address: 27.75.131.29 : 27919
13:26	Account: kimhuy01	 Name: MétÙHİtÙ	 Level: 5	 IP Address: 42.117.84.197 : 60059
13:31	Account: sarin1990	 Name: DocDep	 Level: 67	 IP Address: 101.99.52.43 : 37889
13:31	Account: vunguyen1987	 Name: ThuyYen	 Level: 1	 IP Address: 115.73.22.10 : 49604
13:35	Account: tumap3000	 Name: EmThichPk	 Level: 83	 IP Address: 27.75.131.29 : 27947
13:36	Account: vunguyen1988	 Name: ThienNhanKich	 Level: 1	 IP Address: 115.73.22.10 : 49612
13:36	Account: tumap3000	 Name: EmThichPk	 Level: 83	 IP Address: 27.75.131.29 : 27955
13:37	Account: thangvl1	 Name: VDBTGr	 Level: 64	 IP Address: 118.70.81.103 : 2702
13:37	Account: thoakhungz1	 Name: HètÙCøtÙLiÖng	 Level: 84	 IP Address: 171.231.115.107 : 49244
13:38	Account: kimhuy02	 Name: NgaoLaGiet	 Level: 1	 IP Address: 42.117.84.197 : 60236
13:38	Account: thangvl2	 Name: NMBTGr	 Level: 65	 IP Address: 118.70.81.103 : 2706
13:38	Account: thoakhungz2	 Name: §iÖpÙLiªnÙTó	 Level: 83	 IP Address: 171.231.115.107 : 49250
13:38	Account: thoakhungz3	 Name: CånÙDaÙL¹p	 Level: 83	 IP Address: 171.231.115.107 : 49253
13:38	Account: thangvl3	 Name: DMBTGr	 Level: 71	 IP Address: 118.70.81.103 : 2712
13:38	Account: thoakhungz4	 Name: C¸iÙLångÙHeoÙN¸i	 Level: 85	 IP Address: 171.231.115.107 : 49255
13:39	Account: thangvl4	 Name: 5DBTGr	 Level: 67	 IP Address: 118.70.81.103 : 2716
13:39	Account: tumap3000	 Name: EmThichPk	 Level: 83	 IP Address: 27.75.131.29 : 27960
13:39	Account: thangvl1	 Name: VDBTGr	 Level: 64	 IP Address: 118.70.81.103 : 2719
13:39	Account: anlonnhe	 Name: KimXaLuan	 Level: 67	 IP Address: 113.175.103.178 : 1902
13:45	Account: anlonnhe	 Name: KimXaLuan	 Level: 67	 IP Address: 113.175.103.178 : 1905
13:56	Account: thanhtuoi1	 Name: ÙÙÙÙÙÙÙÙÙ	 Level: 84	 IP Address: 14.184.51.120 : 49266
13:57	Account: kimhuy01	 Name: MétÙHİtÙ	 Level: 80	 IP Address: 42.117.84.197 : 60366
13:59	Account: phuongboss2	 Name: ÙÙÙÙBlueÙÙÙ	 Level: 87	 IP Address: 42.116.76.93 : 12260
13:59	Account: phuongboss2	 Name: ÙÙÙÙBlueÙÙÙ	 Level: 87	 IP Address: 42.116.76.93 : 60326
14:0	Account: thanhtuoi2	 Name: LµmÙKh¸ngÙT¨ng	 Level: 82	 IP Address: 14.184.51.120 : 49300
14:3	Account: qwqwqw3	 Name: ThÈmÙV¹nÙTam	 Level: 81	 IP Address: 171.249.236.64 : 54975
14:6	Account: kimhuy01	 Name: NgaoLaGietHet	 Level: 1	 IP Address: 42.117.84.197 : 60427
14:6	Account: ruan131103	 Name: Qu¸chCa	 Level: 81	 IP Address: 27.67.0.125 : 61915
14:6	Account: ruan131101	 Name: Do·nCa	 Level: 82	 IP Address: 27.67.0.125 : 55983
14:7	Account: ruan131102	 Name: §­êngLang	 Level: 80	 IP Address: 27.67.0.125 : 56665
14:7	Account: ruan131104	 Name: TiÓuTuyÕt	 Level: 81	 IP Address: 27.67.0.125 : 60827
14:18	Account: tumap3001	 Name: HoaThanLeRoi	 Level: 82	 IP Address: 27.75.131.29 : 27771
14:18	Account: tumap3001	 Name: HoaThanLeRoi	 Level: 82	 IP Address: 27.75.131.29 : 27774
14:22	Account: thoakhungz5	 Name: CùcÙKúÙBèÙL¸o	 Level: 1	 IP Address: 171.231.115.107 : 49291
14:25	Account: gcity01	 Name: 01ÙThiÕuÙL©m	 Level: 86	 IP Address: 113.22.199.222 : 7178
14:27	Account: gcity01	 Name: 01ÙThiÕuÙL©m	 Level: 86	 IP Address: 113.22.199.222 : 33378
14:29	Account: dxidau	 Name: FCKhanhHoaFC	 Level: 80	 IP Address: 27.71.160.55 : 52149
14:31	Account: tumap3001	 Name: HoaThanLeRoi	 Level: 82	 IP Address: 27.75.131.29 : 27828
14:33	Account: thoakhungz6	 Name: X¹oÙKeÙChóa	 Level: 1	 IP Address: 171.231.115.107 : 49294
14:33	Account: thoakhungz7	 Name: ThöÙ§ôngÙTaoÙXem	 Level: 1	 IP Address: 171.231.115.107 : 49297
14:33	Account: thoakhungz8	 Name: Nh©yÙV·iÙL	 Level: 1	 IP Address: 171.231.115.107 : 49299
14:35	Account: tantrang1986	 Name: LãcXo¸iTöThÇn	 Level: 79	 IP Address: 171.253.47.104 : 37809
14:35	Account: tantrang1987	 Name: Mét§aoTĞNgôa	 Level: 80	 IP Address: 171.253.47.104 : 40529
14:36	Account: tantrang1988	 Name: ChuChØNh­îc	 Level: 79	 IP Address: 171.253.47.104 : 35320
14:36	Account: tantrang1989	 Name: T©nTrang	 Level: 81	 IP Address: 171.253.47.104 : 40614
14:38	Account: quocviet1985	 Name: CauHaiTL	 Level: 81	 IP Address: 123.25.240.42 : 49241
14:39	Account: tantrang1987	 Name: Mét§aoTĞNgôa	 Level: 80	 IP Address: 171.253.47.104 : 46564
14:39	Account: vunguyen1987	 Name: ThuyYen	 Level: 80	 IP Address: 115.73.22.10 : 49680
14:39	Account: quocviet1986	 Name: CauHai	 Level: 82	 IP Address: 123.25.240.42 : 49249
14:40	Account: quocviet1987	 Name: ChiHaiND	 Level: 81	 IP Address: 123.25.240.42 : 49255
14:40	Account: thoakhungz6	 Name: X¹oÙKeÙChóa	 Level: 5	 IP Address: 171.231.115.107 : 49310
14:40	Account: quocviet1988	 Name: ChiHaiNM	 Level: 79	 IP Address: 123.25.240.42 : 49260
14:41	Account: tantrang1989	 Name: T©nTrang	 Level: 81	 IP Address: 171.253.47.104 : 32804
14:43	Account: kimhuy02	 Name: NgaoLaGiet	 Level: 80	 IP Address: 42.117.84.197 : 60723
14:43	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 84	 IP Address: 118.68.135.17 : 50526
14:44	Account: qwqwqw	 Name: ¢uÙD­¬ngÙPhong	 Level: 82	 IP Address: 171.249.236.64 : 55567
14:54	Account: ruan131104	 Name: TiÓuTuyÕt	 Level: 81	 IP Address: 113.185.11.16 : 48880
14:54	Account: ruan131103	 Name: Qu¸chCa	 Level: 81	 IP Address: 113.185.11.16 : 8511
14:54	Account: ruan131102	 Name: §­êngLang	 Level: 81	 IP Address: 113.185.11.16 : 11768
14:54	Account: ruan131101	 Name: Do·nCa	 Level: 82	 IP Address: 113.185.11.16 : 46962
15:3	Account: nonhancl	 Name: HµnÙL©mÙNhi	 Level: 75	 IP Address: 118.68.135.17 : 50611
15:9	Account: kimmalenhhai2	 Name: MÊtRinRåi	 Level: 80	 IP Address: 117.3.187.15 : 60595
15:13	Account: vunguyen1985	 Name: ThanhThanh	 Level: 76	 IP Address: 115.73.22.10 : 49736
15:14	Account: vunguyen1985	 Name: ThanhThanh	 Level: 76	 IP Address: 115.73.22.10 : 49740
15:16	Account: dxidau	 Name: FCKhanhHoaFC	 Level: 81	 IP Address: 27.71.160.55 : 52498
15:16	Account: vunguyen1987	 Name: ThuyYen	 Level: 80	 IP Address: 115.73.22.10 : 49746
15:17	Account: kimmalenhhai3	 Name: MÊtNgñV×ThiÕuS÷a	 Level: 81	 IP Address: 117.3.187.15 : 60600
15:18	Account: qwqwqw2	 Name: LinhÙNhi	 Level: 80	 IP Address: 171.249.236.64 : 56060
15:18	Account: qwqwqw3	 Name: ThÈmÙV¹nÙTam	 Level: 81	 IP Address: 171.249.236.64 : 56069
15:20	Account: sarin1990	 Name: DocDep	 Level: 67	 IP Address: 27.69.147.127 : 23028
15:20	Account: kimmalenhhai3	 Name: MÊtNgñV×ThiÕuS÷a	 Level: 81	 IP Address: 117.3.187.15 : 60606
15:22	Account: kimmalenhhai5	 Name: B­ímToNhÊtXãm	 Level: 81	 IP Address: 117.3.187.15 : 60609
15:26	Account: anhyeuem	 Name: kavebus	 Level: 52	 IP Address: 113.175.103.178 : 2294
15:26	Account: phuongboss3	 Name: ÙÙÙÙBlackÙÙÙÙ	 Level: 86	 IP Address: 42.116.76.93 : 46409
15:27	Account: phuongboss	 Name: ÙÙÙRedÙÙÙ	 Level: 87	 IP Address: 42.116.76.93 : 33698
15:27	Account: phuongboss3	 Name: ÙÙÙÙBlackÙÙÙÙ	 Level: 86	 IP Address: 42.116.76.93 : 15119
15:40	Account: mapdl1	 Name: TiÕuNg¹oÙGiangHå	 Level: 86	 IP Address: 14.168.28.44 : 49286
15:43	Account: mapdl2	 Name: §¹tÙMa	 Level: 74	 IP Address: 14.168.28.44 : 49305
15:43	Account: mapdl3	 Name: TiªnÙTö	 Level: 77	 IP Address: 14.168.28.44 : 49309
15:43	Account: mapdl4	 Name: ThiªnÙNhÉn	 Level: 76	 IP Address: 14.168.28.44 : 49311
15:44	Account: kaiba1	 Name: ÙAÙTònÙ	 Level: 84	 IP Address: 171.255.2.73 : 52065
15:44	Account: kaiba5	 Name: asdasc	 Level: 77	 IP Address: 171.255.2.73 : 53368
15:44	Account: kaiba3	 Name: §o¹tÙHånÙ§ao	 Level: 84	 IP Address: 171.255.2.73 : 51757
15:44	Account: kaiba2	 Name: CuToLµmEmHo	 Level: 81	 IP Address: 171.255.2.73 : 58698
15:51	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 125	 IP Address: 14.233.236.231 : 51885
15:56	Account: vubluish	 Name: hoalongcaca	 Level: 75	 IP Address: 1.52.34.16 : 2541
16:4	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 125	 IP Address: 14.233.236.231 : 52009
16:6	Account: thoakhungz1	 Name: HètÙCøtÙLiÖng	 Level: 84	 IP Address: 171.231.115.107 : 49368
16:6	Account: thoakhungz2	 Name: §iÖpÙLiªnÙTó	 Level: 83	 IP Address: 171.231.115.107 : 49370
16:6	Account: thoakhungz3	 Name: CånÙDaÙL¹p	 Level: 83	 IP Address: 171.231.115.107 : 49372
16:6	Account: thoakhungz4	 Name: C¸iÙLångÙHeoÙN¸i	 Level: 85	 IP Address: 171.231.115.107 : 49374
16:14	Account: tantrang1989	 Name: T©nTrang	 Level: 81	 IP Address: 171.253.47.104 : 37154
16:17	Account: phuongboss2	 Name: ÙÙÙÙBlueÙÙÙ	 Level: 87	 IP Address: 42.116.76.93 : 17538
16:21	Account: quocbaobp	 Name: NæiÙBu«nÙKoÙTªn	 Level: 87	 IP Address: 115.75.51.168 : 39861
16:27	Account: quoccuongg3	 Name: Tinhlahotel	 Level: 82	 IP Address: 113.188.205.115 : 49172
16:30	Account: hienlong	 Name: HienLong	 Level: 84	 IP Address: 113.188.205.115 : 49233
16:32	Account: hienlong1	 Name: KhaDoanh	 Level: 82	 IP Address: 113.188.205.115 : 49243
16:35	Account: phuongboss2	 Name: ÙÙÙÙBlueÙÙÙ	 Level: 87	 IP Address: 42.116.76.93 : 5097
16:38	Account: quoccuongg2	 Name: Tinhlawhat	 Level: 81	 IP Address: 113.188.205.115 : 49272
16:38	Account: quoccuongg1	 Name: Tinhlagi	 Level: 81	 IP Address: 113.188.205.115 : 49275
16:41	Account: kaiba4	 Name: GiµngÙAÙTèng	 Level: 82	 IP Address: 58.187.239.236 : 64600
16:46	Account: coca03	 Name: CanhSat115	 Level: 76	 IP Address: 14.246.75.89 : 28830
16:49	Account: tantrang1989	 Name: T©nTrang	 Level: 81	 IP Address: 171.253.47.104 : 36035
16:54	Account: vuduymanhhp	 Name: abcdeefps	 Level: 11	 IP Address: 27.67.178.139 : 24688
16:56	Account: tantrang1989	 Name: T©nTrang	 Level: 81	 IP Address: 171.253.47.104 : 37215
17:0	Account: tantrang1987	 Name: Mét§aoTĞNgôa	 Level: 80	 IP Address: 171.253.47.104 : 44167
17:0	Account: photocopy1	 Name: CÈmYVÖ	 Level: 67	 IP Address: 27.2.129.35 : 27292
17:2	Account: tantrang1986	 Name: LãcXo¸iTöThÇn	 Level: 79	 IP Address: 171.253.47.104 : 47847
17:3	Account: tantrang1988	 Name: ChuChØNh­îc	 Level: 79	 IP Address: 171.253.47.104 : 42130
17:4	Account: vunguyen1986	 Name: BoomBoom	 Level: 78	 IP Address: 115.73.22.10 : 50013
17:13	Account: thangvl3	 Name: DMBTGr	 Level: 74	 IP Address: 118.70.81.103 : 5094
17:15	Account: tieubaobao152	 Name: aÙhiÙhiÙhi	 Level: 69	 IP Address: 1.55.176.232 : 55798
17:16	Account: finndang152	 Name: TiÓuÙTinhÙNhi	 Level: 71	 IP Address: 1.55.176.232 : 4051
17:16	Account: tieubao152	 Name: TiÓuÙB¶o	 Level: 73	 IP Address: 1.55.176.232 : 9259
17:18	Account: vuduymanhhp	 Name: abcdeefps	 Level: 11	 IP Address: 27.67.178.139 : 10379
17:22	Account: ribi01	 Name: RiBi01	 Level: 80	 IP Address: 1.53.89.213 : 49637
17:26	Account: minhngo89	 Name: MaiMai	 Level: 1	 IP Address: 1.53.210.87 : 53345
17:28	Account: vubluish	 Name: hoalongcaca	 Level: 76	 IP Address: 1.52.34.16 : 25194
17:29	Account: tantrang1989	 Name: T©nTrang	 Level: 81	 IP Address: 171.253.47.104 : 39314
17:29	Account: tantrang1988	 Name: ChuChØNh­îc	 Level: 79	 IP Address: 171.253.47.104 : 43889
17:29	Account: tantrang1986	 Name: LãcXo¸iTöThÇn	 Level: 79	 IP Address: 171.253.47.104 : 38835
17:29	Account: tantrang1987	 Name: Mét§aoTĞNgôa	 Level: 80	 IP Address: 171.253.47.104 : 37534
17:33	Account: huynhtrongtri11	 Name: KiÕmÙPhongÙKim	 Level: 77	 IP Address: 118.68.135.17 : 51254
17:34	Account: gcity04	 Name: 04Ù§­êngÙM«n	 Level: 85	 IP Address: 113.22.199.222 : 48589
17:37	Account: nonhancl	 Name: HµnÙL©mÙNhi	 Level: 77	 IP Address: 118.68.135.17 : 51262
17:38	Account: quocviet1985	 Name: CauHaiTL	 Level: 81	 IP Address: 123.20.48.106 : 19385
17:39	Account: quocviet1986	 Name: CauHai	 Level: 82	 IP Address: 123.20.48.106 : 49216
17:39	Account: nonhandm	 Name: ThµnhÙC¸tÙT­ÙH·n	 Level: 65	 IP Address: 118.68.135.17 : 51264
17:39	Account: quocviet1987	 Name: ChiHaiND	 Level: 81	 IP Address: 123.20.48.106 : 49222
17:39	Account: quocviet1988	 Name: ChiHaiNM	 Level: 80	 IP Address: 123.20.48.106 : 49225
17:40	Account: nonhanty	 Name: B¨ngÙT©mÙTiªnÙTö	 Level: 65	 IP Address: 118.68.135.17 : 51268
17:40	Account: phuongboss2	 Name: ÙÙÙÙBlueÙÙÙ	 Level: 88	 IP Address: 42.116.76.93 : 31556
17:40	Account: kingvl1	 Name: KimLongCaCa	 Level: 78	 IP Address: 118.70.41.159 : 18146
17:40	Account: nonhantn	 Name: NhËmÙNg·ÙHµnh	 Level: 60	 IP Address: 118.68.135.17 : 51270
17:40	Account: kingvl2	 Name: KimLongKaKa	 Level: 82	 IP Address: 118.70.41.159 : 9661
17:41	Account: kingvl3	 Name: HáaLongCaCa	 Level: 79	 IP Address: 118.70.41.159 : 63136
17:41	Account: nonhancl	 Name: HµnÙL©mÙNhi	 Level: 77	 IP Address: 118.68.135.17 : 51276
17:41	Account: kingvl4	 Name: ThñyLongC«C«	 Level: 78	 IP Address: 118.70.41.159 : 64932
17:51	Account: kingvl1	 Name: B¸oTö§Çu	 Level: 1	 IP Address: 118.70.41.159 : 59155
17:52	Account: kingvl1	 Name: KimLongCaCa	 Level: 78	 IP Address: 118.70.41.159 : 11896
17:54	Account: gamethu	 Name: KhaiCheckGame	 Level: 5	 IP Address: 171.232.113.243 : 56208
17:56	Account: haivlc1	 Name: §écNguNg­êi	 Level: 10	 IP Address: 27.3.48.145 : 42030
17:58	Account: haivlc1	 Name: §écNguNg­êi	 Level: 11	 IP Address: 27.3.48.145 : 29862
17:58	Account: sarin1990	 Name: DocDep	 Level: 67	 IP Address: 27.69.147.127 : 49490
17:59	Account: langtu1	 Name: BèD­îngCñaPh­íc	 Level: 1	 IP Address: 117.4.155.116 : 64539
18:0	Account: anlonnhe	 Name: KimXaLuan	 Level: 70	 IP Address: 113.175.103.178 : 1159
18:0	Account: langtu1	 Name: BèD­îngCñaPh­íc	 Level: 5	 IP Address: 117.4.155.116 : 64546
18:0	Account: haivlc1	 Name: §écNguNg­êi	 Level: 12	 IP Address: 27.3.48.145 : 42035
18:0	Account: ngocbich01	 Name: NgocBich01	 Level: 5	 IP Address: 14.233.236.231 : 52903
18:1	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 125	 IP Address: 171.232.113.243 : 56309
18:2	Account: langtu1	 Name: BèD­îngCñaPh­íc	 Level: 5	 IP Address: 117.4.155.116 : 64563
18:7	Account: nonhannd	 Name: MécÙUyÓnÙThanh	 Level: 60	 IP Address: 118.68.135.17 : 51437
18:8	Account: xebmt1	 Name: XeÙN­ícÙMİa	 Level: 78	 IP Address: 27.79.74.126 : 54140
18:8	Account: nonhannd	 Name: MécÙUyÓnÙThanh	 Level: 60	 IP Address: 118.68.135.17 : 51441
18:8	Account: nonhancl	 Name: HµnÙL©mÙNhi	 Level: 77	 IP Address: 118.68.135.17 : 51443
18:15	Account: ruan131101	 Name: Do·nCa	 Level: 82	 IP Address: 113.185.11.16 : 23721
18:16	Account: ruan131104	 Name: TiÓuTuyÕt	 Level: 81	 IP Address: 113.185.11.16 : 19560
18:18	Account: ruan131101	 Name: Do·nCa	 Level: 82	 IP Address: 113.185.11.16 : 55932
18:22	Account: hung131101	 Name: D­¬ngB¶oYÕn	 Level: 1	 IP Address: 27.67.0.125 : 54887
18:23	Account: hung131102	 Name: Qu¸chTïngH­ng	 Level: 1	 IP Address: 27.67.0.125 : 52570
18:24	Account: hung131103	 Name: §­êngTamLang	 Level: 1	 IP Address: 27.67.0.125 : 49188
18:28	Account: langtu1	 Name: BèD­îngCñaPh­íc	 Level: 5	 IP Address: 117.4.155.116 : 64712
18:30	Account: hung131104	 Name: HoµngPhñTrung	 Level: 1	 IP Address: 27.67.0.125 : 50613
18:39	Account: hung131102	 Name: Qu¸chTïngH­ng	 Level: 5	 IP Address: 27.67.0.125 : 59822
18:39	Account: hung131101	 Name: D­¬ngB¶oYÕn	 Level: 5	 IP Address: 27.67.0.125 : 48224
18:40	Account: hung131104	 Name: HoµngPhñTrung	 Level: 5	 IP Address: 27.67.0.125 : 51043
18:40	Account: hung131103	 Name: §­êngTamLang	 Level: 5	 IP Address: 27.67.0.125 : 61637
18:42	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 125	 IP Address: 14.233.236.231 : 53131
18:42	Account: quocviet1985	 Name: CauHaiTL	 Level: 82	 IP Address: 113.172.115.60 : 49612
18:43	Account: quocviet1986	 Name: CauHai	 Level: 82	 IP Address: 113.172.115.60 : 1903
18:44	Account: quocviet1987	 Name: ChiHaiND	 Level: 81	 IP Address: 113.172.115.60 : 1913
18:44	Account: quocviet1988	 Name: ChiHaiNM	 Level: 81	 IP Address: 113.172.115.60 : 49632
18:47	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 125	 IP Address: 171.232.113.243 : 54172
18:47	Account: ngocbich01	 Name: NgocBich01	 Level: 5	 IP Address: 14.233.236.231 : 53145
18:48	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 125	 IP Address: 171.232.113.243 : 54174
18:49	Account: bihulk01	 Name: 74ÙBiÙSHXT	 Level: 88	 IP Address: 42.117.84.197 : 62756
18:49	Account: bihulk01	 Name: 74ÙBiÙSHXT	 Level: 88	 IP Address: 42.117.84.197 : 62768
18:51	Account: gcity02	 Name: 02ÙThiªnÙNhÉn	 Level: 88	 IP Address: 113.22.199.222 : 34326
18:51	Account: mapdl4	 Name: ThiªnÙNhÉn	 Level: 80	 IP Address: 14.168.28.44 : 51321
18:51	Account: quocbaobp	 Name: NæiÙBu«nÙKoÙTªn	 Level: 87	 IP Address: 115.75.51.168 : 41331
18:51	Account: building1987	 Name: TiÒnÙV«ÙNghÜa	 Level: 87	 IP Address: 27.79.74.126 : 54666
18:51	Account: minsimon1	 Name: ÙDÇnÙSG	 Level: 88	 IP Address: 14.230.179.226 : 60422
18:51	Account: bihulk01	 Name: 74ÙBiÙSHXT	 Level: 88	 IP Address: 42.117.84.197 : 62806
18:51	Account: samsimon	 Name: ÙTıÙSG	 Level: 86	 IP Address: 14.230.179.226 : 60424
18:52	Account: samsimon1	 Name: ÙHîiÙSG	 Level: 86	 IP Address: 14.230.179.226 : 60427
18:53	Account: tranvinh02	 Name: HuúnhÙNi	 Level: 81	 IP Address: 14.245.139.5 : 52566
18:54	Account: kimhuy01	 Name: MétÙHİtÙ	 Level: 80	 IP Address: 42.117.84.197 : 62819
18:54	Account: qwqwqw	 Name: ¢uÙD­¬ngÙPhong	 Level: 82	 IP Address: 171.249.236.64 : 57731
18:54	Account: gcity04	 Name: 04Ù§­êngÙM«n	 Level: 85	 IP Address: 113.22.199.222 : 5554
18:54	Account: building1987	 Name: TiÒnÙV«ÙNghÜa	 Level: 87	 IP Address: 27.79.74.126 : 54674
18:54	Account: bihulk01	 Name: 74ÙBiÙSHXT	 Level: 88	 IP Address: 42.117.84.197 : 62825
18:54	Account: nonhandl	 Name: V«ÙNhaiÙTö	 Level: 88	 IP Address: 118.68.135.17 : 51621
18:55	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 87	 IP Address: 118.68.135.17 : 51628
18:56	Account: bihulk01	 Name: 74ÙBiÙSHXT	 Level: 88	 IP Address: 42.117.84.197 : 62837
18:57	Account: tantrang1987	 Name: Mét§aoTĞNgôa	 Level: 80	 IP Address: 171.253.47.104 : 38273
18:57	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 84	 IP Address: 118.68.135.17 : 51642
